date,actual,rw,ar,har,arfima,fnn,lstm,nar
2023-04-21,-4.791443,-4.740261,-4.781932,-4.732484,-4.712676,-4.785293,-4.755940,-4.788270
2023-04-24,-4.863316,-4.791443,-4.734764,-4.771210,-4.726602,-4.801568,-4.756856,-4.780072
2023-04-25,-4.738873,-4.863316,-4.802921,-4.792391,-4.764308,-4.818674,-4.775941,-4.822219
2023-04-26,-4.667666,-4.738873,-4.730381,-4.745380,-4.713965,-4.787194,-4.753875,-4.789725
2023-04-27,-4.861263,-4.667666,-4.684375,-4.699090,-4.669466,-4.733804,-4.699322,-4.729255
2023-04-28,-4.608529,-4.861263,-4.772643,-4.790925,-4.751789,-4.787556,-4.739821,-4.802737
2023-05-01,-4.825571,-4.608529,-4.658296,-4.669801,-4.646035,-4.702734,-4.683880,-4.714548
2023-05-02,-4.757845,-4.825571,-4.722835,-4.757972,-4.729383,-4.776100,-4.724808,-4.753512
2023-05-03,-4.599002,-4.757845,-4.741227,-4.729277,-4.712751,-4.759348,-4.726414,-4.773768
2023-05-04,-4.463287,-4.599002,-4.625125,-4.654968,-4.633962,-4.697022,-4.671542,-4.671590
2023-05-05,-4.386852,-4.463287,-4.557531,-4.567417,-4.547876,-4.566594,-4.558654,-4.584776
2023-05-08,-4.645395,-4.386852,-4.477921,-4.516709,-4.483995,-4.451419,-4.463747,-4.491921
2023-05-09,-5.147866,-4.645395,-4.563453,-4.613787,-4.586247,-4.526990,-4.518224,-4.570159
2023-05-10,-4.594149,-5.147866,-4.834704,-4.855559,-4.850780,-4.789098,-4.781798,-4.791354
2023-05-11,-4.715759,-4.594149,-4.645852,-4.620138,-4.648972,-4.771873,-4.732632,-4.695656
2023-05-12,-4.903965,-4.715759,-4.673263,-4.687635,-4.674153,-4.773559,-4.690598,-4.653794
2023-05-15,-5.146132,-4.903965,-4.835725,-4.805442,-4.768375,-4.772392,-4.732711,-4.782329
2023-05-16,-5.048370,-5.146132,-4.912996,-4.944446,-4.911350,-4.902577,-4.885946,-4.893041
2023-05-17,-4.800502,-5.048370,-4.932596,-4.900044,-4.906218,-4.942838,-4.934988,-4.920749
2023-05-18,-4.622775,-4.800502,-4.831401,-4.807643,-4.795793,-4.895227,-4.849919,-4.880346
2023-05-19,-4.814924,-4.622775,-4.731298,-4.724789,-4.686910,-4.771669,-4.700010,-4.796175
2023-05-22,-4.911888,-4.814924,-4.770495,-4.799403,-4.750534,-4.754069,-4.696157,-4.826853
2023-05-23,-4.929644,-4.911888,-4.806924,-4.825754,-4.806999,-4.806395,-4.766184,-4.865562
2023-05-24,-4.796348,-4.929644,-4.815336,-4.825667,-4.830896,-4.864412,-4.821757,-4.869677
2023-05-25,-4.664234,-4.796348,-4.784791,-4.768663,-4.775558,-4.841685,-4.787639,-4.833619
2023-05-26,-4.909918,-4.664234,-4.711173,-4.714225,-4.700227,-4.766399,-4.700810,-4.767028
2023-05-30,-4.506132,-4.909918,-4.807294,-4.826238,-4.800005,-4.797991,-4.744564,-4.826033
2023-05-31,-4.345500,-4.506132,-4.622302,-4.624753,-4.622558,-4.678263,-4.635051,-4.722021
2023-06-01,-4.769240,-4.345500,-4.465122,-4.514656,-4.502582,-4.530653,-4.480517,-4.543775
2023-06-02,-4.498389,-4.769240,-4.665871,-4.691406,-4.670231,-4.580324,-4.562843,-4.664281
2023-06-05,-3.717364,-4.498389,-4.536543,-4.563499,-4.568212,-4.561622,-4.553975,-4.588558
2023-06-06,-4.477767,-3.717364,-4.097123,-4.145014,-4.163681,-4.253444,-4.196319,-4.210904
2023-06-07,-4.598563,-4.477767,-4.391744,-4.465509,-4.427816,-4.239117,-4.251360,-4.318841
2023-06-08,-4.915558,-4.598563,-4.505657,-4.535464,-4.525877,-4.359434,-4.443605,-4.465516
2023-06-09,-4.690330,-4.915558,-4.602901,-4.681477,-4.708224,-4.723115,-4.715466,-4.603097
2023-06-12,-5.055915,-4.690330,-4.662903,-4.596825,-4.649560,-4.743471,-4.715002,-4.645413
2023-06-13,-4.901410,-5.055915,-4.838463,-4.846433,-4.826920,-4.860913,-4.843794,-4.752423
2023-06-14,-4.542420,-4.901410,-4.859573,-4.811410,-4.799028,-4.860697,-4.852811,-4.772248
2023-06-15,-4.999631,-4.542420,-4.641254,-4.653437,-4.629172,-4.750188,-4.696135,-4.704651
2023-06-16,-5.077301,-4.999631,-4.851827,-4.851204,-4.815048,-4.809546,-4.778322,-4.831601
2023-06-20,-4.916949,-5.077301,-4.927436,-4.910621,-4.893319,-4.878070,-4.893801,-4.922133
2023-06-21,-4.788681,-4.916949,-4.831544,-4.834215,-4.843697,-4.902827,-4.899645,-4.887440
2023-06-22,-4.822119,-4.788681,-4.811789,-4.773275,-4.777680,-4.848963,-4.812683,-4.856210
2023-06-23,-4.876759,-4.822119,-4.809943,-4.807317,-4.779485,-4.813253,-4.773287,-4.848874
2023-06-26,-4.819625,-4.876759,-4.812764,-4.821935,-4.804637,-4.820063,-4.791696,-4.861868
2023-06-27,-5.096421,-4.819625,-4.776718,-4.778944,-4.782800,-4.817784,-4.785747,-4.852682
2023-06-28,-4.703660,-5.096421,-4.911232,-4.909743,-4.914667,-4.890722,-4.890220,-4.927569
2023-06-29,-4.976646,-4.703660,-4.769567,-4.739464,-4.755558,-4.820287,-4.793553,-4.839034
2023-06-30,-4.930129,-4.976646,-4.842922,-4.865924,-4.857286,-4.866439,-4.835182,-4.864830
2023-07-03,-5.299263,-4.930129,-4.887426,-4.852240,-4.854832,-4.856084,-4.845789,-4.899098
2023-07-05,-4.764149,-5.299263,-5.017717,-5.047491,-5.039461,-4.954581,-5.004072,-4.997622
2023-07-06,-4.950060,-4.764149,-4.853972,-4.797836,-4.826430,-4.884589,-4.883618,-4.910798
2023-07-07,-4.912954,-4.950060,-4.866294,-4.895702,-4.876349,-4.893667,-4.864259,-4.902526
2023-07-10,-4.562941,-4.912954,-4.907128,-4.882722,-4.864354,-4.853926,-4.838343,-4.913324
2023-07-11,-4.676587,-4.562941,-4.658914,-4.710023,-4.690776,-4.745591,-4.696177,-4.774552
2023-07-12,-4.661247,-4.676587,-4.680939,-4.714436,-4.702222,-4.698723,-4.643437,-4.751107
2023-07-13,-5.027043,-4.661247,-4.667364,-4.698852,-4.687674,-4.657810,-4.609884,-4.720057
2023-07-14,-4.996940,-5.027043,-4.800224,-4.861006,-4.858576,-4.820861,-4.768780,-4.827669
2023-07-17,-5.053129,-4.996940,-4.863762,-4.853931,-4.883766,-4.876485,-4.838877,-4.871943
2023-07-18,-5.015006,-5.053129,-4.902782,-4.912493,-4.926283,-4.917328,-4.884942,-4.893555
2023-07-19,-4.046598,-5.015006,-4.944026,-4.922870,-4.923892,-4.912359,-4.880390,-4.904919
2023-07-20,-4.595635,-4.046598,-4.461659,-4.465314,-4.454500,-4.482033,-4.459989,-4.576600
2023-07-21,-4.775119,-4.595635,-4.569887,-4.665579,-4.607052,-4.509555,-4.452195,-4.584963
2023-07-24,-4.755327,-4.775119,-4.697060,-4.724771,-4.706367,-4.608649,-4.602376,-4.701612
2023-07-25,-5.168517,-4.755327,-4.609428,-4.695253,-4.718450,-4.732514,-4.677980,-4.678744
2023-07-26,-4.546114,-5.168517,-4.895439,-4.884507,-4.927156,-4.888243,-4.851748,-4.843408
2023-07-27,-4.637789,-4.546114,-4.686057,-4.652954,-4.676902,-4.730006,-4.693979,-4.727785
2023-07-28,-4.761511,-4.637789,-4.642287,-4.693137,-4.671704,-4.698261,-4.619292,-4.633304
2023-07-31,-5.008043,-4.761511,-4.745125,-4.742089,-4.721949,-4.694241,-4.642826,-4.748344
2023-08-01,-5.092959,-5.008043,-4.803798,-4.865513,-4.851467,-4.831082,-4.781716,-4.839703
2023-08-02,-4.722949,-5.092959,-4.907204,-4.897351,-4.927025,-4.907600,-4.878784,-4.897027
2023-08-03,-4.710877,-4.722949,-4.770774,-4.751770,-4.773393,-4.822309,-4.775393,-4.824460
2023-08-04,-3.931071,-4.710877,-4.740434,-4.749016,-4.737181,-4.762616,-4.689722,-4.762788
2023-08-07,-4.377542,-3.931071,-4.349279,-4.356435,-4.340986,-4.311316,-4.294371,-4.434537
2023-08-08,-4.526267,-4.377542,-4.380725,-4.498070,-4.454854,-4.297411,-4.289419,-4.399569
2023-08-09,-4.588048,-4.526267,-4.488575,-4.519538,-4.529805,-4.387321,-4.422211,-4.513615
2023-08-10,-4.567265,-4.588048,-4.457033,-4.535763,-4.572812,-4.545202,-4.523293,-4.482492
2023-08-11,-4.695315,-4.567265,-4.528372,-4.515953,-4.573444,-4.576846,-4.541787,-4.515099
2023-08-14,-4.749663,-4.695315,-4.610088,-4.622855,-4.638176,-4.639776,-4.610001,-4.569829
2023-08-15,-4.938892,-4.749663,-4.666654,-4.669360,-4.681215,-4.695807,-4.660817,-4.622350
2023-08-16,-4.643613,-4.938892,-4.771875,-4.776783,-4.788637,-4.791931,-4.753664,-4.746452
2023-08-17,-4.436068,-4.643613,-4.680478,-4.654232,-4.675651,-4.744086,-4.705782,-4.709513
2023-08-18,-4.681993,-4.436068,-4.543191,-4.553797,-4.554121,-4.610764,-4.578444,-4.577898
2023-08-21,-4.751814,-4.681993,-4.639571,-4.660206,-4.641149,-4.602996,-4.576132,-4.646340
2023-08-22,-4.865817,-4.751814,-4.666956,-4.690941,-4.689233,-4.669190,-4.642496,-4.700617
2023-08-23,-4.920323,-4.865817,-4.717906,-4.734804,-4.758913,-4.769102,-4.728498,-4.747859
2023-08-24,-4.729648,-4.920323,-4.801440,-4.777866,-4.806772,-4.817925,-4.781486,-4.803545
2023-08-25,-4.353502,-4.729648,-4.732412,-4.714622,-4.731599,-4.786248,-4.744277,-4.757621
2023-08-28,-4.795275,-4.353502,-4.532888,-4.533243,-4.534263,-4.592355,-4.568313,-4.583985
2023-08-29,-4.675856,-4.795275,-4.681972,-4.724799,-4.699165,-4.641242,-4.605523,-4.692359
2023-08-30,-4.617992,-4.675856,-4.657609,-4.660749,-4.670161,-4.655645,-4.634634,-4.702647
2023-08-31,-4.825037,-4.617992,-4.577131,-4.613347,-4.638857,-4.676571,-4.636094,-4.630486
2023-09-01,-4.855851,-4.825037,-4.723343,-4.705790,-4.732085,-4.721079,-4.680167,-4.723576
2023-09-05,-4.871556,-4.855851,-4.755740,-4.753914,-4.768846,-4.773445,-4.735685,-4.764883
2023-09-06,-4.191124,-4.871556,-4.770414,-4.766910,-4.790779,-4.811800,-4.771553,-4.774428
2023-09-07,-4.105788,-4.191124,-4.469719,-4.448149,-4.467541,-4.542669,-4.536388,-4.545632
2023-09-08,-4.434131,-4.105788,-4.313561,-4.374089,-4.347209,-4.289284,-4.312666,-4.326890
2023-09-11,-4.477272,-4.434131,-4.430315,-4.484661,-4.459299,-4.272595,-4.322195,-4.425204
2023-09-12,-4.128352,-4.477272,-4.411990,-4.475838,-4.492760,-4.386078,-4.427012,-4.431415
2023-09-13,-4.507203,-4.128352,-4.252081,-4.274460,-4.328394,-4.305668,-4.344832,-4.266523
2023-09-14,-4.578171,-4.507203,-4.422919,-4.455065,-4.470361,-4.372707,-4.399946,-4.344219
2023-09-15,-4.973958,-4.578171,-4.514594,-4.516968,-4.530276,-4.463751,-4.492302,-4.444258
2023-09-18,-4.861605,-4.973958,-4.688057,-4.721597,-4.742330,-4.722723,-4.705308,-4.615773
2023-09-19,-4.910938,-4.861605,-4.757315,-4.702583,-4.745522,-4.794356,-4.774365,-4.699866
2023-09-20,-4.505696,-4.910938,-4.788586,-4.780368,-4.785590,-4.832619,-4.809645,-4.735353
2023-09-21,-4.536782,-4.505696,-4.649041,-4.608209,-4.604860,-4.701336,-4.671159,-4.663372
2023-09-22,-4.676145,-4.536782,-4.580562,-4.616928,-4.581143,-4.614889,-4.581189,-4.623606
2023-09-25,-4.603486,-4.676145,-4.644085,-4.653902,-4.636346,-4.603022,-4.588441,-4.680607
2023-09-26,-4.573588,-4.603486,-4.577357,-4.603444,-4.610635,-4.622522,-4.603965,-4.641538
2023-09-27,-4.422248,-4.573588,-4.560330,-4.566599,-4.590880,-4.614789,-4.591241,-4.603940
2023-09-28,-4.291111,-4.422248,-4.497387,-4.497256,-4.510593,-4.519393,-4.515850,-4.525669
2023-09-29,-4.604885,-4.291111,-4.395550,-4.421916,-4.424097,-4.395829,-4.416356,-4.409464
2023-10-02,-4.410261,-4.604885,-4.516089,-4.548648,-4.549770,-4.465888,-4.479419,-4.496427
2023-10-03,-4.495744,-4.410261,-4.448376,-4.452139,-4.477891,-4.454724,-4.477037,-4.465090
2023-10-04,-4.561994,-4.495744,-4.451484,-4.480692,-4.504729,-4.498234,-4.497291,-4.439563
2023-10-05,-4.645138,-4.561994,-4.534336,-4.516560,-4.540305,-4.516335,-4.520947,-4.504352
2023-10-06,-4.591781,-4.645138,-4.562979,-4.574439,-4.589777,-4.595831,-4.582636,-4.535721
2023-10-09,-4.699524,-4.591781,-4.565928,-4.553393,-4.577907,-4.612845,-4.594462,-4.555899
2023-10-10,-4.803920,-4.699524,-4.622231,-4.622084,-4.631389,-4.657878,-4.630197,-4.607181
2023-10-11,-4.710587,-4.803920,-4.701386,-4.689588,-4.697201,-4.716797,-4.689074,-4.677190
2023-10-12,-4.599950,-4.710587,-4.670795,-4.661488,-4.672287,-4.728579,-4.696643,-4.684718
2023-10-13,-4.681222,-4.599950,-4.619852,-4.615765,-4.618016,-4.680644,-4.646296,-4.649160
2023-10-16,-4.646604,-4.681222,-4.652124,-4.656856,-4.648484,-4.669124,-4.644290,-4.668535
2023-10-17,-4.555920,-4.646604,-4.632857,-4.638958,-4.636646,-4.659164,-4.638490,-4.666602
2023-10-18,-4.426943,-4.555920,-4.568743,-4.580546,-4.590330,-4.625440,-4.610320,-4.614469
2023-10-19,-4.225464,-4.426943,-4.499415,-4.503811,-4.515246,-4.528431,-4.533160,-4.531924
2023-10-20,-4.594785,-4.225464,-4.369098,-4.387139,-4.394620,-4.364625,-4.404884,-4.385040
2023-10-23,-4.373162,-4.594785,-4.497322,-4.541354,-4.538795,-4.439212,-4.455882,-4.478203
2023-10-24,-4.576629,-4.373162,-4.430047,-4.425884,-4.456197,-4.423088,-4.454642,-4.447094
2023-10-25,-4.543177,-4.576629,-4.473140,-4.514840,-4.538207,-4.523375,-4.523236,-4.458933
2023-10-26,-4.104307,-4.543177,-4.539205,-4.507822,-4.538263,-4.532163,-4.536167,-4.515600
2023-10-27,-4.264186,-4.104307,-4.291986,-4.307501,-4.325976,-4.357561,-4.399866,-4.291766
2023-10-30,-4.475071,-4.264186,-4.319438,-4.353368,-4.351068,-4.262873,-4.314112,-4.289664
2023-10-31,-4.510604,-4.475071,-4.433227,-4.452070,-4.447745,-4.323616,-4.366859,-4.393136
2023-11-01,-4.454972,-4.510604,-4.431102,-4.462188,-4.484740,-4.454444,-4.475128,-4.417669
2023-11-02,-4.697845,-4.454972,-4.439804,-4.432688,-4.469660,-4.488166,-4.501321,-4.421875
2023-11-03,-4.190053,-4.697845,-4.580610,-4.578817,-4.587734,-4.589248,-4.576976,-4.523062
2023-11-06,-4.639768,-4.190053,-4.377900,-4.352618,-4.369237,-4.424102,-4.457543,-4.374769
2023-11-07,-4.753126,-4.639768,-4.507300,-4.557335,-4.541379,-4.508554,-4.506624,-4.463574
2023-11-08,-4.908413,-4.753126,-4.662811,-4.623258,-4.630659,-4.608784,-4.599207,-4.628043
2023-11-09,-4.588709,-4.908413,-4.701431,-4.722177,-4.735703,-4.773600,-4.748022,-4.698203
2023-11-10,-4.921968,-4.588709,-4.640185,-4.575658,-4.614102,-4.721988,-4.702580,-4.646867
2023-11-13,-5.030550,-4.921968,-4.767642,-4.769677,-4.757304,-4.777073,-4.746999,-4.739277
2023-11-14,-4.906249,-5.030550,-4.893258,-4.845836,-4.845318,-4.830026,-4.818286,-4.829954
2023-11-15,-5.010249,-4.906249,-4.817605,-4.804225,-4.815341,-4.849733,-4.842526,-4.843839
2023-11-16,-4.746424,-5.010249,-4.897406,-4.858357,-4.869363,-4.861967,-4.857647,-4.868776
2023-11-17,-4.904330,-4.746424,-4.793564,-4.755322,-4.758132,-4.807805,-4.789794,-4.844731
2023-11-20,-5.050335,-4.904330,-4.813918,-4.824885,-4.813801,-4.813755,-4.788012,-4.847909
2023-11-21,-5.121862,-5.050335,-4.917932,-4.895624,-4.896796,-4.842561,-4.830709,-4.910928
2023-11-22,-4.758367,-5.121862,-4.949356,-4.944567,-4.956091,-4.886288,-4.901457,-4.942553
2023-11-24,-5.502282,-4.758367,-4.807392,-4.772146,-4.800367,-4.840435,-4.837109,-4.870342
2023-11-27,-5.111829,-5.502282,-5.138396,-5.150967,-5.133081,-4.910677,-4.955263,-4.992706
2023-11-28,-5.227049,-5.111829,-5.067804,-4.999970,-5.021518,-4.914007,-4.964803,-4.972271
2023-11-29,-5.177046,-5.227049,-5.037535,-5.069825,-5.069053,-4.933772,-5.005557,-4.978996
2023-11-30,-4.792368,-5.177046,-5.118071,-5.057615,-5.059644,-4.919920,-4.973444,-4.992499
2023-12-01,-4.860625,-4.792368,-4.868960,-4.894001,-4.874807,-4.867377,-4.880172,-4.952544
2023-12-04,-4.907376,-4.860625,-4.850060,-4.881813,-4.864582,-4.828872,-4.808455,-4.918729
2023-12-05,-4.318768,-4.907376,-4.863395,-4.890680,-4.875966,-4.810373,-4.786542,-4.907984
2023-12-06,-4.835444,-4.318768,-4.528181,-4.570694,-4.586259,-4.622060,-4.620350,-4.707500
2023-12-07,-4.992279,-4.835444,-4.695241,-4.776053,-4.764222,-4.673700,-4.638744,-4.751626
2023-12-08,-4.988732,-4.992279,-4.846342,-4.859898,-4.867410,-4.763507,-4.737652,-4.824095
2023-12-11,-5.062213,-4.988732,-4.812184,-4.868838,-4.893713,-4.852696,-4.845459,-4.836878
2023-12-12,-5.034624,-5.062213,-4.924412,-4.912898,-4.942687,-4.877469,-4.884440,-4.862754
2023-12-13,-4.750276,-5.034624,-4.944483,-4.951950,-4.946049,-4.881220,-4.892246,-4.906029
2023-12-14,-4.716662,-4.750276,-4.800144,-4.820852,-4.813029,-4.827846,-4.817295,-4.840476
2023-12-15,-4.905662,-4.716662,-4.742987,-4.785319,-4.765964,-4.766433,-4.735740,-4.825810
2023-12-18,-4.885436,-4.905662,-4.813958,-4.861787,-4.838776,-4.776492,-4.752207,-4.859023
2023-12-19,-5.094502,-4.885436,-4.800624,-4.840082,-4.842235,-4.804759,-4.789970,-4.862766
2023-12-20,-4.970048,-5.094502,-4.905056,-4.936763,-4.947415,-4.864266,-4.876087,-4.914085
2023-12-21,-4.742429,-4.970048,-4.903948,-4.897941,-4.914107,-4.867255,-4.884033,-4.909923
2023-12-22,-5.223186,-4.742429,-4.775100,-4.798955,-4.801136,-4.816157,-4.804456,-4.832688
2023-12-26,-5.343213,-5.223186,-4.993787,-5.028770,-5.009398,-4.869994,-4.887758,-4.940008
2023-12-27,-4.984318,-5.343213,-5.114422,-5.116133,-5.115435,-4.918967,-5.001228,-5.016088
2023-12-28,-5.174752,-4.984318,-4.950402,-4.950415,-4.977258,-4.912028,-4.982451,-4.968067
2023-12-29,-5.280186,-5.174752,-5.046306,-5.047008,-5.047224,-4.915165,-4.974451,-4.986834
2024-01-02,-4.412468,-5.280186,-5.132278,-5.129153,-5.114577,-4.922453,-5.002968,-5.034020
2024-01-03,-4.794869,-4.412468,-4.683205,-4.693501,-4.711002,-4.760600,-4.770720,-4.845218
2024-01-04,-4.666626,-4.794869,-4.745265,-4.821455,-4.802446,-4.745024,-4.694683,-4.807506
2024-01-05,-4.507004,-4.666626,-4.725252,-4.743706,-4.741467,-4.662117,-4.644030,-4.759161
2024-01-08,-4.598625,-4.507004,-4.530163,-4.626693,-4.643582,-4.622803,-4.596373,-4.638259
2024-01-09,-4.730401,-4.598625,-4.589462,-4.622623,-4.656824,-4.591428,-4.569110,-4.639468
2024-01-10,-4.789721,-4.730401,-4.648189,-4.700208,-4.714658,-4.647121,-4.625646,-4.675645
2024-01-11,-4.428851,-4.789721,-4.685393,-4.724529,-4.753578,-4.722045,-4.695641,-4.698965
2024-01-12,-5.037349,-4.428851,-4.534204,-4.548312,-4.586892,-4.610378,-4.592004,-4.584463
2024-01-16,-4.512725,-5.037349,-4.790734,-4.847841,-4.844281,-4.748273,-4.724314,-4.749974
2024-01-17,-4.747904,-4.512725,-4.631328,-4.611463,-4.642664,-4.663818,-4.651793,-4.680305
2024-01-18,-4.566597,-4.747904,-4.634968,-4.715130,-4.717477,-4.718990,-4.675711,-4.648950
2024-01-19,-4.848564,-4.566597,-4.640840,-4.621884,-4.639620,-4.623076,-4.605509,-4.665634
2024-01-22,-4.531619,-4.848564,-4.690821,-4.770766,-4.756406,-4.727588,-4.705842,-4.709989
2024-01-23,-5.223170,-4.531619,-4.608677,-4.598776,-4.626576,-4.641898,-4.630929,-4.639629
2024-01-24,-4.861473,-5.223170,-4.879527,-4.946081,-4.937214,-4.832345,-4.847885,-4.849351
2024-01-25,-4.722425,-4.861473,-4.852136,-4.797468,-4.832932,-4.837091,-4.856414,-4.827384
2024-01-26,-4.939553,-4.722425,-4.708316,-4.747279,-4.754786,-4.800370,-4.779673,-4.742363
2024-01-29,-4.675485,-4.939553,-4.856925,-4.845152,-4.842480,-4.806238,-4.794075,-4.806761
2024-01-30,-4.605318,-4.675485,-4.717512,-4.736697,-4.731942,-4.747001,-4.731155,-4.777520
2024-01-31,-4.426333,-4.605318,-4.626125,-4.662521,-4.673565,-4.684797,-4.650852,-4.683837
2024-02-01,-4.658010,-4.426333,-4.539455,-4.550347,-4.566108,-4.534219,-4.525657,-4.601411
2024-02-02,-4.062286,-4.658010,-4.584130,-4.642318,-4.646344,-4.581713,-4.572805,-4.611463
2024-02-05,-4.360758,-4.062286,-4.318255,-4.324296,-4.365039,-4.322821,-4.347638,-4.374196
2024-02-06,-4.754361,-4.360758,-4.341341,-4.429327,-4.439269,-4.306901,-4.333797,-4.327878
2024-02-07,-4.869705,-4.754361,-4.592304,-4.609904,-4.632296,-4.503624,-4.558903,-4.551140
2024-02-08,-5.080555,-4.869705,-4.663939,-4.692111,-4.732896,-4.728304,-4.732979,-4.652811
2024-02-09,-5.130639,-5.080555,-4.843703,-4.814981,-4.870046,-4.855030,-4.874159,-4.748190
2024-02-12,-4.979472,-5.130639,-4.961421,-4.910260,-4.938917,-4.899528,-4.951280,-4.856943
2024-02-13,-4.777463,-4.979472,-4.920242,-4.886490,-4.895607,-4.891142,-4.930662,-4.837792
2024-02-14,-4.750982,-4.777463,-4.820504,-4.800007,-4.796884,-4.827937,-4.823065,-4.824926
2024-02-15,-4.482357,-4.750982,-4.768661,-4.779185,-4.762585,-4.771062,-4.744477,-4.822184
2024-02-16,-4.469275,-4.482357,-4.603965,-4.622375,-4.618997,-4.623053,-4.602014,-4.695742
2024-02-20,-4.577037,-4.469275,-4.521006,-4.573556,-4.573028,-4.530267,-4.516694,-4.594065
2024-02-21,-5.042214,-4.577037,-4.556060,-4.594448,-4.603846,-4.532922,-4.538510,-4.598546
2024-02-22,-5.009192,-5.042214,-4.774060,-4.816084,-4.827446,-4.762773,-4.767989,-4.810379
2024-02-23,-4.936102,-5.009192,-4.847913,-4.822242,-4.866770,-4.852922,-4.869640,-4.851934
2024-02-26,-5.024062,-4.936102,-4.838398,-4.818505,-4.853352,-4.862820,-4.873594,-4.835570
2024-02-27,-4.441185,-5.024062,-4.922236,-4.894716,-4.901108,-4.871969,-4.886357,-4.864995
2024-02-28,-4.875928,-4.441185,-4.642604,-4.629354,-4.631365,-4.673202,-4.664380,-4.694518
2024-02-29,-4.670717,-4.875928,-4.744103,-4.807553,-4.781139,-4.745151,-4.708189,-4.755497
2024-03-01,-4.762197,-4.670717,-4.709065,-4.695874,-4.705012,-4.697957,-4.687491,-4.754066
2024-03-04,-4.525218,-4.762197,-4.665425,-4.724313,-4.733664,-4.739369,-4.708542,-4.737053
2024-03-05,-4.650248,-4.525218,-4.607908,-4.588861,-4.621171,-4.628265,-4.612743,-4.650726
2024-03-06,-4.533796,-4.650248,-4.605056,-4.656778,-4.653776,-4.638777,-4.613460,-4.649333
2024-03-07,-4.535580,-4.533796,-4.571379,-4.585848,-4.597728,-4.581067,-4.576429,-4.583749
2024-03-08,-4.247900,-4.535580,-4.527660,-4.578445,-4.582619,-4.565489,-4.555854,-4.562951
2024-03-11,-4.604093,-4.247900,-4.395191,-4.416332,-4.432890,-4.384727,-4.413720,-4.399122
2024-03-12,-4.303814,-4.604093,-4.504151,-4.574570,-4.565460,-4.489715,-4.502149,-4.499118
2024-03-13,-4.819543,-4.303814,-4.409759,-4.416237,-4.440244,-4.391821,-4.438043,-4.416548
2024-03-14,-4.473920,-4.819543,-4.590403,-4.656464,-4.662949,-4.625628,-4.617321,-4.590872
2024-03-15,-4.681642,-4.473920,-4.545027,-4.500297,-4.542330,-4.565929,-4.577148,-4.557211
2024-03-18,-4.408464,-4.681642,-4.569843,-4.618172,-4.622995,-4.647237,-4.618124,-4.571840
2024-03-19,-4.717772,-4.408464,-4.519719,-4.484517,-4.506067,-4.513360,-4.523554,-4.501719
2024-03-20,-4.676439,-4.717772,-4.589779,-4.647078,-4.631160,-4.624525,-4.606069,-4.599980
2024-03-21,-4.284583,-4.676439,-4.640130,-4.621053,-4.636815,-4.655655,-4.648870,-4.629407
2024-03-22,-4.631412,-4.284583,-4.418946,-4.437463,-4.451269,-4.479131,-4.484204,-4.447578
2024-03-25,-4.809462,-4.631412,-4.552043,-4.581437,-4.581579,-4.592774,-4.537655,-4.523467
2024-03-26,-5.032013,-4.809462,-4.683338,-4.683617,-4.690195,-4.591857,-4.651428,-4.686783
2024-03-27,-4.634650,-5.032013,-4.793338,-4.801056,-4.829692,-4.573714,-4.810949,-4.791178
2024-03-28,-4.954622,-4.634650,-4.689141,-4.624351,-4.678193,-4.598707,-4.756026,-4.714889
2024-04-01,-5.236860,-4.954622,-4.803515,-4.810028,-4.808796,-4.569545,-4.790353,-4.791900
2024-04-02,-5.057593,-5.236860,-5.013190,-4.974177,-4.977371,-4.563345,-4.903862,-4.913448
2024-04-03,-4.743579,-5.057593,-4.942775,-4.915091,-4.940210,-4.572906,-4.949526,-4.946124
2024-04-04,-4.668432,-4.743579,-4.805331,-4.760810,-4.791595,-4.584996,-4.850123,-4.838614
2024-04-05,-5.037232,-4.668432,-4.736188,-4.731807,-4.722522,-4.589555,-4.726357,-4.789885
2024-04-08,-5.291184,-5.037232,-4.868716,-4.899791,-4.880318,-4.569242,-4.790946,-4.889346
2024-04-09,-4.469718,-5.291184,-5.021659,-5.018236,-5.039022,-4.561079,-4.939410,-5.003563
2024-04-10,-4.552451,-4.469718,-4.670678,-4.623583,-4.684272,-4.605720,-4.786969,-4.777712
2024-04-11,-4.528435,-4.552451,-4.613030,-4.648151,-4.647938,-4.590746,-4.639729,-4.639379
2024-04-12,-4.262087,-4.528435,-4.612940,-4.628232,-4.611727,-4.606929,-4.548423,-4.627087
2024-04-15,-4.187808,-4.262087,-4.380107,-4.461395,-4.463205,-4.623468,-4.448666,-4.425550
2024-04-16,-4.091516,-4.187808,-4.302534,-4.352326,-4.381972,-4.625888,-4.337504,-4.319518
2024-04-17,-4.550184,-4.091516,-4.226852,-4.283319,-4.300564,-4.635805,-4.240107,-4.238516
2024-04-18,-4.720628,-4.550184,-4.399249,-4.482165,-4.491965,-4.604143,-4.388604,-4.357428
2024-04-19,-4.691420,-4.720628,-4.556313,-4.571006,-4.611605,-4.600019,-4.574526,-4.544301
2024-04-22,-4.691265,-4.691420,-4.581610,-4.586626,-4.632204,-4.596438,-4.664962,-4.578278
2024-04-23,-4.699454,-4.691265,-4.639373,-4.620028,-4.645548,-4.593064,-4.678397,-4.591374
2024-04-24,-4.461533,-4.699454,-4.662990,-4.666426,-4.657704,-4.593019,-4.677609,-4.627800
