date,MKT,TB,TS,DEF,INF,VIX,DXY_RET
2020-12-30,0.0013383725622961435,0.08,0.8500000000000001,0.9099999999999997,1.92,3.1254439001794543,-0.004221807285787693
2020-12-31,0.006435274094348417,0.09,0.8400000000000001,0.8799999999999999,1.95,3.1245651453969594,0.0034587213822150353
2021-01-01,-3.5714285714285714e-06,0.09,0.8400000000000001,0.8799999999999999,1.95,3.1245651453969594,0.0
2021-01-04,-0.01475839894962249,0.09,0.8400000000000001,0.8400000000000003,1.98,3.294725111692035,-0.0006671690722642731
2021-01-05,0.007079023728977848,0.09,0.87,0.9100000000000001,2.01,3.2323841809146145,-0.004895358538687389
2021-01-06,0.005706271319180786,0.09,0.9500000000000001,0.9500000000000002,2.04,3.221671899997255,0.0010062202083411798
2021-01-07,0.01484383237152976,0.09,0.9900000000000001,0.8500000000000001,2.09,3.107720813018059,0.0033508662554253554
2021-01-08,0.005488688082094308,0.08,1.0499999999999998,0.8399999999999999,2.07,3.0708397212700347,0.00300563995951153
2021-01-11,-0.006557925501767079,0.08,1.0699999999999998,0.8199999999999998,2.04,3.181381617272267,0.0048834899984224744
2021-01-12,0.00041221701806127474,0.09,1.0599999999999998,0.81,2.06,3.149740082763131,-0.005411948959738733
2021-01-13,0.002272070309335191,0.09,1.01,0.7999999999999998,2.04,3.100542596684933,0.0029982968785822184
2021-01-14,-0.0037570226229081054,0.09,1.0599999999999998,0.73,2.09,3.1463051320333655,-0.0008857598685230172
2021-01-15,-0.007193599403942367,0.09,1.02,0.7800000000000002,2.09,3.1921210938283986,0.005984052840322107
2021-01-18,-3.5714285714285714e-06,0.09,1.02,0.7800000000000002,2.09,3.1921210938283986,0.0
2021-01-19,0.008132808086953054,0.09,1.01,0.77,2.12,3.1458749221350946,-0.00308436641398957
2021-01-20,0.013932450818771659,0.08,1.02,0.7599999999999998,2.15,3.071766956294588,-0.0003314782242748171
2021-01-21,0.0003131518789808516,0.09,1.03,0.7100000000000004,2.18,3.0596455849835826,-0.0037581956747818612
2021-01-22,-0.0030137862584122413,0.08,1.02,0.7300000000000004,2.16,3.0869431466430717,0.0012204661456083343
2021-01-25,0.0036122675145110546,0.09,0.9600000000000001,0.71,2.15,3.1437211742970916,0.0016622509910224625
2021-01-26,-0.0014916115246760104,0.07,0.98,0.7399999999999998,2.15,3.136363423179213,-0.0024339110763210714
2021-01-27,-0.025681058302636603,0.08,0.9600000000000001,0.7800000000000002,2.15,3.616577517754195,0.005323315589230049
2021-01-28,0.009757848197851988,0.07,1.0,0.7600000000000002,2.18,3.40817296509314,-0.0020960004214892747
2021-01-29,-0.019313856125505544,0.06,1.05,0.77,2.21,3.49923112654482,0.0013265835484916888
2021-02-01,0.016048989836661604,0.07,1.02,0.75,2.18,3.4091655437424886,0.004857527082328561
