date,actual,narx
2023-09-05,-4.871556,-4.760948
2023-09-06,-4.191124,-4.739425
2023-09-07,-4.105788,-4.606294
2023-09-08,-4.434131,-4.481684
2023-09-11,-4.477272,-4.514366
2023-09-12,-4.128352,-4.542355
2023-09-13,-4.507203,-4.429476
2023-09-14,-4.578171,-4.528169
2023-09-15,-4.973958,-4.610916
2023-09-18,-4.861605,-4.598800
2023-09-19,-4.910938,-4.731735
2023-09-20,-4.505696,-4.742504
2023-09-21,-4.536782,-4.651247
2023-09-22,-4.676145,-4.559190
2023-09-25,-4.603486,-4.637854
2023-09-26,-4.573588,-4.664491
2023-09-27,-4.422248,-4.532451
2023-09-28,-4.291111,-4.564688
2023-09-29,-4.604885,-4.491123
2023-10-02,-4.410261,-4.505706
2023-10-03,-4.495744,-4.519618
2023-10-04,-4.561994,-4.407461
2023-10-05,-4.645138,-4.546585
2023-10-06,-4.591781,-4.519534
2023-10-09,-4.699524,-4.608231
2023-10-10,-4.803920,-4.630857
2023-10-11,-4.710587,-4.671461
2023-10-12,-4.599950,-4.695234
2023-10-13,-4.681222,-4.639953
2023-10-16,-4.646604,-4.607554
2023-10-17,-4.555920,-4.686083
2023-10-18,-4.426943,-4.610899
2023-10-19,-4.225464,-4.490702
2023-10-20,-4.594785,-4.378921
2023-10-23,-4.373162,-4.391558
2023-10-24,-4.576629,-4.429514
2023-10-25,-4.543177,-4.534339
2023-10-26,-4.104307,-4.432191
2023-10-27,-4.264186,-4.323293
2023-10-30,-4.475071,-4.317263
2023-10-31,-4.510604,-4.450265
2023-11-01,-4.454972,-4.485029
2023-11-02,-4.697845,-4.544599
2023-11-03,-4.190053,-4.641587
2023-11-06,-4.639768,-4.516685
2023-11-07,-4.753126,-4.558538
2023-11-08,-4.908413,-4.659526
2023-11-09,-4.588709,-4.700402
2023-11-10,-4.921968,-4.650081
2023-11-13,-5.030550,-4.797391
2023-11-14,-4.906249,-4.779776
2023-11-15,-5.010249,-4.867969
2023-11-16,-4.746424,-4.854361
2023-11-17,-4.904330,-4.828292
2023-11-20,-5.050335,-4.814549
2023-11-21,-5.121862,-4.896204
2023-11-22,-4.758367,-4.899402
2023-11-24,-5.502282,-4.864140
2023-11-27,-5.111829,-4.954172
2023-11-28,-5.227049,-4.953460
2023-11-29,-5.177046,-4.944800
2023-11-30,-4.792368,-4.969942
2023-12-01,-4.860625,-4.927293
