date,actual,enn,jnn
2023-01-06,-3.873386,-4.318186,-4.117218
2023-01-09,-4.451607,-4.308733,-4.006358
2023-01-10,-4.142225,-4.329677,-4.284856
2023-01-11,-4.426318,-4.318857,-4.178628
2023-01-12,-3.883984,-4.329592,-4.346665
2023-01-13,-4.698504,-4.309901,-4.052907
2023-01-17,-4.191503,-4.342164,-4.477328
2023-01-18,-4.348665,-4.321735,-4.276050
2023-01-19,-4.234413,-4.326037,-4.335354
2023-01-20,-4.496131,-4.322044,-4.239054
2023-01-23,-4.295242,-4.333467,-4.411567
2023-01-24,-4.369955,-4.325262,-4.329131
2023-01-25,-4.241924,-4.327620,-4.356863
2023-01-26,-4.314743,-4.322402,-4.261472
2023-01-27,-4.376705,-4.324955,-4.285244
2023-01-30,-4.349423,-4.328160,-4.334497
2023-01-31,-4.237340,-4.327146,-4.342375
2023-02-01,-3.946226,-4.322075,-4.262531
2023-02-02,-4.207069,-4.306913,-4.075223
2023-02-03,-3.616971,-4.315106,-4.134698
2023-02-06,-4.268379,-4.298674,-3.973219
2023-02-07,-3.954759,-4.316293,-4.133983
2023-02-08,-4.266057,-4.307519,-4.051406
2023-02-09,-4.314705,-4.317568,-4.165477
2023-02-10,-4.422898,-4.321150,-4.222389
2023-02-13,-4.679501,-4.326228,-4.340301
2023-02-14,-4.149080,-4.339626,-4.577473
2023-02-15,-4.317420,-4.315605,-4.314473
2023-02-16,-4.416322,-4.320398,-4.286829
2023-02-17,-4.423652,-4.325978,-4.318752
2023-02-21,-4.661120,-4.326687,-4.387348
2023-02-22,-4.288790,-4.338610,-4.586870
2023-02-23,-4.479335,-4.321387,-4.409674
2023-02-24,-4.675693,-4.328591,-4.452436
2023-02-27,-4.764465,-4.339696,-4.591505
2023-02-28,-4.923890,-4.345142,-4.750970
2023-03-01,-4.455407,-4.353860,-4.858230
2023-03-02,-4.629959,-4.329777,-4.659036
2023-03-03,-4.600824,-4.336753,-4.670017
2023-03-06,-4.388197,-4.336342,-4.633121
2023-03-07,-4.193089,-4.321623,-4.492399
2023-03-08,-4.557330,-4.312194,-4.271380
2023-03-09,-4.397265,-4.328292,-4.438601
2023-03-10,-4.132662,-4.322162,-4.412132
2023-03-13,-3.889474,-4.309869,-4.227436
2023-03-14,-4.101203,-4.300718,-4.029785
2023-03-15,-4.151887,-4.306798,-4.078016
2023-03-16,-4.418110,-4.309676,-4.116657
2023-03-17,-4.228743,-4.321371,-4.295750
2023-03-20,-4.422043,-4.314069,-4.241980
2023-03-21,-4.686725,-4.321779,-4.354936
2023-03-22,-4.127116,-4.336170,-4.584937
2023-03-23,-4.358353,-4.310789,-4.293206
2023-03-24,-4.420801,-4.318169,-4.315735
2023-03-27,-4.669960,-4.322449,-4.354630
2023-03-28,-4.769360,-4.335218,-4.592750
2023-03-29,-4.962227,-4.341573,-4.744043
2023-03-30,-4.978251,-4.352079,-4.878694
2023-03-31,-4.962414,-4.353522,-4.908599
2023-04-03,-4.822303,-4.352595,-4.909151
2023-04-04,-4.732625,-4.345081,-4.855676
2023-04-05,-4.627570,-4.339797,-4.798294
2023-04-06,-4.824070,-4.328475,-4.728529
2023-04-10,-4.698555,-4.338829,-4.795135
2023-04-11,-4.914118,-4.332831,-4.764286
2023-04-12,-4.495120,-4.343975,-4.845926
2023-04-13,-4.825988,-4.322213,-4.677065
2023-04-14,-4.549238,-4.338191,-4.784788
2023-04-17,-5.065563,-4.324901,-4.668716
2023-04-18,-4.690548,-4.351395,-4.874460
2023-04-19,-4.917491,-4.333240,-4.787610
2023-04-20,-4.740261,-4.343932,-4.854841
2023-04-21,-4.791443,-4.335400,-4.800122
2023-04-24,-4.863316,-4.337367,-4.810749
2023-04-25,-4.738873,-4.341649,-4.835149
2023-04-26,-4.667666,-4.335055,-4.798503
2023-04-27,-4.861263,-4.330635,-4.752941
2023-04-28,-4.608529,-4.341033,-4.817621
2023-05-01,-4.825571,-4.328055,-4.728999
2023-05-02,-4.757845,-4.338725,-4.802228
2023-05-03,-4.599002,-4.336097,-4.789794
2023-05-04,-4.463287,-4.327037,-4.718160
2023-05-05,-4.386852,-4.319378,-4.586874
2023-05-08,-4.645395,-4.315150,-4.450310
2023-05-09,-5.147866,-4.322894,-4.588400
2023-05-10,-4.594149,-4.351397,-4.856001
2023-05-11,-4.715759,-4.322952,-4.750690
2023-05-12,-4.903965,-4.327230,-4.763213
2023-05-15,-5.146132,-4.338634,-4.818249
2023-05-16,-5.048370,-4.352092,-4.884770
2023-05-17,-4.800502,-4.347686,-4.878115
2023-05-18,-4.622775,-4.333735,-4.825628
2023-05-19,-4.814924,-4.323063,-4.746645
2023-05-22,-4.911888,-4.333144,-4.790396
2023-05-23,-4.929644,-4.339457,-4.832095
2023-05-24,-4.796348,-4.340650,-4.848330
2023-05-25,-4.664234,-4.333276,-4.816741
2023-05-26,-4.909918,-4.325422,-4.760393
2023-05-30,-4.506132,-4.338583,-4.825164
2023-05-31,-4.345500,-4.317486,-4.685447
2023-06-01,-4.769240,-4.307570,-4.510929
2023-06-02,-4.498389,-4.329475,-4.659990
2023-06-05,-3.717364,-4.316800,-4.607812
2023-06-06,-4.477767,-4.284619,-4.101703
2023-06-07,-4.598563,-4.310784,-4.270511
2023-06-08,-4.915558,-4.321056,-4.456971
2023-06-09,-4.690330,-4.788995,-4.789096
2023-06-12,-5.055915,-4.726738,-4.760396
2023-06-13,-4.901410,-4.845151,-4.861859
2023-06-14,-4.542420,-4.817889,-4.841484
2023-06-15,-4.999631,-4.646620,-4.709860
2023-06-16,-5.077301,-4.819676,-4.836073
2023-06-20,-4.916949,-4.860863,-4.873474
2023-06-21,-4.788681,-4.822983,-4.849741
2023-06-22,-4.822119,-4.772749,-4.809568
2023-06-23,-4.876759,-4.778220,-4.808554
2023-06-26,-4.819625,-4.799675,-4.823988
2023-06-27,-5.096421,-4.782249,-4.811979
2023-06-28,-4.703660,-4.859991,-4.875646
2023-06-29,-4.976646,-4.744096,-4.787004
2023-06-30,-4.930129,-4.825671,-4.848173
2023-07-03,-5.299263,-4.823771,-4.845130
2023-07-05,-4.764149,-4.896247,-4.908544
2023-07-06,-4.950060,-4.775240,-4.815429
2023-07-07,-4.912954,-4.821527,-4.847361
2023-07-10,-4.562941,-4.817713,-4.840896
2023-07-11,-4.676587,-4.659696,-4.718347
2023-07-12,-4.661247,-4.686639,-4.721341
2023-07-13,-5.027043,-4.679318,-4.708756
2023-07-14,-4.996940,-4.821014,-4.820178
2023-07-17,-5.053129,-4.829744,-4.831492
2023-07-18,-5.015006,-4.841346,-4.841242
2023-07-19,-4.046598,-4.834276,-4.837170
2023-07-20,-4.595635,-4.282108,-4.403738
2023-07-21,-4.775119,-4.520245,-4.521573
2023-07-24,-4.755327,-4.701458,-4.659252
2023-07-25,-5.168517,-4.736878,-4.761114
2023-07-26,-4.546114,-4.855928,-4.846214
2023-07-27,-4.637789,-4.657170,-4.717523
2023-07-28,-4.761511,-4.659821,-4.711314
2023-07-31,-5.008043,-4.723830,-4.740448
2023-08-01,-5.092959,-4.821828,-4.822232
2023-08-02,-4.722949,-4.849649,-4.844538
2023-08-03,-4.710877,-4.742449,-4.779746
2023-08-04,-3.931071,-4.717004,-4.758378
2023-08-07,-4.377542,-4.167565,-4.259284
2023-08-08,-4.526267,-4.307883,-4.279653
2023-08-09,-4.588048,-4.483323,-4.392755
2023-08-10,-4.567265,-4.599695,-4.597319
2023-08-11,-4.695315,-4.607673,-4.635778
2023-08-14,-4.749663,-4.677155,-4.680471
2023-08-15,-4.938892,-4.718437,-4.717004
2023-08-16,-4.643613,-4.791718,-4.770509
2023-08-17,-4.436068,-4.690818,-4.714540
2023-08-18,-4.681993,-4.536901,-4.605584
2023-08-21,-4.751814,-4.650247,-4.652078
2023-08-22,-4.865817,-4.714502,-4.703806
2023-08-23,-4.920323,-4.769394,-4.756842
2023-08-24,-4.729648,-4.792591,-4.774263
2023-08-25,-4.353502,-4.729246,-4.740015
2023-08-28,-4.795275,-4.488054,-4.573529
2023-08-29,-4.675856,-4.697090,-4.685901
2023-08-30,-4.617992,-4.689190,-4.686533
2023-08-31,-4.825037,-4.655160,-4.684677
2023-09-01,-4.855851,-4.743683,-4.735438
2023-09-05,-4.871556,-4.770143,-4.757342
2023-09-06,-4.191124,-4.777843,-4.766832
2023-09-07,-4.105788,-4.377424,-4.491182
2023-09-08,-4.434131,-4.177315,-4.247922
2023-09-11,-4.477272,-4.360505,-4.275994
2023-09-12,-4.128352,-4.475912,-4.406216
2023-09-13,-4.507203,-4.241686,-4.288805
2023-09-14,-4.578171,-4.446157,-4.410605
2023-09-15,-4.973958,-4.562349,-4.514892
2023-09-18,-4.861605,-4.765241,-4.734453
2023-09-19,-4.910938,-4.757616,-4.744050
2023-09-20,-4.505696,-4.767842,-4.753519
2023-09-21,-4.536782,-4.597287,-4.654046
2023-09-22,-4.676145,-4.570598,-4.621318
2023-09-25,-4.603486,-4.644372,-4.648222
2023-09-26,-4.573588,-4.626530,-4.650222
2023-09-27,-4.422248,-4.603142,-4.638886
2023-09-28,-4.291111,-4.497618,-4.552593
2023-09-29,-4.604885,-4.365255,-4.419647
2023-10-02,-4.410261,-4.550066,-4.521874
2023-10-03,-4.495744,-4.479526,-4.494457
2023-10-04,-4.561994,-4.515077,-4.544979
