date,actual,narx
2024-10-30,-4.687783,-4.680413
2024-10-31,-4.625890,-4.566503
2024-11-01,-4.596409,-4.486423
2024-11-04,-4.593006,-4.515588
2024-11-05,-4.839021,-4.476190
2024-11-06,-3.962682,-4.634614
2024-11-07,-4.222000,-4.513330
2024-11-08,-4.287819,-4.464068
2024-11-11,-4.907193,-4.552719
2024-11-12,-5.036699,-4.735931
2024-11-13,-4.659824,-4.868047
2024-11-14,-4.474837,-4.798862
2024-11-15,-4.496050,-4.686782
2024-11-18,-4.584151,-4.595119
2024-11-19,-4.778107,-4.630025
2024-11-20,-4.534929,-4.711832
2024-11-21,-4.708669,-4.645296
2024-11-22,-4.627794,-4.687260
2024-11-25,-4.698874,-4.735147
2024-11-26,-4.823013,-4.727823
2024-11-27,-5.045163,-4.826660
2024-11-29,-4.982503,-4.891565
2024-12-02,-4.438670,-4.909511
2024-12-03,-4.859312,-4.774455
2024-12-04,-4.725366,-4.836179
2024-12-05,-4.689323,-4.830891
2024-12-06,-4.763271,-4.759894
2024-12-09,-4.719166,-4.862987
2024-12-10,-3.974558,-4.789775
2024-12-11,-4.784206,-4.502730
2024-12-12,-4.651113,-4.758219
2024-12-13,-4.477499,-4.758724
2024-12-16,-4.667321,-4.658776
2024-12-17,-4.897624,-4.738407
2024-12-18,-4.139850,-4.775475
2024-12-19,-4.288722,-4.197401
2024-12-20,-4.153155,-4.274313
2024-12-23,-4.615631,-4.364716
2024-12-24,-5.095889,-4.554377
2024-12-26,-5.068013,-4.853985
2024-12-27,-4.634088,-4.867603
2024-12-30,-4.638582,-4.703916
2024-12-31,-5.095960,-4.646622
