date,AAPL_log_rv,AMZN_log_rv,JPM_log_rv
2018-03-19,-4.385457,-4.040806,-4.484014
2018-03-20,-4.945753,-4.339932,-4.716042
2018-03-21,-4.718048,-4.301212,-4.312496
2018-03-22,-4.242017,-4.233335,-4.105329
2018-03-23,-4.043088,-3.934996,-3.939573
2018-03-26,-4.126555,-3.989646,-4.088357
2018-03-27,-3.946394,-3.720405,-4.029586
2018-03-28,-3.708807,-3.053859,-3.853637
2018-03-29,-4.024743,-3.567032,-4.333392
2018-04-02,-4.085049,-3.586150,-4.105351
2018-04-03,-3.940154,-3.254289,-4.018807
2018-04-04,-4.154974,-3.845323,-4.054892
2018-04-05,-4.354648,-4.134795,-4.247674
2018-04-06,-4.136863,-3.902368,-4.204840
2018-04-09,-4.537418,-4.350792,-4.417489
2018-04-10,-4.417168,-4.250743,-4.228479
2018-04-11,-4.612915,-4.218376,-4.341051
2018-04-12,-4.849561,-4.639088,-4.445168
2018-04-13,-4.664510,-4.472104,-3.955100
2018-04-16,-4.927438,-4.479468,-4.374867
2018-04-17,-5.040906,-4.598955,-4.647353
2018-04-18,-4.928024,-4.532816,-4.668288
2018-04-19,-4.717712,-4.218261,-4.570115
2018-04-20,-4.429609,-4.391948,-4.522716
2018-04-23,-4.663675,-4.298948,-4.703475
2018-04-24,-4.043368,-3.644897,-4.183957
2018-04-25,-4.334831,-3.598983,-4.251290
2018-04-26,-4.554871,-4.247673,-4.668142
2018-04-27,-4.264068,-3.682160,-4.891077
2018-04-30,-4.101289,-4.173464,-4.666599
2018-05-01,-4.315908,-4.295815,-4.566196
2018-05-02,-4.380230,-4.433820,-4.624870
2018-05-03,-4.340491,-4.350346,-4.219485
2018-05-04,-4.468259,-4.815955,-4.602831
2018-05-07,-4.511379,-4.643543,-4.936239
2018-05-08,-4.694410,-4.802575,-4.650718
2018-05-09,-4.921945,-4.849920,-4.557244
2018-05-10,-4.798430,-5.092958,-4.767587
2018-05-11,-4.763528,-5.161933,-4.960064
2018-05-14,-4.957713,-5.226311,-5.097112
2018-05-15,-4.934508,-4.652491,-4.504810
2018-05-16,-4.816205,-4.796578,-5.029638
2018-05-17,-4.804386,-4.846983,-4.912745
2018-05-18,-4.827119,-4.956874,-4.700064
2018-05-21,-4.879045,-4.967549,-5.116817
2018-05-22,-5.047210,-4.978612,-4.855276
2018-05-23,-4.903965,-4.740007,-4.587877
2018-05-24,-4.788603,-4.750955,-4.515335
2018-05-25,-5.053649,-5.155601,-4.858533
2018-05-29,-4.862814,-4.412705,-4.200207
2018-05-30,-5.107018,-5.216230,-4.529107
2018-05-31,-4.722266,-4.903869,-4.366592
2018-06-01,-5.250287,-5.081885,-4.755455
2018-06-04,-4.852536,-5.260528,-5.135476
2018-06-05,-4.885838,-4.719365,-4.762130
2018-06-06,-4.905815,-4.346638,-4.869207
2018-06-07,-4.855591,-4.665489,-4.422348
2018-06-08,-4.879779,-5.024919,-4.923999
2018-06-11,-5.245535,-5.113632,-4.791400
2018-06-12,-5.210856,-5.336768,-4.913675
2018-06-13,-4.794310,-4.870133,-4.414734
2018-06-14,-4.990543,-5.234401,-4.337586
2018-06-15,-4.853089,-5.328598,-4.548011
2018-06-18,-5.106400,-4.945599,-4.892880
2018-06-19,-4.786983,-4.800255,-4.951478
2018-06-20,-4.954696,-4.892063,-4.895353
2018-06-21,-4.583286,-4.064883,-4.684984
2018-06-22,-4.928368,-4.762829,-4.757074
2018-06-25,-4.370305,-3.886538,-4.412134
2018-06-26,-4.663879,-4.378409,-4.377107
2018-06-27,-4.535766,-4.218288,-4.379498
2018-06-28,-4.816987,-4.232922,-4.296031
2018-06-29,-4.133228,-4.674603,-4.318555
2018-07-02,-4.649503,-4.455765,-4.481698
2018-07-03,-4.805275,-4.795954,-4.981232
2018-07-05,-4.860975,-4.514671,-4.666028
2018-07-06,-4.943330,-4.995739,-4.981324
2018-07-09,-5.059170,-4.828339,-4.743006
2018-07-10,-5.192957,-4.894761,-4.898196
2018-07-11,-5.000207,-4.995798,-4.878113
2018-07-12,-5.154884,-4.725893,-4.666256
2018-07-13,-5.361085,-4.681359,-4.107706
2018-07-16,-5.246555,-4.506556,-4.717512
2018-07-17,-5.035988,-4.334904,-4.441324
2018-07-18,-5.167770,-4.700201,-4.816975
2018-07-19,-5.009566,-4.600728,-4.629981
2018-07-20,-4.929303,-5.031514,-4.833690
2018-07-23,-5.067630,-3.939810,-4.568529
2018-07-24,-4.957554,-4.581415,-4.561058
2018-07-25,-5.038028,-4.808222,-4.672837
2018-07-26,-5.136814,-4.596921,-4.827281
2018-07-27,-4.462078,-3.919767,-4.840448
2018-07-30,-4.812847,-3.763349,-4.642384
2018-07-31,-4.582906,-4.118375,-4.576677
2018-08-01,-4.362113,-4.483966,-4.486835
2018-08-02,-4.331076,-4.716045,-4.839611
2018-08-03,-4.773082,-5.029807,-5.181516
2018-08-06,-4.844918,-4.699504,-5.147461
2018-08-07,-4.877267,-4.813178,-5.051098
2018-08-08,-4.773680,-4.770118,-5.319145
2018-08-09,-4.977668,-4.691019,-5.149677
2018-08-10,-4.841473,-4.921649,-4.603006
2018-08-13,-4.719782,-4.527217,-4.591682
2018-08-14,-4.968505,-4.716698,-4.788124
2018-08-15,-4.810174,-4.208729,-4.660223
2018-08-16,-5.067312,-4.800634,-5.040363
2018-08-17,-4.683313,-4.551616,-5.056596
2018-08-20,-4.565033,-4.596205,-5.215680
2018-08-21,-4.728812,-5.037146,-5.023132
2018-08-22,-4.823097,-5.017350,-5.365396
2018-08-23,-4.916761,-4.875824,-5.189425
2018-08-24,-5.062941,-5.179566,-5.127991
2018-08-27,-5.030310,-5.341264,-4.993698
2018-08-28,-5.196987,-4.862722,-5.281853
2018-08-29,-5.076010,-4.716133,-5.033634
2018-08-30,-4.190053,-4.259710,-4.931452
2018-08-31,-4.506003,-4.927678,-4.929514
2018-09-04,-4.540638,-4.340791,-4.977888
2018-09-05,-4.283438,-4.231952,-4.862420
2018-09-06,-4.229733,-3.982586,-4.904730
2018-09-07,-4.177652,-4.292482,-4.904103
2018-09-10,-4.404336,-4.416815,-5.163698
2018-09-11,-4.384488,-4.443594,-5.175083
2018-09-12,-3.868171,-4.246288,-4.821299
2018-09-13,-4.419367,-4.817410,-4.540897
2018-09-14,-4.390335,-4.777310,-5.340639
2018-09-17,-4.291460,-3.963610,-5.175857
2018-09-18,-4.453535,-4.680888,-5.250109
2018-09-19,-4.464708,-4.323275,-4.702442
2018-09-20,-4.534358,-4.658377,-4.937245
2018-09-21,-4.666252,-4.649971,-4.994201
2018-09-24,-4.655272,-4.237597,-4.787484
2018-09-25,-4.723187,-4.488110,-4.997669
2018-09-26,-4.497873,-4.437139,-4.849176
2018-09-27,-4.847930,-4.963590,-4.637010
2018-09-28,-5.028705,-4.541215,-4.852042
2018-10-01,-4.980981,-4.901965,-4.923885
2018-10-02,-4.626894,-4.244009,-4.786154
2018-10-03,-4.828444,-4.415351,-4.633958
2018-10-04,-4.251366,-4.253515,-4.368685
2018-10-05,-4.256594,-3.975456,-4.602326
2018-10-08,-4.214147,-3.822973,-4.400609
2018-10-09,-4.274684,-3.957433,-4.664320
2018-10-10,-3.929674,-3.615626,-4.220587
2018-10-11,-3.391034,-3.058591,-3.771529
2018-10-12,-3.909030,-3.710038,-3.790745
2018-10-15,-4.167498,-3.791766,-4.095924
2018-10-16,-4.446958,-4.251024,-4.437302
2018-10-17,-4.127615,-3.797245,-4.232180
2018-10-18,-4.216057,-4.037069,-4.313952
2018-10-19,-4.286507,-4.033324,-4.326989
2018-10-22,-4.237103,-3.820033,-4.508075
2018-10-23,-4.123187,-3.832793,-4.196409
2018-10-24,-3.881009,-3.765270,-4.298309
2018-10-25,-4.350523,-3.879488,-4.271487
2018-10-26,-3.796170,-3.339640,-3.999934
2018-10-29,-3.643921,-3.296812,-3.961588
2018-10-30,-3.746532,-3.119884,-4.163665
2018-10-31,-4.392338,-3.662090,-4.451539
2018-11-01,-4.258114,-3.741330,-4.461730
2018-11-02,-3.625975,-3.797673,-4.207889
2018-11-05,-4.165947,-3.872890,-4.950658
2018-11-06,-4.469991,-4.135585,-4.613967
2018-11-07,-4.678718,-4.124196,-4.341569
2018-11-08,-4.457974,-3.665827,-4.664471
2018-11-09,-4.655214,-4.289340,-4.624821
2018-11-12,-4.164096,-3.711051,-4.390810
2018-11-13,-3.769943,-3.527572,-4.385508
2018-11-14,-3.897786,-3.779186,-4.133604
2018-11-15,-4.025350,-3.544250,-4.120549
2018-11-16,-4.098814,-3.807695,-4.602634
2018-11-19,-4.234572,-3.598047,-4.353416
2018-11-20,-3.656602,-3.208827,-4.160577
2018-11-21,-4.286525,-4.089983,-4.576931
2018-11-23,-4.678296,-4.595157,-4.916552
2018-11-26,-4.084664,-3.945761,-4.619029
2018-11-27,-4.096733,-3.851663,-4.519015
2018-11-28,-4.153699,-3.964054,-4.475552
2018-11-29,-4.225905,-4.068812,-4.691611
2018-11-30,-4.577323,-4.452172,-4.760618
2018-12-03,-4.411954,-4.145516,-4.474990
2018-12-04,-4.252393,-3.630393,-4.149748
2018-12-06,-3.950209,-3.405008,-3.932238
2018-12-07,-3.976789,-3.495846,-3.885538
2018-12-10,-3.691759,-3.304520,-3.886409
2018-12-11,-4.005654,-3.692969,-4.229840
2018-12-12,-4.322614,-4.040164,-4.160997
2018-12-13,-4.171240,-4.026675,-4.369776
2018-12-14,-4.293994,-4.173087,-4.137953
2018-12-17,-4.201988,-3.533507,-4.208701
2018-12-18,-4.143516,-3.666725,-4.128770
2018-12-19,-3.574990,-3.032311,-3.627569
2018-12-20,-3.762450,-3.344056,-3.805753
2018-12-21,-3.683057,-3.283169,-3.939514
2018-12-24,-3.836407,-3.180037,-3.911317
2018-12-26,-3.725006,-3.404584,-3.889085
2018-12-27,-3.617504,-3.368994,-3.758552
2018-12-28,-3.975074,-3.787700,-4.093220
2018-12-31,-4.230441,-3.856443,-4.175087
2019-01-02,-4.145818,-3.726775,-4.180202
2019-01-03,-3.766027,-3.667141,-4.035872
2019-01-04,-4.031114,-3.882525,-4.226575
2019-01-07,-3.975372,-3.989378,-4.357981
2019-01-08,-4.325617,-3.868800,-4.338262
2019-01-09,-3.992442,-3.935877,-4.533667
2019-01-10,-4.352707,-4.236073,-4.449944
2019-01-11,-4.597448,-4.423653,-4.919925
2019-01-14,-4.634282,-4.299694,-4.427754
2019-01-15,-4.427058,-4.315748,-3.939311
2019-01-16,-4.641907,-4.485787,-4.351223
2019-01-17,-4.153316,-4.562924,-4.539108
2019-01-18,-4.544104,-4.647465,-4.585245
2019-01-22,-4.349858,-4.033085,-4.418347
2019-01-23,-4.468354,-4.155430,-4.609701
2019-01-24,-4.686377,-4.415157,-4.829991
2019-01-25,-4.546436,-4.542600,-4.608157
2019-01-28,-4.297862,-4.350819,-4.726123
2019-01-29,-4.246741,-4.414563,-4.613780
2019-01-30,-4.086512,-4.340539,-4.472161
2019-01-31,-4.302454,-4.058010,-4.661004
2019-02-01,-4.460200,-3.941904,-4.668691
2019-02-04,-4.445204,-4.339751,-4.919973
2019-02-05,-4.554303,-4.576121,-4.901476
2019-02-06,-4.519932,-4.383489,-4.924985
2019-02-07,-4.338659,-4.243226,-4.557921
2019-02-08,-4.739230,-4.408685,-4.608253
2019-02-11,-4.645100,-4.605964,-4.671211
2019-02-12,-4.838567,-4.654969,-5.002843
2019-02-13,-4.785930,-4.795675,-4.922470
2019-02-14,-4.816012,-4.482271,-4.491185
2019-02-15,-4.789130,-4.721767,-4.663064
2019-02-19,-4.991520,-4.876892,-4.737878
2019-02-20,-4.748353,-4.552743,-5.056443
2019-02-21,-4.770719,-4.806437,-4.852501
2019-02-22,-5.044028,-5.262062,-4.973333
2019-02-25,-4.944050,-4.752414,-5.076883
2019-02-26,-4.798356,-4.959647,-4.524402
2019-02-27,-4.900841,-4.858052,-4.817413
2019-02-28,-4.998055,-4.831572,-5.082708
2019-03-01,-4.980483,-4.798893,-4.748972
2019-03-04,-4.432608,-4.215275,-4.536574
2019-03-05,-4.938528,-4.416709,-4.783051
2019-03-06,-4.929190,-4.585664,-4.816452
2019-03-07,-4.685654,-4.575287,-4.623098
2019-03-08,-4.791845,-4.384248,-4.753195
2019-03-11,-5.013187,-4.804230,-5.107006
2019-03-12,-4.634470,-4.509286,-5.042654
2019-03-13,-4.792815,-4.927547,-4.825055
2019-03-14,-4.637501,-4.712228,-4.981148
2019-03-15,-4.787517,-4.671385,-4.481834
2019-03-18,-4.849722,-4.677006,-4.793234
2019-03-19,-4.507141,-4.353735,-4.728566
2019-03-20,-4.396922,-4.316664,-4.562280
2019-03-21,-4.463586,-4.493968,-4.503802
2019-03-22,-4.051885,-4.283081,-4.316145
2019-03-25,-4.025103,-3.955241,-4.267901
2019-03-26,-4.130709,-4.515181,-4.572150
2019-03-27,-4.330632,-4.266416,-4.565665
2019-03-28,-4.765617,-4.597795,-4.877273
2019-03-29,-5.005470,-4.969525,-4.539935
2019-04-01,-4.584785,-4.981061,-4.568467
2019-04-02,-4.785179,-4.958432,-4.729729
2019-04-03,-4.644956,-4.991457,-4.800994
2019-04-04,-4.773213,-4.808304,-4.807324
2019-04-05,-5.463523,-5.247139,-4.712651
2019-04-08,-4.847214,-5.148792,-4.939017
2019-04-09,-4.491574,-5.034812,-4.829005
2019-04-10,-4.768996,-4.855335,-4.888156
2019-04-11,-5.012370,-5.285867,-4.748468
2019-04-12,-4.705810,-5.318790,-3.982499
2019-04-15,-5.133845,-4.933247,-4.465785
2019-04-16,-4.607717,-5.172075,-4.765658
2019-04-17,-4.629027,-5.007521,-4.353969
2019-04-18,-4.874912,-5.409316,-4.615483
2019-04-22,-5.165473,-5.022000,-5.073539
2019-04-23,-4.968210,-4.783427,-4.842176
2019-04-24,-5.023535,-4.872606,-4.886145
2019-04-25,-4.646689,-4.600328,-4.961388
2019-04-26,-4.718312,-4.176963,-4.783545
2019-04-29,-5.093807,-4.791355,-4.640066
2019-04-30,-4.317016,-4.653801,-4.679305
2019-05-01,-4.168263,-4.740009,-4.431450
2019-05-02,-4.297046,-4.421301,-4.738862
2019-05-03,-4.970313,-4.698356,-4.926232
2019-05-06,-4.438191,-4.592710,-4.573570
2019-05-07,-4.180541,-4.246115,-4.497442
2019-05-08,-4.214178,-4.395108,-4.785012
2019-05-09,-3.964570,-4.170430,-4.353274
2019-05-10,-3.982928,-4.242819,-4.456874
2019-05-13,-3.937131,-4.291922,-4.367513
2019-05-14,-4.188521,-4.384636,-4.685329
2019-05-15,-4.532479,-4.577042,-4.332662
2019-05-16,-4.428296,-4.679874,-4.744857
2019-05-17,-4.166310,-4.472908,-4.851402
2019-05-20,-4.217385,-4.498728,-5.066413
2019-05-21,-4.729120,-4.538114,-5.114655
2019-05-22,-4.535862,-4.637958,-5.148321
2019-05-23,-4.291392,-4.519007,-4.649389
2019-05-24,-4.655949,-4.678347,-5.278158
2019-05-28,-4.499641,-4.757568,-4.717584
2019-05-29,-4.373651,-4.513474,-4.624086
2019-05-30,-4.679018,-4.776523,-4.648739
2019-05-31,-4.579691,-4.708386,-4.677760
2019-06-03,-3.732353,-3.741293,-4.496445
2019-06-04,-4.351156,-4.275913,-4.626487
2019-06-05,-4.161985,-4.431053,-4.782399
2019-06-06,-4.538576,-4.556713,-4.557129
2019-06-07,-4.467984,-4.394010,-4.722567
2019-06-10,-4.480134,-4.291836,-4.753130
2019-06-11,-4.368506,-4.416348,-4.653672
2019-06-12,-4.805725,-4.574423,-4.985488
2019-06-13,-4.595766,-4.624075,-4.664613
2019-06-14,-4.752830,-4.981764,-4.885386
2019-06-17,-5.036066,-5.036473,-4.987041
2019-06-18,-4.399579,-4.745537,-4.628103
2019-06-19,-4.448002,-4.293696,-4.680457
2019-06-20,-4.720030,-4.665391,-4.623640
2019-06-21,-4.950572,-5.121850,-4.448718
2019-06-24,-5.083136,-4.951217,-5.048060
2019-06-25,-4.806619,-4.566469,-4.576977
2019-06-26,-4.597608,-4.734857,-4.669437
2019-06-27,-5.170470,-5.155191,-4.960011
2019-06-28,-4.855764,-5.043784,-4.398009
2019-07-01,-4.553114,-4.877792,-4.586450
2019-07-02,-5.040301,-5.006034,-4.902451
2019-07-03,-5.375501,-5.687773,-5.274014
2019-07-05,-5.242508,-5.188198,-4.812490
2019-07-08,-4.524490,-5.029691,-4.985914
2019-07-09,-5.170651,-4.968053,-5.004810
2019-07-10,-4.896466,-4.858062,-5.021566
2019-07-11,-4.991219,-4.769129,-4.974630
2019-07-12,-5.158092,-5.396360,-4.966614
2019-07-15,-5.481569,-4.902299,-4.954470
2019-07-16,-4.944325,-4.792564,-4.366126
2019-07-17,-5.150005,-5.047912,-4.742468
2019-07-18,-5.029515,-4.568107,-4.894634
2019-07-19,-4.848158,-4.769048,-4.959560
2019-07-22,-5.027171,-4.842503,-4.921555
2019-07-23,-5.028823,-4.933576,-4.863808
2019-07-24,-4.904097,-5.206134,-5.281654
2019-07-25,-5.041448,-4.606813,-4.928763
2019-07-26,-5.169915,-4.473008,-5.088150
2019-07-29,-5.047388,-4.582959,-5.126396
2019-07-30,-4.802628,-4.601122,-5.111031
2019-07-31,-3.946338,-4.257133,-4.553728
2019-08-01,-3.633125,-3.961615,-4.038550
2019-08-02,-4.122105,-4.347229,-4.404950
2019-08-05,-4.009254,-3.889697,-4.245962
2019-08-06,-4.257987,-4.124329,-4.326128
2019-08-07,-4.126865,-3.990992,-4.145546
2019-08-08,-4.661538,-4.797694,-4.646538
2019-08-09,-4.331754,-4.548295,-4.482441
2019-08-12,-4.535913,-4.632240,-4.690130
2019-08-13,-3.338159,-4.086812,-4.027870
2019-08-14,-4.164036,-4.304031,-4.270560
2019-08-15,-4.154382,-4.454616,-4.360531
2019-08-16,-4.669829,-4.828220,-4.663135
2019-08-19,-4.888165,-5.244105,-4.635997
2019-08-20,-4.609974,-4.949273,-4.931481
2019-08-21,-4.947115,-5.265416,-4.911106
2019-08-22,-4.626634,-4.455083,-4.666436
2019-08-23,-3.597103,-4.162867,-4.114325
2019-08-26,-4.359500,-4.625515,-4.831069
2019-08-27,-4.464784,-4.593252,-4.541852
2019-08-28,-4.706204,-4.625987,-4.682214
2019-08-29,-4.675208,-4.905553,-4.637594
2019-08-30,-4.557017,-4.759216,-4.972484
2019-09-03,-4.517250,-4.386323,-4.461610
2019-09-04,-5.137013,-5.136897,-4.997002
2019-09-05,-4.872383,-5.053159,-4.402567
2019-09-06,-4.959647,-4.979512,-4.813384
2019-09-09,-4.670472,-4.757058,-4.896853
2019-09-10,-4.118800,-4.540707,-4.626689
2019-09-11,-4.539634,-4.893019,-4.661562
2019-09-12,-4.486470,-4.846552,-4.590001
2019-09-13,-4.254386,-5.177752,-4.966050
2019-09-16,-4.773232,-4.794484,-4.757931
2019-09-17,-5.026156,-5.060917,-4.798387
2019-09-18,-4.608449,-4.778000,-4.521795
2019-09-19,-4.828157,-5.022621,-5.051673
2019-09-20,-4.259243,-4.322439,-4.418694
2019-09-23,-4.709745,-4.800500,-5.079579
2019-09-24,-4.179668,-4.191003,-4.487299
2019-09-25,-4.754286,-4.390918,-5.112374
2019-09-26,-4.853781,-4.663358,-4.900180
2019-09-27,-4.395959,-4.244793,-4.625004
2019-09-30,-4.923562,-4.596993,-4.950646
2019-10-01,-4.232881,-4.544235,-4.344619
2019-10-02,-4.530024,-4.606077,-4.580522
2019-10-03,-4.156369,-4.243403,-3.905596
2019-10-04,-4.626346,-4.854856,-4.826182
2019-10-07,-4.543670,-4.740901,-4.922473
2019-10-08,-4.408420,-4.711966,-4.553003
2019-10-09,-4.898357,-5.094220,-4.650707
2019-10-10,-4.723726,-4.726452,-4.456330
2019-10-11,-4.857222,-4.981144,-4.432909
2019-10-14,-4.740388,-4.973200,-4.941579
2019-10-15,-4.921161,-5.016506,-4.232191
2019-10-16,-5.136246,-4.832759,-4.723327
2019-10-17,-4.935723,-4.896582,-4.725353
2019-10-18,-4.776621,-4.555222,-4.906055
2019-10-21,-4.803542,-4.946663,-4.815139
2019-10-22,-4.904624,-4.898393,-4.896777
2019-10-23,-4.975131,-4.672586,-5.116427
2019-10-24,-4.919664,-4.804249,-4.928194
2019-10-25,-4.989002,-4.147990,-5.092399
2019-10-28,-5.130693,-4.459035,-5.005893
2019-10-29,-4.410970,-4.783317,-4.979054
2019-10-30,-4.531574,-4.733233,-4.795459
2019-10-31,-4.213546,-4.505381,-4.472242
2019-11-01,-4.907539,-5.217428,-5.034924
2019-11-04,-4.833716,-5.142749,-5.118607
2019-11-05,-5.177962,-5.064587,-4.938464
2019-11-06,-4.996741,-5.070318,-4.754233
2019-11-07,-4.929046,-4.891136,-4.876205
2019-11-08,-5.071469,-5.124644,-5.005327
2019-11-11,-4.984668,-5.297317,-5.602812
2019-11-12,-5.039721,-4.975938,-4.982630
2019-11-13,-4.754456,-4.872721,-4.868576
2019-11-14,-4.872022,-4.938325,-5.147636
2019-11-15,-5.127489,-4.981675,-5.064575
2019-11-18,-5.099078,-4.551869,-5.135797
2019-11-19,-4.973233,-4.843231,-4.823399
2019-11-20,-4.452920,-4.604396,-4.745827
2019-11-21,-4.815189,-4.897710,-4.931152
2019-11-22,-4.890843,-4.981361,-4.946863
2019-11-25,-5.302448,-5.015824,-5.392061
2019-11-26,-4.729020,-4.995845,-5.146646
2019-11-27,-5.521096,-5.070259,-5.382258
2019-11-29,-5.209826,-4.950080,-5.394441
2019-12-02,-4.653976,-4.452443,-4.684445
2019-12-03,-4.496003,-4.614709,-4.604180
2019-12-04,-5.075444,-4.844193,-5.050742
2019-12-05,-5.009044,-5.070598,-4.995542
2019-12-06,-5.198327,-5.154951,-5.141436
2019-12-09,-4.742373,-4.915739,-5.025219
2019-12-10,-4.745452,-5.050626,-4.803825
2019-12-11,-5.069267,-5.052728,-5.004187
2019-12-12,-4.046357,-4.613401,-4.331044
2019-12-13,-4.383317,-4.755092,-4.569823
2019-12-16,-5.020077,-5.242637,-5.155492
2019-12-17,-4.996870,-5.228811,-5.115158
2019-12-18,-5.014895,-4.908731,-5.099843
2019-12-19,-5.031419,-5.202264,-5.352804
2019-12-20,-5.121131,-5.086950,-4.785476
2019-12-23,-5.306744,-5.502363,-5.496232
2019-12-24,-5.318780,-5.943048,-5.874692
2019-12-26,-5.211335,-4.504887,-5.450836
2019-12-27,-4.364303,-4.372801,-5.175764
2019-12-30,-4.320778,-4.013717,-5.128909
2019-12-31,-4.899022,-4.661680,-5.459162
2020-01-02,-4.922478,-4.782615,-5.134785
2020-01-03,-4.597904,-4.762591,-4.627859
2020-01-06,-4.694087,-4.617299,-5.183836
2020-01-07,-4.612896,-4.546751,-5.113983
2020-01-08,-4.693941,-4.665101,-4.795731
2020-01-09,-4.436432,-4.863850,-5.173697
2020-01-10,-4.492475,-4.815707,-5.094266
2020-01-13,-4.993332,-5.144095,-5.262746
2020-01-14,-4.282771,-4.667328,-4.345748
2020-01-15,-4.533747,-4.948391,-4.714526
2020-01-16,-4.819570,-4.826160,-5.128394
2020-01-17,-4.948706,-5.096318,-5.257982
2020-01-21,-4.952120,-4.870619,-5.441383
2020-01-22,-4.804960,-4.673425,-5.186924
2020-01-23,-4.823658,-5.100540,-5.092195
2020-01-24,-4.414841,-4.730978,-4.591250
2020-01-27,-4.371807,-4.814234,-4.479040
2020-01-28,-4.819550,-5.034138,-4.798663
2020-01-29,-4.377739,-4.788369,-4.619496
2020-01-30,-4.371554,-4.637537,-4.543279
2020-01-31,-3.985267,-4.122619,-4.607731
2020-02-03,-4.112332,-4.384792,-4.687774
2020-02-04,-4.547859,-4.532979,-4.861085
2020-02-05,-4.315882,-4.348923,-4.622465
2020-02-06,-4.669954,-4.664668,-4.865500
2020-02-07,-4.700438,-4.351779,-4.923308
2020-02-10,-4.626253,-4.538178,-5.006596
2020-02-11,-4.715143,-4.050144,-5.018523
2020-02-12,-4.933459,-4.599428,-5.062728
2020-02-13,-4.774228,-4.499593,-4.761368
2020-02-14,-4.846479,-4.889071,-5.095698
2020-02-18,-4.449734,-4.663745,-4.744861
2020-02-19,-5.011256,-4.918148,-5.219863
2020-02-20,-4.404174,-4.283256,-4.467848
2020-02-21,-4.229701,-4.273994,-4.680965
2020-02-24,-3.851090,-4.162603,-4.290337
2020-02-25,-3.731162,-3.883866,-3.963289
2020-02-26,-3.692741,-3.848982,-3.873810
2020-02-27,-3.185534,-3.419943,-3.489724
2020-02-28,-2.801804,-3.237018,-3.043159
2020-03-02,-3.405058,-3.617958,-3.439099
2020-03-03,-2.986062,-3.181549,-3.152206
2020-03-04,-3.864316,-4.018764,-3.767889
2020-03-05,-3.838306,-4.004120,-3.737148
2020-03-06,-3.618613,-3.855116,-3.345049
2020-03-09,-2.965072,-3.225460,-3.030150
2020-03-10,-3.259149,-3.482833,-3.053250
2020-03-11,-3.548621,-3.734963,-3.355931
2020-03-12,-2.655313,-3.014493,-2.433939
2020-03-13,-2.762301,-3.080268,-2.683394
2020-03-16,-2.829396,-2.855828,-2.612538
2020-03-17,-2.958310,-2.832127,-2.528667
2020-03-18,-3.187110,-3.018786,-2.768347
2020-03-19,-3.246911,-3.206910,-2.470019
2020-03-20,-3.241349,-3.208844,-2.684700
2020-03-23,-2.745556,-3.163573,-2.799343
2020-03-24,-3.532700,-3.718004,-3.204854
2020-03-25,-3.087063,-3.776210,-2.939837
2020-03-26,-3.345484,-3.907158,-3.069829
2020-03-27,-3.696183,-4.214170,-3.577703
2020-03-30,-3.954864,-4.058702,-3.586387
2020-03-31,-3.670668,-3.950099,-3.642923
2020-04-01,-3.967492,-4.248253,-3.769457
2020-04-02,-3.690682,-4.188891,-3.356117
2020-04-03,-4.031881,-4.631696,-3.506482
2020-04-06,-3.912727,-4.416368,-3.566658
2020-04-07,-3.607705,-4.012513,-3.343329
2020-04-08,-4.162156,-4.683941,-3.786529
2020-04-09,-3.923356,-4.299456,-3.233031
2020-04-13,-4.112049,-3.780538,-3.459854
2020-04-14,-4.115659,-3.952518,-3.267348
2020-04-15,-4.131902,-3.744093,-3.907278
2020-04-16,-4.129718,-3.472939,-3.814391
2020-04-17,-4.072002,-3.693359,-3.592835
2020-04-20,-4.297418,-3.960287,-3.710796
2020-04-21,-3.832162,-3.445108,-3.789569
2020-04-22,-4.496230,-4.143425,-4.183019
2020-04-23,-4.148838,-4.296834,-3.838021
2020-04-24,-4.483249,-4.510303,-4.219392
2020-04-27,-4.342593,-4.126549,-3.960198
2020-04-28,-4.285353,-4.142596,-3.717627
2020-04-29,-4.395482,-4.050204,-3.831098
2020-04-30,-4.037636,-4.109961,-3.938738
2020-05-01,-3.637861,-3.573932,-4.035248
2020-05-04,-4.257307,-4.003824,-4.009346
2020-05-05,-4.418486,-4.636708,-4.127225
2020-05-06,-4.478737,-4.608875,-3.937402
2020-05-07,-4.619253,-4.665907,-4.036179
2020-05-08,-4.688155,-4.721016,-4.196521
2020-05-11,-4.661681,-4.585340,-4.362759
2020-05-12,-4.214093,-4.482744,-4.024400
2020-05-13,-3.817964,-3.818054,-3.905213
2020-05-14,-3.979791,-4.203729,-3.467694
2020-05-15,-4.215030,-4.506283,-4.041913
2020-05-18,-4.559590,-4.428830,-3.962497
2020-05-19,-4.356406,-4.268570,-3.769358
2020-05-20,-4.821665,-4.789374,-4.133291
2020-05-21,-4.459588,-4.054915,-4.290702
2020-05-22,-4.748154,-4.536713,-4.425996
2020-05-26,-4.358683,-4.486301,-3.993599
2020-05-27,-4.172248,-3.831704,-3.629766
2020-05-28,-4.350914,-4.228479,-3.742021
2020-05-29,-4.225877,-4.253592,-3.785314
2020-06-01,-4.947133,-4.690153,-4.283425
2020-06-02,-4.771351,-4.637362,-4.366039
2020-06-03,-4.803537,-4.726476,-4.283221
2020-06-04,-4.682289,-4.404512,-3.852048
