date,AAPL_log_rv,AMZN_log_rv,JPM_log_rv
2020-06-05,-4.523613,-4.651183,-3.727274
2020-06-08,-4.593529,-4.535661,-4.037894
2020-06-09,-4.336111,-4.118579,-3.948109
2020-06-10,-4.004223,-4.000920,-3.626577
2020-06-11,-3.821108,-3.598739,-3.726647
2020-06-12,-3.531363,-3.616254,-3.409912
2020-06-15,-3.901543,-4.168924,-3.624403
2020-06-16,-4.061125,-4.225351,-3.529342
2020-06-17,-4.725518,-4.577571,-4.464937
2020-06-18,-4.704613,-4.788370,-4.088564
2020-06-19,-4.072893,-4.484670,-4.062038
2020-06-22,-4.726188,-4.689392,-4.330742
2020-06-23,-4.402107,-4.557436,-4.257155
2020-06-24,-3.951104,-3.986227,-4.009575
2020-06-25,-4.104101,-4.359231,-3.709168
2020-06-26,-3.965928,-4.128607,-4.065751
2020-06-29,-4.226984,-4.264570,-4.082834
2020-06-30,-4.579987,-4.345226,-3.954936
2020-07-01,-4.768285,-4.243039,-4.154984
2020-07-02,-4.585985,-3.855189,-4.189811
2020-07-06,-4.712927,-4.056063,-4.277224
2020-07-07,-4.248339,-3.707552,-4.692994
2020-07-08,-4.430831,-4.147170,-4.457426
2020-07-09,-4.270453,-3.852638,-3.983257
2020-07-10,-4.736220,-4.046992,-3.890917
2020-07-13,-3.838281,-3.096886,-3.753958
2020-07-14,-3.697825,-3.045959,-3.541420
2020-07-15,-3.870653,-3.612034,-4.097796
2020-07-16,-4.376276,-3.660905,-4.242946
2020-07-17,-4.711125,-3.996226,-4.473446
2020-07-20,-4.773616,-3.948352,-4.479462
2020-07-21,-4.375836,-3.412777,-4.151012
2020-07-22,-4.549002,-3.996154,-4.496090
2020-07-23,-3.924104,-3.712408,-4.339241
2020-07-24,-3.750707,-3.507006,-4.609294
2020-07-27,-4.327747,-3.993060,-4.551991
2020-07-28,-4.637923,-4.275333,-4.648251
2020-07-29,-4.416124,-4.209939,-4.311416
2020-07-30,-4.304064,-4.120199,-4.276243
2020-07-31,-3.887745,-3.789496,-4.445506
2020-08-03,-3.916772,-4.143253,-4.409591
2020-08-04,-4.188053,-3.984664,-4.757745
2020-08-05,-4.329523,-4.452907,-4.436801
2020-08-06,-4.253307,-4.330677,-4.540759
2020-08-07,-3.962760,-4.092772,-4.411861
2020-08-10,-3.950931,-4.127133,-4.182066
2020-08-11,-3.947231,-4.026239,-3.949643
2020-08-12,-4.254218,-4.344411,-4.127940
2020-08-13,-4.291529,-4.395950,-4.135204
2020-08-14,-4.367812,-4.297766,-4.444529
2020-08-17,-4.565922,-4.610021,-4.433104
2020-08-18,-4.226303,-3.782094,-4.553316
2020-08-19,-4.709924,-4.368349,-4.293598
2020-08-20,-4.707694,-4.517499,-4.408020
2020-08-21,-4.025202,-4.716563,-4.401025
2020-08-24,-3.513145,-3.631358,-4.162819
2020-08-25,-4.241319,-4.229114,-4.317492
2020-08-26,-4.371500,-4.151773,-4.685358
2020-08-27,-4.184879,-4.232954,-4.029857
2020-08-28,-4.193784,-4.598841,-4.350648
2020-08-31,-3.677786,-4.129989,-4.485055
2020-09-01,-4.060319,-4.512604,-4.617027
2020-09-02,-2.851791,-4.124711,-3.967565
2020-09-03,-3.129622,-3.422483,-3.730761
2020-09-04,-2.671229,-3.045859,-3.759318
2020-09-08,-3.357493,-3.532794,-4.006849
2020-09-09,-3.550320,-3.754073,-4.063716
2020-09-10,-3.447254,-3.644013,-4.155202
2020-09-11,-3.439953,-3.736490,-4.539144
2020-09-14,-3.883739,-4.154419,-4.210662
2020-09-15,-3.620805,-4.235721,-4.075069
2020-09-16,-4.075886,-4.083389,-4.094594
2020-09-17,-3.688812,-4.027807,-4.471377
2020-09-18,-3.677587,-3.957846,-4.239530
2020-09-21,-3.543950,-3.824850,-4.067839
2020-09-22,-3.730962,-3.994343,-4.188719
2020-09-23,-3.765170,-3.946922,-4.418139
2020-09-24,-3.533328,-3.509877,-4.036178
2020-09-25,-4.000907,-4.164418,-4.231964
2020-09-28,-4.133445,-4.289441,-4.359362
2020-09-29,-4.292783,-4.530902,-4.333797
2020-09-30,-4.010389,-4.201342,-4.133760
2020-10-01,-4.344746,-4.471199,-4.282787
2020-10-02,-3.985856,-4.117272,-4.208576
2020-10-05,-4.627506,-4.440782,-4.577544
2020-10-06,-3.786905,-4.123741,-3.805748
2020-10-07,-4.589263,-4.458263,-4.487815
2020-10-08,-4.713587,-4.439538,-4.520875
2020-10-09,-4.604009,-4.585160,-4.296429
2020-10-12,-4.153213,-4.080878,-4.821139
2020-10-13,-3.406385,-4.008383,-4.086269
2020-10-14,-3.822572,-4.070900,-4.496557
2020-10-15,-4.205011,-4.115306,-4.333794
2020-10-16,-4.290516,-3.150774,-4.580569
2020-10-19,-4.078710,-3.800876,-4.422874
2020-10-20,-3.892376,-3.875974,-4.330226
2020-10-21,-4.201302,-4.221242,-4.477065
2020-10-22,-4.096953,-4.129712,-4.361271
2020-10-23,-4.510481,-4.342029,-4.324827
2020-10-26,-4.071970,-3.939709,-4.420044
2020-10-27,-4.236793,-4.096825,-4.534944
2020-10-28,-3.877756,-3.930223,-4.017820
2020-10-29,-3.765582,-4.003313,-3.931305
2020-10-30,-3.638146,-3.895548,-3.847643
2020-11-02,-4.013613,-3.944687,-4.032556
2020-11-03,-4.136567,-3.908333,-4.100005
2020-11-04,-3.831230,-4.027073,-3.825685
2020-11-05,-4.122323,-4.023459,-4.216158
2020-11-06,-4.164349,-4.168059,-4.394090
2020-11-09,-3.633488,-3.260724,-3.475582
2020-11-10,-3.650790,-3.617309,-3.874574
2020-11-11,-4.346234,-4.214848,-4.007433
2020-11-12,-4.246275,-4.068326,-4.375196
2020-11-13,-4.547813,-4.236449,-4.456575
2020-11-16,-4.180836,-4.087273,-4.151790
2020-11-17,-4.587573,-4.381660,-4.398653
2020-11-18,-4.466572,-4.520695,-4.239761
2020-11-19,-4.595679,-4.653374,-4.408337
2020-11-20,-4.880338,-4.819771,-4.624478
2020-11-23,-4.262864,-4.164339,-4.460954
2020-11-24,-4.250330,-4.601269,-4.153932
2020-11-25,-4.514149,-4.216274,-4.539691
2020-11-27,-5.149019,-4.944484,-4.788960
2020-11-30,-3.966887,-4.205421,-4.487174
2020-12-01,-4.089108,-4.284180,-4.325863
2020-12-02,-4.272198,-4.493061,-4.597511
2020-12-03,-4.527072,-4.618643,-4.286111
2020-12-04,-4.648959,-5.042849,-4.451852
2020-12-07,-4.635318,-4.550177,-4.334599
2020-12-08,-4.499119,-4.623675,-4.707669
2020-12-09,-3.907027,-4.308570,-4.363284
2020-12-10,-4.317808,-4.294105,-4.686169
2020-12-11,-4.229239,-4.496838,-4.471871
2020-12-14,-4.534062,-4.252240,-4.506053
2020-12-15,-4.224189,-4.456836,-4.603851
2020-12-16,-4.526006,-4.398414,-4.559869
2020-12-17,-4.607356,-4.626433,-4.705559
2020-12-18,-4.529516,-4.627192,-4.391678
2020-12-21,-3.985985,-4.300684,-3.889035
2020-12-22,-3.764056,-4.455148,-4.536924
2020-12-23,-4.516731,-5.038866,-4.456419
2020-12-24,-4.719257,-5.049830,-4.769020
2020-12-28,-4.370275,-4.276672,-4.636646
2020-12-29,-4.064409,-4.269619,-4.594772
2020-12-30,-4.542527,-4.825683,-4.873700
2020-12-31,-4.457108,-4.833835,-4.895436
2021-01-04,-3.904903,-4.192449,-4.305688
2021-01-05,-4.264641,-4.387488,-4.357906
2021-01-06,-3.887552,-4.226040,-4.069126
2021-01-07,-4.325705,-4.453641,-4.234156
2021-01-08,-4.100533,-4.289739,-4.439027
2021-01-11,-4.478183,-4.718069,-4.529492
2021-01-12,-4.292041,-4.423514,-4.263972
2021-01-13,-4.244621,-4.340746,-4.435244
2021-01-14,-4.558914,-4.509015,-4.294558
2021-01-15,-4.227499,-4.584415,-4.050290
2021-01-19,-4.660604,-4.601982,-4.251710
2021-01-20,-4.482313,-4.496883,-4.355378
2021-01-21,-4.359232,-4.159511,-4.657469
2021-01-22,-4.230166,-4.686268,-4.470345
2021-01-25,-3.243979,-3.907411,-4.297365
2021-01-26,-4.104747,-4.445065,-4.678295
2021-01-27,-3.796342,-3.904201,-4.088809
2021-01-28,-3.710120,-4.285840,-4.047998
2021-01-29,-3.402169,-4.103734,-4.038153
2021-02-01,-3.675921,-4.170291,-4.395478
2021-02-02,-4.618373,-4.042245,-4.317025
2021-02-03,-4.504324,-3.930604,-4.458432
2021-02-04,-4.503230,-4.276709,-4.482828
2021-02-05,-4.733173,-4.509846,-4.783601
2021-02-08,-4.666132,-4.804521,-4.705802
2021-02-09,-4.736085,-4.686870,-4.726460
2021-02-10,-4.360335,-4.297434,-4.475769
2021-02-11,-4.651082,-4.729062,-4.694650
2021-02-12,-4.810353,-4.920761,-4.787546
2021-02-16,-4.629470,-4.364958,-4.586997
2021-02-17,-4.493164,-4.566123,-4.530890
2021-02-18,-4.366354,-4.637076,-4.515385
2021-02-19,-4.378602,-4.757239,-4.761928
2021-02-22,-4.292236,-4.310232,-4.575587
2021-02-23,-3.484067,-3.895298,-4.337315
2021-02-24,-4.002605,-4.291540,-4.385957
2021-02-25,-3.817086,-4.036261,-4.183860
2021-02-26,-3.434603,-3.765954,-3.921165
2021-03-01,-4.236832,-4.519075,-4.482104
2021-03-02,-4.258067,-4.473041,-4.472709
2021-03-03,-4.053047,-3.962890,-4.277284
2021-03-04,-3.530632,-3.527817,-3.976257
2021-03-05,-3.774537,-3.655770,-3.983544
2021-03-08,-4.054656,-3.749757,-4.155940
2021-03-09,-4.171829,-4.217754,-4.219330
2021-03-10,-4.192436,-3.887689,-4.363482
2021-03-11,-4.357224,-4.389845,-4.396858
2021-03-12,-4.459255,-4.473843,-4.652048
2021-03-15,-4.232606,-4.658933,-4.309407
2021-03-16,-4.263512,-4.563992,-4.683370
2021-03-17,-4.145121,-4.013581,-4.304660
2021-03-18,-4.443413,-4.278835,-4.262391
2021-03-19,-4.300096,-4.158312,-3.806743
2021-03-22,-4.638582,-4.928980,-4.549227
2021-03-23,-4.309394,-4.357158,-4.234591
2021-03-24,-4.431566,-4.244868,-4.239711
2021-03-25,-4.101573,-4.022714,-4.290475
2021-03-26,-4.206995,-4.232211,-4.374424
2021-03-29,-4.416412,-4.305601,-4.299369
2021-03-30,-4.569887,-4.454498,-4.510254
2021-03-31,-4.646301,-4.724429,-4.758472
2021-04-01,-4.614604,-4.646483,-4.612114
2021-04-05,-4.415221,-4.490322,-4.583217
2021-04-06,-4.690616,-4.580174,-4.939827
2021-04-07,-4.544445,-4.613449,-4.745588
2021-04-08,-4.687722,-4.852597,-4.828692
2021-04-09,-4.604025,-4.643210,-4.863397
2021-04-12,-4.636454,-4.429015,-4.883693
2021-04-13,-4.401495,-4.726880,-4.468834
2021-04-14,-4.362156,-4.459249,-4.365150
2021-04-15,-4.548937,-4.517340,-4.470063
2021-04-16,-4.813006,-4.817557,-4.790071
2021-04-19,-4.479891,-4.435167,-4.518570
2021-04-20,-4.301073,-4.485927,-4.727489
2021-04-21,-4.624109,-4.458254,-4.678548
2021-04-22,-4.272710,-4.381524,-4.543801
2021-04-23,-4.813022,-4.719731,-4.781407
2021-04-26,-4.857504,-4.312369,-4.793199
2021-04-27,-4.842382,-4.420405,-4.835338
2021-04-28,-4.456332,-4.393514,-4.857705
2021-04-29,-3.900103,-4.313763,-4.854568
2021-04-30,-4.537324,-4.209739,-4.835519
2021-05-03,-4.593142,-4.206720,-4.722932
2021-05-04,-4.324145,-4.285483,-4.413068
2021-05-05,-4.558123,-4.306722,-4.814125
2021-05-06,-4.226017,-4.021158,-4.695860
2021-05-07,-4.636086,-4.583556,-4.469631
2021-05-10,-4.723698,-4.405919,-4.561607
2021-05-11,-4.116688,-3.997547,-4.207826
2021-05-12,-4.324988,-4.148285,-4.273909
2021-05-13,-4.216350,-4.356854,-4.217667
2021-05-14,-4.542780,-4.543043,-4.575497
2021-05-17,-4.664530,-4.268745,-4.662080
2021-05-18,-4.700598,-4.476730,-4.520277
2021-05-19,-4.274905,-4.176475,-4.275023
2021-05-20,-4.787358,-4.933198,-4.611834
2021-05-21,-4.561494,-4.581123,-4.664544
2021-05-24,-4.983052,-5.084004,-4.820763
2021-05-25,-4.793229,-4.407361,-4.624227
2021-05-26,-5.222764,-5.065691,-4.883732
2021-05-27,-4.809578,-5.149617,-4.915370
2021-05-28,-4.770895,-5.161995,-4.751941
2021-06-01,-4.831664,-4.810633,-4.664804
2021-06-02,-4.833982,-4.990730,-4.910448
2021-06-03,-4.662384,-4.715377,-4.891525
2021-06-04,-4.807296,-5.121259,-5.071521
2021-06-07,-4.920452,-5.028990,-5.317101
2021-06-08,-4.417675,-4.549896,-4.774294
2021-06-09,-4.880425,-4.807096,-4.929628
2021-06-10,-4.730743,-4.733806,-4.888196
2021-06-11,-5.023113,-4.853395,-4.804312
2021-06-14,-4.480599,-4.685790,-4.453977
2021-06-15,-4.707263,-4.745411,-4.826710
2021-06-16,-4.280378,-4.333601,-4.061629
2021-06-17,-4.458011,-4.591354,-4.343988
2021-06-18,-4.633431,-4.491203,-4.541762
2021-06-21,-4.622871,-4.397741,-4.124201
2021-06-22,-4.895435,-4.735336,-4.505123
2021-06-23,-4.840289,-4.689725,-4.989150
2021-06-24,-5.040228,-4.528400,-4.961172
2021-06-25,-5.159923,-4.583547,-4.681963
2021-06-28,-4.991238,-4.771049,-4.699462
2021-06-29,-4.985180,-4.848390,-4.680062
2021-06-30,-4.816608,-4.668159,-4.592576
2021-07-01,-4.845658,-4.819643,-4.743012
2021-07-02,-4.979644,-4.748717,-5.219841
2021-07-06,-4.143830,-4.130693,-4.606148
2021-07-07,-4.378729,-4.173916,-4.395423
2021-07-08,-4.036895,-4.118822,-4.348932
2021-07-09,-4.746167,-4.385766,-4.511777
2021-07-12,-4.558832,-4.598718,-4.499800
2021-07-13,-4.174476,-4.227737,-4.311622
2021-07-14,-4.434880,-4.301222,-4.284223
2021-07-15,-4.188241,-4.330503,-4.461982
2021-07-16,-4.511733,-4.397366,-4.635652
2021-07-19,-4.229274,-4.274326,-4.291704
2021-07-20,-4.539576,-4.444402,-4.434504
2021-07-21,-4.701124,-4.468161,-4.534717
2021-07-22,-4.663410,-4.748423,-4.823738
2021-07-23,-5.093158,-4.745260,-4.638884
2021-07-26,-4.611027,-4.489097,-4.793046
2021-07-27,-4.394345,-4.300042,-4.518376
2021-07-28,-4.001155,-4.293227,-4.512071
2021-07-29,-5.018765,-4.676875,-4.810110
2021-07-30,-4.736228,-4.226234,-4.698967
2021-08-02,-4.650363,-4.659014,-4.505963
2021-08-03,-4.503330,-4.344443,-4.476403
2021-08-04,-4.771682,-4.753721,-4.484761
2021-08-05,-4.964761,-4.556407,-4.854654
2021-08-06,-4.947126,-5.013556,-4.668753
2021-08-09,-4.974329,-4.875359,-4.459733
2021-08-10,-4.553182,-4.849139,-4.643243
2021-08-11,-4.877114,-4.699349,-4.549341
2021-08-12,-4.778378,-4.667884,-4.784864
2021-08-13,-4.934877,-5.285647,-4.795892
2021-08-16,-4.034201,-4.305183,-4.369443
2021-08-17,-4.289552,-4.284044,-4.447117
2021-08-18,-4.496342,-4.569924,-4.566749
2021-08-19,-4.290106,-4.608174,-4.433822
2021-08-20,-4.903331,-4.751117,-4.639264
2021-08-23,-5.015717,-4.638877,-4.765968
2021-08-24,-4.865515,-4.868529,-4.626710
2021-08-25,-4.927768,-4.973197,-4.780822
2021-08-26,-4.802107,-4.706982,-4.771781
2021-08-27,-4.844414,-5.154952,-4.713309
2021-08-30,-4.410547,-4.578334,-4.586341
2021-08-31,-4.687976,-4.471796,-4.623206
2021-09-01,-4.826600,-4.739530,-4.737536
2021-09-02,-4.860196,-4.635044,-4.767419
2021-09-03,-4.848319,-4.856892,-4.659314
2021-09-07,-4.634384,-4.606275,-4.799042
2021-09-08,-4.646305,-4.487301,-4.724068
2021-09-09,-4.768063,-4.688439,-4.676383
2021-09-10,-3.792954,-4.806403,-4.702904
2021-09-13,-4.371015,-4.594327,-4.457551
2021-09-14,-4.308238,-4.810802,-4.240340
2021-09-15,-4.498189,-4.552227,-4.454442
2021-09-16,-4.639845,-4.687847,-4.572767
2021-09-17,-4.697427,-4.753833,-4.500525
2021-09-20,-4.403078,-4.294942,-4.329956
2021-09-21,-4.411142,-4.406768,-4.249800
2021-09-22,-4.634615,-4.671181,-4.499094
2021-09-23,-4.823833,-4.872927,-4.704875
2021-09-24,-5.016258,-4.850756,-4.632785
2021-09-27,-4.743457,-4.371671,-4.688509
2021-09-28,-4.354373,-4.457909,-4.293195
2021-09-29,-4.422050,-4.389918,-4.675579
2021-09-30,-4.409198,-4.517423,-4.249953
2021-10-01,-4.301588,-4.494823,-4.334583
2021-10-04,-4.244387,-4.046282,-3.929672
2021-10-05,-4.748572,-4.529615,-4.531792
2021-10-06,-4.243964,-4.189949,-4.174608
2021-10-07,-4.825037,-5.081869,-4.731764
2021-10-08,-5.011016,-4.838227,-4.793671
2021-10-11,-4.859518,-4.643240,-4.537719
2021-10-12,-4.659033,-4.532391,-4.511138
2021-10-13,-4.568196,-4.838677,-4.397032
2021-10-14,-5.100384,-5.275221,-4.689198
2021-10-15,-4.766386,-4.476154,-4.478513
2021-10-18,-4.768666,-4.436930,-4.628348
2021-10-19,-4.653418,-4.749886,-4.834775
2021-10-20,-4.757865,-4.573664,-4.734632
2021-10-21,-4.725445,-4.891775,-4.644181
2021-10-22,-4.720539,-4.226557,-4.641476
2021-10-25,-4.807466,-4.383804,-4.910219
2021-10-26,-4.447015,-4.272956,-4.749097
2021-10-27,-4.828272,-4.342042,-4.496229
2021-10-28,-4.649703,-4.401961,-4.746396
2021-10-29,-4.619269,-3.995135,-4.681441
2021-11-01,-4.721406,-4.548772,-4.589894
2021-11-02,-4.537091,-4.484739,-4.745602
2021-11-03,-4.813229,-4.370475,-4.580795
2021-11-04,-4.816699,-4.168936,-4.629210
2021-11-05,-4.810388,-4.299012,-4.660509
2021-11-08,-5.149262,-4.278611,-4.674868
2021-11-09,-4.502175,-4.218475,-4.618887
2021-11-10,-4.605187,-4.022562,-4.487373
2021-11-11,-5.179289,-4.250163,-4.912071
2021-11-12,-4.819866,-4.115602,-4.856019
2021-11-15,-4.727176,-4.292255,-4.860739
2021-11-16,-4.845174,-4.556316,-4.746722
2021-11-17,-4.312619,-4.653908,-4.765153
2021-11-18,-4.061350,-4.296725,-4.926064
2021-11-19,-4.300235,-4.171969,-4.693365
2021-11-22,-4.132183,-3.914741,-4.577652
2021-11-23,-4.196568,-3.916388,-4.638119
2021-11-24,-4.463780,-4.398577,-4.809867
2021-11-26,-4.563109,-4.128645,-4.287809
2021-11-29,-4.733420,-4.494874,-4.365614
2021-11-30,-3.999113,-4.145493,-4.083341
2021-12-01,-3.815650,-4.175834,-4.183609
2021-12-02,-3.942724,-3.922152,-4.290009
2021-12-03,-3.843375,-4.043427,-4.078790
2021-12-06,-4.031341,-3.963137,-4.258941
2021-12-07,-4.502694,-4.468200,-4.668227
2021-12-08,-4.060932,-4.349737,-4.409424
2021-12-09,-4.214974,-4.523676,-4.635009
2021-12-10,-4.367327,-4.276056,-4.804984
2021-12-13,-3.981869,-4.445568,-4.892712
2021-12-14,-4.073924,-4.209299,-4.613711
2021-12-15,-3.858744,-3.777777,-4.321459
2021-12-16,-3.768650,-3.937892,-4.209086
2021-12-17,-3.751633,-3.716086,-4.161444
2021-12-20,-4.090551,-4.132086,-4.594304
2021-12-21,-4.431531,-4.275678,-4.538519
2021-12-22,-4.451908,-4.193582,-4.742418
2021-12-23,-4.868716,-4.616462,-4.860788
2021-12-27,-4.742262,-4.379830,-4.709810
2021-12-28,-4.426339,-4.174729,-4.785774
2021-12-29,-4.638505,-4.701374,-5.097074
2021-12-30,-4.983110,-4.694926,-4.954961
2021-12-31,-4.794997,-4.765652,-4.913241
2022-01-03,-4.373569,-4.371775,-4.478604
2022-01-04,-4.252439,-4.468631,-4.438815
2022-01-05,-4.355242,-4.470758,-4.333597
2022-01-06,-4.116423,-4.238705,-4.610193
2022-01-07,-4.233618,-4.601456,-4.835428
2022-01-10,-4.106489,-4.011638,-4.351500
2022-01-11,-4.192566,-4.108214,-4.826426
2022-01-12,-4.576719,-4.565627,-4.528838
2022-01-13,-4.347599,-4.328050,-4.529522
2022-01-14,-4.202467,-4.170775,-3.990499
2022-01-18,-4.142194,-4.197396,-4.275238
2022-01-19,-4.304211,-4.414289,-4.276540
2022-01-20,-4.283140,-4.221755,-4.473770
2022-01-21,-3.797329,-3.530762,-4.205574
2022-01-24,-3.482542,-3.163071,-3.676937
2022-01-25,-3.799875,-3.538062,-3.873726
2022-01-26,-3.444580,-3.412511,-3.877197
2022-01-27,-3.798097,-3.653045,-4.084145
2022-01-28,-3.860877,-3.833116,-4.172792
2022-01-31,-4.371631,-3.908509,-4.318321
2022-02-01,-4.421967,-4.110273,-4.453122
2022-02-02,-4.352220,-3.845509,-4.348362
2022-02-03,-4.223349,-3.518824,-4.372233
2022-02-04,-4.262831,-3.502931,-4.467865
2022-02-07,-4.350911,-3.606701,-4.721476
2022-02-08,-4.551174,-4.018752,-4.067303
2022-02-09,-4.687983,-4.122986,-4.842162
2022-02-10,-4.367987,-4.003293,-4.259902
2022-02-11,-4.067094,-3.926411,-3.967606
2022-02-14,-4.080274,-3.744079,-4.280669
2022-02-15,-4.816149,-4.203222,-4.444290
2022-02-16,-4.451944,-4.081465,-4.379207
2022-02-17,-4.710058,-4.179431,-4.442669
2022-02-18,-4.234454,-3.958402,-4.120380
2022-02-22,-4.022646,-3.891183,-4.050010
2022-02-23,-4.325327,-4.102545,-4.284354
2022-02-24,-3.455037,-3.379871,-3.728015
2022-02-25,-4.270499,-3.782313,-4.198388
2022-02-28,-4.024616,-3.754594,-3.814827
2022-03-01,-4.073605,-3.998593,-3.657360
2022-03-02,-4.094144,-3.910486,-4.078307
2022-03-03,-4.212279,-4.042202,-4.043769
2022-03-04,-4.123656,-3.997112,-3.941732
2022-03-07,-4.097261,-3.785394,-3.963382
2022-03-08,-3.500990,-3.256519,-3.498097
2022-03-09,-4.262240,-3.800866,-3.832669
2022-03-10,-4.042660,-3.725595,-4.039146
2022-03-11,-4.196406,-4.077289,-3.927253
2022-03-14,-4.082719,-3.878912,-4.134589
2022-03-15,-4.090606,-3.848269,-4.130948
2022-03-16,-3.905070,-3.697124,-3.984236
2022-03-17,-4.243216,-4.027578,-4.196740
2022-03-18,-4.422163,-4.043035,-4.500847
2022-03-21,-4.025779,-3.930846,-4.261074
2022-03-22,-4.455852,-4.264981,-4.300622
2022-03-23,-4.278930,-4.104600,-4.719804
2022-03-24,-4.308207,-4.024732,-4.867729
2022-03-25,-4.321329,-4.118652,-4.605554
2022-03-28,-4.484327,-4.006227,-4.472380
2022-03-29,-4.612845,-4.275598,-4.447438
2022-03-30,-4.382597,-4.352198,-4.701683
2022-03-31,-4.391725,-4.350272,-4.549399
2022-04-01,-4.299275,-4.217239,-4.122680
2022-04-04,-4.600501,-4.351700,-4.177073
2022-04-05,-4.326074,-4.324828,-4.267086
2022-04-06,-3.908406,-3.678161,-4.518002
2022-04-07,-4.299388,-3.936920,-4.358259
2022-04-08,-4.394447,-4.279340,-4.609887
2022-04-11,-4.612147,-4.158767,-4.304752
2022-04-12,-4.202128,-4.000225,-3.974837
2022-04-13,-4.493260,-4.229806,-3.885769
2022-04-14,-4.332391,-4.337964,-4.223259
2022-04-18,-4.238310,-3.946646,-4.271213
2022-04-19,-4.522126,-4.157215,-4.458256
2022-04-20,-4.408297,-4.056968,-4.248732
2022-04-21,-4.179529,-3.928866,-4.447357
2022-04-22,-4.002815,-3.779785,-4.228238
2022-04-25,-3.797045,-3.843672,-3.966359
2022-04-26,-4.159478,-3.879148,-4.109745
2022-04-27,-3.940930,-3.561262,-4.262160
2022-04-28,-3.949639,-3.873867,-4.353462
2022-04-29,-3.758505,-3.418215,-4.163767
2022-05-02,-3.648545,-3.330659,-3.912933
2022-05-03,-4.019652,-3.820760,-4.132607
2022-05-04,-3.751974,-3.328133,-3.863345
2022-05-05,-3.796237,-3.424848,-3.973335
2022-05-06,-3.588442,-3.217667,-3.962795
2022-05-09,-3.764380,-3.617340,-3.992134
2022-05-10,-3.806706,-3.324689,-3.877514
2022-05-11,-3.570279,-3.402485,-3.818328
2022-05-12,-3.316550,-3.143267,-3.806931
2022-05-13,-3.852314,-3.633874,-4.234825
2022-05-16,-4.034737,-3.613832,-4.035636
2022-05-17,-4.113175,-3.503765,-4.226865
2022-05-18,-4.001872,-3.709685,-4.127749
2022-05-19,-3.568566,-3.430189,-4.081048
2022-05-20,-3.641950,-3.605084,-4.186007
2022-05-23,-3.787125,-3.338033,-3.957965
2022-05-24,-3.764813,-3.462097,-3.682600
2022-05-25,-3.975789,-3.667487,-4.343715
2022-05-26,-4.064537,-3.938254,-4.484637
2022-05-27,-4.250407,-4.054259,-4.621290
2022-05-31,-4.052902,-3.641726,-4.254808
2022-06-01,-4.064220,-3.580036,-4.323074
2022-06-02,-4.240557,-3.863485,-4.372919
2022-06-03,-4.067937,-3.950471,-4.346004
2022-06-06,-4.212374,-3.719696,-4.538939
2022-06-07,-4.407981,-3.904114,-4.535665
2022-06-08,-4.263377,-3.887973,-4.465422
2022-06-09,-4.187762,-3.878899,-4.240236
2022-06-10,-4.122888,-3.831214,-4.068757
2022-06-13,-3.892122,-3.685531,-4.055489
2022-06-14,-3.937909,-3.726336,-4.056686
2022-06-15,-3.588477,-3.285658,-3.843302
2022-06-16,-4.044676,-3.717536,-4.005887
2022-06-17,-3.944514,-3.692858,-4.008365
2022-06-21,-4.396741,-3.887897,-4.403142
2022-06-22,-4.022843,-3.684722,-4.466393
2022-06-23,-4.206441,-3.719218,-4.195071
2022-06-24,-4.258986,-3.925433,-4.153459
2022-06-27,-4.305651,-3.873815,-4.235579
2022-06-28,-4.279154,-3.692755,-4.169472
2022-06-29,-4.057176,-3.569782,-4.246393
2022-06-30,-3.768837,-3.451892,-3.894895
2022-07-01,-4.044899,-3.799498,-4.037047
2022-07-05,-4.008366,-3.677524,-4.254633
2022-07-06,-3.925088,-3.464126,-4.285320
2022-07-07,-4.717612,-4.196779,-4.426641
2022-07-08,-4.333950,-3.916103,-4.352783
2022-07-11,-4.421259,-4.014635,-4.341521
2022-07-12,-4.021827,-3.794461,-4.199460
2022-07-13,-3.676994,-3.447961,-4.063240
2022-07-14,-4.205546,-3.924517,-3.886417
2022-07-15,-4.402469,-4.052141,-4.123756
2022-07-18,-4.225309,-3.939777,-3.983020
2022-07-19,-4.452818,-4.091056,-4.574581
2022-07-20,-4.243542,-3.786470,-4.339386
2022-07-21,-4.331349,-3.989558,-4.201454
2022-07-22,-4.310948,-3.935546,-4.241713
2022-07-25,-4.532739,-3.979765,-4.288970
2022-07-26,-4.722634,-3.967738,-4.334034
2022-07-27,-4.108243,-3.692661,-4.295223
2022-07-28,-4.394662,-3.972126,-4.345761
2022-07-29,-4.032282,-3.635120,-4.503969
2022-08-01,-4.359690,-3.615658,-4.063693
2022-08-02,-4.320902,-3.876162,-4.427928
2022-08-03,-4.522145,-4.274696,-4.373027
2022-08-04,-4.352081,-3.740857,-4.524128
2022-08-05,-4.570189,-4.133089,-4.034083
2022-08-08,-4.279003,-3.990738,-4.497598
2022-08-09,-4.621632,-4.295885,-4.627126
2022-08-10,-4.601372,-4.328228,-4.310381
2022-08-11,-4.691963,-4.093345,-4.418162
2022-08-12,-4.812926,-4.244263,-4.744001
2022-08-15,-4.747210,-4.466809,-4.710312
2022-08-16,-4.701001,-4.113271,-4.453806
2022-08-17,-4.402071,-4.095213,-4.649626
2022-08-18,-4.579702,-4.337924,-4.900540
2022-08-19,-4.783212,-4.574543,-4.791577
2022-08-22,-4.802785,-4.297363,-4.633127
