date,actual,fnn,lstm,nar
2023-04-10,-4.386770,-4.374491,-4.356140,-4.365746
2023-04-11,-4.560682,-4.405933,-4.393097,-4.370631
2023-04-12,-4.156348,-4.518715,-4.468386,-4.503615
2023-04-13,-4.290924,-4.315707,-4.359893,-4.298070
2023-04-14,-4.020344,-4.300828,-4.311289,-4.284638
2023-04-17,-4.518544,-4.120771,-4.180073,-4.171878
2023-04-18,-4.378378,-4.367828,-4.316535,-4.357759
2023-04-19,-4.280105,-4.395779,-4.378570,-4.401690
2023-04-20,-4.322268,-4.356296,-4.372705,-4.283617
2023-04-21,-4.279240,-4.334551,-4.335649,-4.345021
2023-04-24,-4.079377,-4.306574,-4.316099,-4.308340
2023-04-25,-4.296667,-4.173864,-4.227013,-4.160161
2023-04-26,-3.966859,-4.244050,-4.243139,-4.252241
2023-04-27,-3.983776,-4.082374,-4.147870,-4.094551
2023-04-28,-3.916160,-4.025950,-4.081454,-4.006108
2023-05-01,-4.177246,-3.958914,-4.006886,-3.991571
2023-05-02,-4.187523,-4.091548,-4.092834,-4.075091
2023-05-03,-3.981282,-4.158484,-4.172208,-4.150463
2023-05-04,-4.209672,-4.070791,-4.133592,-4.024930
2023-05-05,-4.641727,-4.150178,-4.160259,-4.153577
2023-05-08,-4.486837,-4.454959,-4.378862,-4.449973
2023-05-09,-4.397805,-4.521781,-4.495878,-4.435185
2023-05-10,-4.077568,-4.477034,-4.454364,-4.399466
2023-05-11,-4.206197,-4.230510,-4.239415,-4.241048
2023-05-12,-4.312169,-4.196521,-4.196751,-4.212408
2023-05-15,-4.146746,-4.260254,-4.258904,-4.288440
2023-05-16,-4.242726,-4.206421,-4.215585,-4.183804
2023-05-17,-4.405178,-4.229078,-4.228179,-4.214820
2023-05-18,-4.220177,-4.339840,-4.327526,-4.350679
2023-05-19,-4.485581,-4.286367,-4.288618,-4.248577
2023-05-22,-4.233608,-4.419047,-4.391120,-4.385726
2023-05-23,-4.177653,-4.317103,-4.318179,-4.321423
2023-05-24,-4.335166,-4.238959,-4.240897,-4.202138
2023-05-25,-4.275381,-4.286808,-4.279130,-4.313020
2023-05-26,-4.107947,-4.290364,-4.289323,-4.286055
2023-05-30,-3.865038,-4.188892,-4.198082,-4.156011
2023-05-31,-4.094901,-3.998749,-4.005688,-3.999668
2023-06-01,-4.203881,-4.038522,-4.037230,-4.058105
2023-06-02,-4.240619,-4.134795,-4.143999,-4.145848
2023-06-05,-4.372300,-4.216632,-4.220812,-4.171753
2023-06-06,-4.408601,-4.326079,-4.315250,-4.295840
2023-06-07,-3.932647,-4.395702,-4.378681,-4.362700
2023-06-08,-4.083437,-4.136826,-4.150784,-4.091904
2023-06-09,-4.272759,-4.074703,-4.098492,-4.085716
2023-06-12,-4.473080,-4.175076,-4.170671,-4.228566
2023-06-13,-4.319246,-4.378094,-4.355962,-4.341565
2023-06-14,-4.075670,-4.371741,-4.380639,-4.321318
2023-06-15,-4.370870,-4.198249,-4.242143,-4.163644
2023-06-16,-4.405684,-4.282655,-4.273308,-4.295530
2023-06-20,-4.035794,-4.366784,-4.356784,-4.367380
2023-06-21,-4.271467,-4.189138,-4.237149,-4.132338
2023-06-22,-3.916969,-4.218529,-4.224813,-4.222715
2023-06-23,-3.985027,-4.037196,-4.079500,-4.074186
2023-06-26,-4.138534,-4.001086,-4.024192,-3.988728
2023-06-27,-4.305084,-4.066067,-4.068155,-4.108534
2023-06-28,-4.202502,-4.217631,-4.213446,-4.200375
2023-06-29,-4.629338,-4.225132,-4.245302,-4.187590
2023-06-30,-4.554276,-4.479498,-4.437588,-4.442863
2023-07-03,-4.876037,-4.555228,-4.531840,-4.495527
2023-07-05,-4.704512,-4.748432,-4.707672,-4.658540
2023-07-06,-4.547446,-4.732992,-4.723580,-4.670578
2023-07-07,-4.665381,-4.643887,-4.652084,-4.600843
2023-07-10,-4.228580,-4.654362,-4.628181,-4.638804
2023-07-11,-4.287342,-4.408512,-4.445918,-4.428319
2023-07-12,-4.542548,-4.325809,-4.341721,-4.324599
2023-07-13,-4.539819,-4.454797,-4.396918,-4.516320
2023-07-14,-4.532900,-4.538649,-4.480481,-4.520667
2023-07-17,-4.382868,-4.562771,-4.507822,-4.512601
2023-07-18,-4.377979,-4.468000,-4.439258,-4.466539
2023-07-19,-4.168340,-4.419813,-4.390192,-4.410680
2023-07-20,-4.178797,-4.261742,-4.272890,-4.274585
2023-07-21,-4.161757,-4.200719,-4.209738,-4.212412
2023-07-24,-4.181984,-4.167052,-4.178025,-4.199487
2023-07-25,-4.822384,-4.176163,-4.183391,-4.176461
2023-07-26,-4.046483,-4.560376,-4.479778,-4.560814
2023-07-27,-4.108065,-4.297148,-4.328324,-4.268786
2023-07-28,-4.394554,-4.173403,-4.196302,-4.129557
2023-07-31,-4.568336,-4.282235,-4.249937,-4.374179
2023-08-01,-4.504387,-4.488227,-4.426969,-4.461354
2023-08-02,-4.170101,-4.537196,-4.485643,-4.454900
2023-08-03,-3.936580,-4.325368,-4.337660,-4.308136
2023-08-04,-3.750168,-4.069013,-4.114037,-4.074728
2023-08-07,-4.130273,-3.872733,-3.907915,-3.910407
2023-08-08,-4.283543,-4.012449,-3.996846,-4.040224
2023-08-09,-4.346525,-4.183712,-4.169503,-4.193580
2023-08-10,-4.323024,-4.316844,-4.293705,-4.251470
2023-08-11,-4.251305,-4.341115,-4.321929,-4.294687
2023-08-14,-4.475447,-4.294523,-4.297032,-4.261512
2023-08-15,-4.370089,-4.399529,-4.390663,-4.374692
2023-08-16,-4.127197,-4.404314,-4.394046,-4.380629
2023-08-17,-4.053300,-4.260354,-4.260466,-4.213308
2023-08-18,-4.173083,-4.113758,-4.134590,-4.124909
2023-08-21,-4.465401,-4.116132,-4.154132,-4.145697
2023-08-22,-4.377570,-4.317657,-4.341049,-4.312900
2023-08-23,-4.601170,-4.391615,-4.387639,-4.344913
2023-08-24,-4.173659,-4.538393,-4.502374,-4.473644
2023-08-25,-4.039166,-4.351492,-4.343173,-4.328733
2023-08-28,-4.364712,-4.162317,-4.169131,-4.133214
2023-08-29,-4.450831,-4.231786,-4.259173,-4.290330
2023-08-30,-4.378410,-4.375348,-4.385780,-4.376064
2023-08-31,-4.345766,-4.420249,-4.402553,-4.352088
2023-09-01,-4.425436,-4.390162,-4.373867,-4.359020
2023-09-05,-4.635597,-4.413686,-4.397511,-4.399299
2023-09-06,-4.216150,-4.552216,-4.520693,-4.525589
2023-09-07,-4.226512,-4.395676,-4.380664,-4.360499
2023-09-08,-4.538351,-4.292279,-4.285015,-4.261394
2023-09-11,-4.492047,-4.407846,-4.406449,-4.452846
2023-09-12,-4.516433,-4.492777,-4.471140,-4.467250
2023-09-13,-4.073800,-4.541685,-4.501048,-4.479042
2023-09-14,-4.249012,-4.292447,-4.312866,-4.295465
2023-09-15,-4.342078,-4.235672,-4.244874,-4.245515
2023-09-18,-4.569406,-4.273730,-4.268223,-4.315625
2023-09-19,-4.540683,-4.470342,-4.419794,-4.398288
2023-09-20,-4.417475,-4.548706,-4.493475,-4.471153
2023-09-21,-4.249316,-4.510484,-4.471642,-4.435861
2023-09-22,-4.167776,-4.367490,-4.361100,-4.360816
2023-09-25,-4.164668,-4.234795,-4.252534,-4.264456
2023-09-26,-4.163331,-4.171642,-4.195981,-4.208144
2023-09-27,-3.966989,-4.155068,-4.180666,-4.163761
2023-09-28,-4.075102,-4.049056,-4.097300,-4.053606
2023-09-29,-4.288243,-4.039454,-4.077155,-4.037738
2023-10-02,-3.943977,-4.160905,-4.170375,-4.141272
2023-10-03,-4.162514,-4.065497,-4.113967,-4.034825
2023-10-04,-4.020864,-4.099113,-4.127391,-4.073186
2023-10-05,-4.318205,-4.039560,-4.082230,-4.064344
2023-10-06,-4.317263,-4.193178,-4.197319,-4.136281
2023-10-09,-4.187907,-4.274951,-4.271974,-4.236062
2023-10-10,-4.499405,-4.253401,-4.266678,-4.173071
2023-10-11,-4.442461,-4.388164,-4.352922,-4.329917
2023-10-12,-4.105995,-4.445832,-4.408886,-4.388791
2023-10-13,-4.193949,-4.285608,-4.303617,-4.243113
2023-10-16,-4.402850,-4.196647,-4.192781,-4.230085
2023-10-17,-4.236225,-4.303034,-4.294373,-4.298853
2023-10-18,-4.311626,-4.292165,-4.276434,-4.263970
2023-10-19,-3.805716,-4.311506,-4.288913,-4.258957
2023-10-20,-3.987051,-4.023676,-4.024230,-4.090782
2023-10-23,-4.120881,-3.961660,-3.977969,-4.029079
2023-10-24,-4.128972,-4.021733,-4.056686,-4.089206
2023-10-25,-4.095135,-4.092160,-4.113349,-4.044179
2023-10-26,-3.710548,-4.094999,-4.109881,-4.064775
2023-10-27,-3.814550,-3.897352,-3.891824,-3.933578
2023-10-30,-3.849196,-3.838665,-3.834212,-3.919898
2023-10-31,-4.327212,-3.839850,-3.848413,-3.912443
2023-11-01,-4.105115,-4.101924,-4.138441,-4.000391
2023-11-02,-4.269474,-4.129181,-4.149291,-4.050666
2023-11-03,-4.559146,-4.224238,-4.219245,-4.091119
2023-11-06,-4.317795,-4.421763,-4.396834,-4.290123
2023-11-07,-4.330180,-4.410552,-4.373869,-4.294350
2023-11-08,-4.591964,-4.378439,-4.341667,-4.315972
2023-11-09,-4.441652,-4.496216,-4.448675,-4.434773
2023-11-10,-4.506014,-4.503349,-4.451530,-4.444392
2023-11-13,-4.677100,-4.528790,-4.468117,-4.462978
2023-11-14,-4.351803,-4.614364,-4.549370,-4.560827
2023-11-15,-4.195639,-4.497502,-4.459568,-4.486425
2023-11-16,-4.243391,-4.322545,-4.306482,-4.342220
2023-11-17,-4.498041,-4.242443,-4.247459,-4.307047
2023-11-20,-4.848223,-4.390383,-4.380623,-4.384309
2023-11-21,-4.545665,-4.654533,-4.619207,-4.582726
2023-11-22,-4.609390,-4.644114,-4.597769,-4.564072
2023-11-24,-4.906919,-4.640284,-4.585884,-4.560313
2023-11-27,-4.649866,-4.741508,-4.698562,-4.710178
2023-11-28,-4.554459,-4.713085,-4.671258,-4.707118
2023-11-29,-4.527476,-4.644639,-4.596332,-4.642665
2023-11-30,-4.178366,-4.578450,-4.527261,-4.620014
2023-12-01,-4.621653,-4.353637,-4.334219,-4.430353
2023-12-04,-4.383217,-4.489657,-4.456421,-4.507255
2023-12-05,-3.977139,-4.453426,-4.423963,-4.473616
2023-12-06,-4.471092,-4.195941,-4.194674,-4.193056
2023-12-07,-4.448265,-4.308047,-4.313015,-4.324592
2023-12-08,-4.426105,-4.408360,-4.398602,-4.396776
2023-12-11,-4.521921,-4.464609,-4.427537,-4.378063
2023-12-12,-4.631617,-4.508510,-4.466568,-4.451577
2023-12-13,-4.299291,-4.592632,-4.543249,-4.529942
2023-12-14,-4.163908,-4.455239,-4.422298,-4.443054
2023-12-15,-4.419504,-4.277011,-4.268387,-4.299010
2023-12-18,-4.648128,-4.340863,-4.316519,-4.367344
2023-12-19,-4.714779,-4.536934,-4.482925,-4.483437
2023-12-20,-4.453922,-4.664536,-4.601847,-4.565154
2023-12-21,-4.496509,-4.566888,-4.534836,-4.524706
2023-12-22,-5.116287,-4.533409,-4.485535,-4.514180
2023-12-26,-5.429225,-4.778169,-4.721234,-4.735322
2023-12-27,-5.041131,-4.932417,-4.964224,-4.881569
2023-12-28,-5.279516,-4.907517,-4.977371,-4.867616
2023-12-29,-4.755399,-4.940736,-4.999592,-4.910490
2024-01-02,-4.338533,-4.810932,-4.845610,-4.894759
2024-01-03,-4.354323,-4.558151,-4.575990,-4.758314
2024-01-04,-4.286929,-4.417887,-4.390931,-4.606578
2024-01-05,-4.537344,-4.324210,-4.314205,-4.435946
2024-01-08,-4.558145,-4.460343,-4.413516,-4.469383
2024-01-09,-4.558313,-4.540318,-4.488660,-4.496597
2024-01-10,-4.585607,-4.576134,-4.522448,-4.503053
2024-01-11,-4.161725,-4.593298,-4.536864,-4.544593
2024-01-12,-4.418764,-4.344112,-4.351590,-4.399554
2024-01-16,-4.318495,-4.379535,-4.346816,-4.392884
