date,actual,fnn,lstm,nar
2023-12-01,-4.860625,-4.867377,-4.880172,-4.952544
2023-12-04,-4.907376,-4.828872,-4.808455,-4.918729
2023-12-05,-4.318768,-4.810373,-4.786542,-4.907984
2023-12-06,-4.835444,-4.622060,-4.620350,-4.707500
2023-12-07,-4.992279,-4.673700,-4.638744,-4.751626
2023-12-08,-4.988732,-4.763507,-4.737652,-4.824095
2023-12-11,-5.062213,-4.852696,-4.845459,-4.836878
2023-12-12,-5.034624,-4.877469,-4.884440,-4.862754
2023-12-13,-4.750276,-4.881220,-4.892246,-4.906029
2023-12-14,-4.716662,-4.827846,-4.817295,-4.840476
2023-12-15,-4.905662,-4.766433,-4.735740,-4.825810
2023-12-18,-4.885436,-4.776492,-4.752207,-4.859023
2023-12-19,-5.094502,-4.804759,-4.789970,-4.862766
2023-12-20,-4.970048,-4.864266,-4.876087,-4.914085
2023-12-21,-4.742429,-4.867255,-4.884033,-4.909923
2023-12-22,-5.223186,-4.816157,-4.804456,-4.832688
2023-12-26,-5.343213,-4.869994,-4.887758,-4.940008
2023-12-27,-4.984318,-4.918967,-5.001228,-5.016088
2023-12-28,-5.174752,-4.912028,-4.982451,-4.968067
2023-12-29,-5.280186,-4.915165,-4.974451,-4.986834
2024-01-02,-4.412468,-4.922453,-5.002968,-5.034020
2024-01-03,-4.794869,-4.760600,-4.770720,-4.845218
2024-01-04,-4.666626,-4.745024,-4.694683,-4.807506
2024-01-05,-4.507004,-4.662117,-4.644030,-4.759161
2024-01-08,-4.598625,-4.622803,-4.596373,-4.638259
2024-01-09,-4.730401,-4.591428,-4.569110,-4.639468
2024-01-10,-4.789721,-4.647121,-4.625646,-4.675645
2024-01-11,-4.428851,-4.722045,-4.695641,-4.698965
2024-01-12,-5.037349,-4.610378,-4.592004,-4.584463
2024-01-16,-4.512725,-4.748273,-4.724314,-4.749974
2024-01-17,-4.747904,-4.663818,-4.651793,-4.680305
2024-01-18,-4.566597,-4.718990,-4.675711,-4.648950
2024-01-19,-4.848564,-4.623076,-4.605509,-4.665634
2024-01-22,-4.531619,-4.727588,-4.705842,-4.709989
2024-01-23,-5.223170,-4.641898,-4.630929,-4.639629
2024-01-24,-4.861473,-4.832345,-4.847885,-4.849351
2024-01-25,-4.722425,-4.837091,-4.856414,-4.827384
2024-01-26,-4.939553,-4.800370,-4.779673,-4.742363
2024-01-29,-4.675485,-4.806238,-4.794075,-4.806761
2024-01-30,-4.605318,-4.747001,-4.731155,-4.777520
2024-01-31,-4.426333,-4.684797,-4.650852,-4.683837
2024-02-01,-4.658010,-4.534219,-4.525657,-4.601411
