date,actual,arfimax
2024-06-07,-4.801703,-4.796908
2024-06-10,-3.877664,-4.849228
2024-06-11,-3.991350,-4.486329
2024-06-12,-3.725234,-4.384253
2024-06-13,-4.121991,-4.328262
2024-06-14,-4.285418,-4.395538
2024-06-17,-4.123458,-4.366565
2024-06-18,-4.130674,-4.337205
2024-06-20,-4.138365,-4.369437
2024-06-21,-4.171661,-4.278025
2024-06-24,-4.055467,-4.306063
2024-06-25,-4.626315,-4.268516
2024-06-26,-4.333211,-4.498499
2024-06-27,-4.471078,-4.471217
2024-06-28,-4.253159,-4.518440
2024-07-01,-4.205147,-4.435941
2024-07-02,-4.434701,-4.414129
2024-07-03,-4.767712,-4.487826
2024-07-05,-4.717684,-4.600985
2024-07-08,-4.316839,-4.601968
2024-07-09,-4.640904,-4.515839
2024-07-10,-4.577443,-4.564181
2024-07-11,-4.010659,-4.552266
2024-07-12,-4.492156,-4.353710
2024-07-15,-4.377779,-4.489147
2024-07-16,-4.561966,-4.421798
2024-07-17,-4.285811,-4.487675
2024-07-18,-3.830298,-4.296688
2024-07-19,-4.129524,-4.088180
2024-07-22,-4.441402,-4.091337
2024-07-23,-4.670671,-4.345089
2024-07-24,-4.268438,-4.458665
2024-07-25,-4.083364,-4.120989
2024-07-26,-4.233706,-4.101162
2024-07-29,-4.531410,-4.307923
2024-07-30,-4.373846,-4.364753
2024-07-31,-4.285963,-4.272060
2024-08-01,-4.117231,-4.375249
2024-08-02,-3.678567,-4.131561
2024-08-05,-3.088816,-3.695358
2024-08-06,-3.695441,-3.001460
2024-08-07,-3.959724,-3.692074
2024-08-08,-4.128122,-3.760291
2024-08-09,-4.320860,-4.059679
2024-08-12,-4.286683,-4.268246
2024-08-13,-4.726564,-4.214944
2024-08-14,-4.487581,-4.516782
2024-08-15,-4.824345,-4.589320
2024-08-16,-4.951983,-4.723118
2024-08-19,-4.606283,-4.753932
2024-08-20,-4.819649,-4.676766
2024-08-21,-4.555878,-4.617028
2024-08-22,-4.522364,-4.557553
2024-08-23,-4.520431,-4.456338
2024-08-26,-4.578525,-4.575540
2024-08-27,-4.828650,-4.557071
2024-08-28,-4.509893,-4.675770
2024-08-29,-4.349948,-4.495302
2024-08-30,-4.792865,-4.528780
2024-09-03,-4.437262,-4.645667
2024-09-04,-4.344566,-4.207312
2024-09-05,-4.395767,-4.223089
2024-09-06,-4.175097,-4.345517
2024-09-09,-3.901699,-4.132528
2024-09-10,-4.280274,-4.253401
2024-09-11,-4.331984,-4.286139
2024-09-12,-4.450708,-4.403503
2024-09-13,-4.763815,-4.441736
2024-09-16,-4.385428,-4.572085
2024-09-17,-4.625543,-4.449681
2024-09-18,-4.175750,-4.482820
2024-09-19,-4.644130,-4.301204
2024-09-20,-3.933803,-4.585109
2024-09-23,-4.480039,-4.348614
2024-09-24,-4.771255,-4.443380
2024-09-25,-4.696997,-4.576416
2024-09-26,-4.678436,-4.610160
2024-09-27,-4.788952,-4.597518
2024-09-30,-4.761836,-4.538662
2024-10-01,-4.661235,-4.622425
2024-10-02,-4.517095,-4.444800
2024-10-03,-4.589601,-4.479016
2024-10-04,-4.562781,-4.386919
2024-10-07,-4.753519,-4.499955
2024-10-08,-4.794709,-4.329285
2024-10-09,-4.695302,-4.519321
2024-10-10,-4.961464,-4.548747
2024-10-11,-4.863524,-4.602536
2024-10-14,-4.875987,-4.644320
2024-10-15,-4.401023,-4.707918
2024-10-16,-4.889968,-4.468412
2024-10-17,-4.720330,-4.661215
2024-10-18,-4.795289,-4.632729
2024-10-21,-4.937796,-4.689031
2024-10-22,-4.970027,-4.703537
2024-10-23,-4.237475,-4.734746
2024-10-24,-4.712896,-4.454262
2024-10-25,-4.816084,-4.562741
2024-10-28,-4.827303,-4.561241
2024-10-29,-4.733473,-4.622755
2024-10-30,-4.805364,-4.627077
2024-10-31,-4.399324,-4.573165
2024-11-01,-4.320860,-4.326267
2024-11-04,-4.630318,-4.401220
2024-11-05,-4.698644,-4.429096
2024-11-06,-4.546918,-4.577941
2024-11-07,-4.691340,-4.827809
