date,actual,narx
2024-08-21,-4.426348,-4.433704
2024-08-22,-4.425506,-4.470088
2024-08-23,-4.303563,-4.401788
2024-08-26,-4.549500,-4.351965
2024-08-27,-4.557294,-4.431105
2024-08-28,-4.465576,-4.493446
2024-08-29,-4.208886,-4.423338
2024-08-30,-4.422604,-4.360628
2024-09-03,-4.295549,-4.396411
2024-09-04,-4.437938,-4.203835
2024-09-05,-4.002571,-4.239982
2024-09-06,-4.193505,-4.141852
2024-09-09,-4.337659,-4.060617
2024-09-10,-4.190600,-4.281797
2024-09-11,-4.242509,-4.212330
2024-09-12,-4.346327,-4.233459
2024-09-13,-4.608272,-4.307581
2024-09-16,-4.388920,-4.427401
2024-09-17,-4.444881,-4.380994
2024-09-18,-4.119565,-4.386339
2024-09-19,-4.573759,-4.246711
2024-09-20,-4.435985,-4.447343
2024-09-23,-4.471300,-4.431033
2024-09-24,-4.472916,-4.432889
2024-09-25,-4.847250,-4.437366
2024-09-26,-4.492577,-4.628808
2024-09-27,-4.664988,-4.552869
2024-09-30,-4.331602,-4.522604
2024-10-01,-4.485277,-4.494838
2024-10-02,-4.415138,-4.367099
2024-10-03,-4.329444,-4.384219
2024-10-04,-4.305141,-4.287320
2024-10-07,-4.553281,-4.296423
2024-10-08,-4.652576,-4.269209
2024-10-09,-4.670672,-4.432344
2024-10-10,-4.548998,-4.482432
2024-10-11,-4.502619,-4.421393
2024-10-14,-4.794792,-4.424227
2024-10-15,-4.423086,-4.558540
2024-10-16,-4.598724,-4.390035
2024-10-17,-4.545335,-4.440987
2024-10-18,-4.483359,-4.467345
2024-10-21,-4.620274,-4.422526
2024-10-22,-4.492241,-4.451249
2024-10-23,-4.349382,-4.442319
2024-10-24,-4.363830,-4.296354
2024-10-25,-4.480268,-4.285482
2024-10-28,-4.846882,-4.319698
2024-10-29,-4.620285,-4.487815
2024-10-30,-4.420483,-4.491978
2024-10-31,-4.201938,-4.336730
2024-11-01,-4.191847,-4.158015
2024-11-04,-4.591714,-4.183434
2024-11-05,-4.704376,-4.242436
2024-11-06,-4.008935,-4.435925
2024-11-07,-4.385851,-4.384369
2024-11-08,-4.759481,-4.302133
2024-11-11,-4.313304,-4.554457
2024-11-12,-4.403529,-4.412665
2024-11-13,-4.202044,-4.356910
2024-11-14,-4.166036,-4.369488
2024-11-15,-3.888607,-4.230813
2024-11-18,-4.492226,-4.034567
2024-11-19,-4.608369,-4.236381
2024-11-20,-4.505920,-4.390462
2024-11-21,-3.890265,-4.373965
2024-11-22,-4.293300,-4.176428
2024-11-25,-4.332155,-4.263733
2024-11-26,-4.214504,-4.299699
2024-11-27,-4.539216,-4.274807
2024-11-29,-4.829985,-4.370975
2024-12-02,-4.444004,-4.601576
2024-12-03,-4.564414,-4.544214
2024-12-04,-4.556468,-4.522410
2024-12-05,-4.596503,-4.585338
2024-12-06,-4.382137,-4.531169
2024-12-09,-4.229253,-4.523922
2024-12-10,-4.335789,-4.361735
2024-12-11,-4.536503,-4.360183
2024-12-12,-4.545873,-4.484800
2024-12-13,-4.268566,-4.456687
2024-12-16,-4.479934,-4.385918
2024-12-17,-4.254803,-4.413435
2024-12-18,-3.888170,-4.320219
2024-12-19,-4.144071,-3.917896
2024-12-20,-4.176356,-4.014727
2024-12-23,-4.719683,-4.132343
2024-12-24,-4.761886,-4.357710
2024-12-26,-4.578108,-4.526391
2024-12-27,-4.413869,-4.499504
2024-12-30,-4.452460,-4.389426
2024-12-31,-4.590752,-4.373886
