date,actual,arfimax
2024-07-01,-4.100138,-4.323278
2024-07-02,-4.399346,-4.334852
2024-07-03,-4.651203,-4.450451
2024-07-05,-4.714051,-4.537484
2024-07-08,-4.569139,-4.551936
2024-07-09,-4.887306,-4.548622
2024-07-10,-4.726445,-4.640168
2024-07-11,-4.018246,-4.593095
2024-07-12,-4.485268,-4.342033
2024-07-15,-4.193595,-4.545321
2024-07-16,-4.195503,-4.364975
2024-07-17,-4.226107,-4.379362
2024-07-18,-3.821019,-4.237468
2024-07-19,-4.189312,-4.069268
2024-07-22,-4.386696,-4.150847
2024-07-23,-4.091091,-4.362388
2024-07-24,-4.333481,-4.246927
2024-07-25,-3.940615,-4.070868
2024-07-26,-4.117912,-4.027287
2024-07-29,-4.496263,-4.245760
2024-07-30,-4.157181,-4.306229
2024-07-31,-4.035589,-4.133894
2024-08-01,-3.976698,-4.230398
2024-08-02,-3.355740,-4.028762
2024-08-05,-3.280448,-3.596327
2024-08-06,-3.834624,-3.091432
2024-08-07,-3.994995,-3.848192
2024-08-08,-4.095015,-3.758028
2024-08-09,-4.142411,-4.034622
2024-08-12,-4.129904,-4.147785
2024-08-13,-4.356949,-4.088401
2024-08-14,-4.297386,-4.326576
2024-08-15,-4.249469,-4.388256
2024-08-16,-4.817848,-4.412118
2024-08-19,-4.488307,-4.547619
2024-08-20,-4.576123,-4.486847
2024-08-21,-4.426348,-4.414533
2024-08-22,-4.425506,-4.386683
2024-08-23,-4.303563,-4.306002
2024-08-26,-4.549500,-4.392514
2024-08-27,-4.557294,-4.425797
2024-08-28,-4.465576,-4.477955
2024-08-29,-4.208886,-4.347808
2024-08-30,-4.422604,-4.379425
2024-09-03,-4.295549,-4.440801
2024-09-04,-4.437938,-4.034347
2024-09-05,-4.002571,-4.185576
2024-09-06,-4.193505,-4.142572
2024-09-09,-4.337659,-4.044344
2024-09-10,-4.190600,-4.334609
2024-09-11,-4.242509,-4.239223
2024-09-12,-4.346327,-4.337894
2024-09-13,-4.608272,-4.351234
2024-09-16,-4.388920,-4.463038
2024-09-17,-4.444881,-4.349646
2024-09-18,-4.119565,-4.363235
2024-09-19,-4.573759,-4.196688
2024-09-20,-4.435985,-4.503572
2024-09-23,-4.471300,-4.408232
2024-09-24,-4.472916,-4.448145
2024-09-25,-4.847250,-4.449361
2024-09-26,-4.492577,-4.586641
2024-09-27,-4.664988,-4.465160
2024-09-30,-4.331602,-4.431545
2024-10-01,-4.485277,-4.384637
2024-10-02,-4.415138,-4.268458
2024-10-03,-4.329444,-4.322208
2024-10-04,-4.305141,-4.189910
2024-10-07,-4.553281,-4.280207
2024-10-08,-4.652576,-4.121337
2024-10-09,-4.670672,-4.323467
2024-10-10,-4.548998,-4.349907
2024-10-11,-4.502619,-4.281735
2024-10-14,-4.794792,-4.314551
2024-10-15,-4.423086,-4.457374
2024-10-16,-4.598724,-4.251711
2024-10-17,-4.545335,-4.424002
2024-10-18,-4.483359,-4.378510
2024-10-21,-4.620274,-4.410319
2024-10-22,-4.492241,-4.415045
2024-10-23,-4.349382,-4.377264
2024-10-24,-4.363830,-4.262751
2024-10-25,-4.480268,-4.288289
2024-10-28,-4.846882,-4.268007
2024-10-29,-4.620285,-4.434230
2024-10-30,-4.420483,-4.390401
2024-10-31,-4.201938,-4.260824
2024-11-01,-4.191847,-4.062869
2024-11-04,-4.591714,-4.186928
2024-11-05,-4.704376,-4.264645
2024-11-06,-4.008935,-4.426629
2024-11-07,-4.385851,-4.448343
2024-11-08,-4.759481,-4.460708
2024-11-11,-4.313304,-4.606323
2024-11-12,-4.403529,-4.444658
2024-11-13,-4.202044,-4.453229
2024-11-14,-4.166036,-4.431670
2024-11-15,-3.888607,-4.352288
2024-11-18,-4.492226,-4.123204
2024-11-19,-4.608369,-4.398894
2024-11-20,-4.505920,-4.396245
2024-11-21,-3.890265,-4.348702
2024-11-22,-4.293300,-4.186015
2024-11-25,-4.332155,-4.399306
2024-11-26,-4.214504,-4.414136
2024-11-27,-4.539216,-4.415302
2024-11-29,-4.829985,-4.490726
2024-12-02,-4.444004,-4.645909
2024-12-03,-4.564414,-4.544916
2024-12-04,-4.556468,-4.546455
2024-12-05,-4.596503,-4.553589
2024-12-06,-4.382137,-4.535152
2024-12-09,-4.229253,-4.565894
2024-12-10,-4.335789,-4.349783
2024-12-11,-4.536503,-4.413241
2024-12-12,-4.545873,-4.529271
2024-12-13,-4.268566,-4.457749
2024-12-16,-4.479934,-4.390347
2024-12-17,-4.254803,-4.398448
2024-12-18,-3.888170,-4.261666
2024-12-19,-4.144071,-3.588401
2024-12-20,-4.176356,-4.004610
2024-12-23,-4.719683,-4.247097
2024-12-24,-4.761886,-4.461009
2024-12-26,-4.578108,-4.595932
2024-12-27,-4.413869,-4.470955
2024-12-30,-4.452460,-4.326157
2024-12-31,-4.590752,-4.301922
