date,actual,lstar
2023-09-18,-4.569406,-4.347707
2023-09-19,-4.540683,-4.529365
2023-09-20,-4.417475,-4.506413
2023-09-21,-4.249316,-4.407956
2023-09-22,-4.167776,-4.273580
2023-09-25,-4.164668,-4.208422
2023-09-26,-4.163331,-4.205938
2023-09-27,-3.966989,-4.204869
2023-09-28,-4.075102,-4.047972
2023-09-29,-4.288243,-4.134366
2023-10-02,-3.943977,-4.304687
2023-10-03,-4.162514,-4.029583
2023-10-04,-4.020864,-4.204217
2023-10-05,-4.318205,-4.091023
2023-10-06,-4.317263,-4.328630
2023-10-09,-4.187907,-4.327877
2023-10-10,-4.499405,-4.224508
2023-10-11,-4.442461,-4.473427
2023-10-12,-4.105995,-4.427923
2023-10-13,-4.193949,-4.159052
2023-10-16,-4.402850,-4.225175
2023-10-17,-4.236225,-4.406185
2023-10-18,-4.311626,-4.262034
2023-10-19,-3.805716,-4.327619
2023-10-20,-3.987051,-3.896232
2023-10-23,-4.120881,-4.046455
2023-10-24,-4.128972,-4.161577
2023-10-25,-4.095135,-4.168604
2023-10-26,-3.710548,-4.139254
2023-10-27,-3.814550,-3.821299
2023-10-30,-3.849196,-3.903341
2023-10-31,-4.327212,-3.931451
2023-11-01,-4.105115,-4.341121
2023-11-02,-4.269474,-4.147899
2023-11-03,-4.559146,-4.290995
2023-11-06,-4.317795,-4.536650
2023-11-07,-4.330180,-4.332965
2023-11-08,-4.591964,-4.343688
2023-11-09,-4.441652,-4.563068
2023-11-10,-4.506014,-4.439167
2023-11-13,-4.677100,-4.493074
2023-11-14,-4.351803,-4.629522
2023-11-15,-4.195639,-4.356821
2023-11-16,-4.243391,-4.223592
2023-11-17,-4.498041,-4.264352
2023-11-20,-4.848223,-4.479842
2023-11-21,-4.545665,-4.749456
2023-11-22,-4.609390,-4.519059
2023-11-24,-4.906919,-4.570585
2023-11-27,-4.649866,-4.788761
2023-11-28,-4.554459,-4.602636
2023-11-29,-4.527476,-4.526239
2023-11-30,-4.178366,-4.504145
2023-12-01,-4.621653,-4.208868
2023-12-04,-4.383217,-4.580356
2023-12-05,-3.977139,-4.383487
2023-12-06,-4.471092,-4.039441
2023-12-07,-4.448265,-4.457428
2023-12-08,-4.426105,-4.438334
2023-12-11,-4.521921,-4.419716
2023-12-12,-4.631617,-4.499574
2023-12-13,-4.299291,-4.588257
2023-12-14,-4.163908,-4.312083
2023-12-15,-4.419504,-4.196556
2023-12-18,-4.648128,-4.411610
2023-12-19,-4.714779,-4.597795
2023-12-20,-4.453922,-4.649256
2023-12-21,-4.496509,-4.440308
2023-12-22,-5.116287,-4.475568
2023-12-26,-5.429225,-4.907585
2023-12-27,-5.041131,-5.010179
2023-12-28,-5.279516,-4.867975
2023-12-29,-4.755399,-4.974929
2024-01-02,-4.338533,-4.679735
2024-01-03,-4.354323,-4.343592
2024-01-04,-4.286929,-4.356897
2024-01-05,-4.537344,-4.300029
2024-01-08,-4.558145,-4.509055
2024-01-09,-4.558313,-4.525971
2024-01-10,-4.585607,-4.526107
2024-01-11,-4.161725,-4.548138
2024-01-12,-4.418764,-4.194342
2024-01-16,-4.318495,-4.410991
2024-01-17,-4.639846,-4.326688
2024-01-18,-4.538115,-4.591289
2024-01-19,-4.699210,-4.509684
2024-01-22,-4.568307,-4.636911
2024-01-23,-4.797134,-4.534741
2024-01-24,-4.454843,-4.708788
2024-01-25,-4.434495,-4.442093
2024-01-26,-4.707534,-4.425189
2024-01-29,-4.889168,-4.643190
2024-01-30,-4.490004,-4.771828
2024-01-31,-4.235205,-4.471119
2024-02-01,-4.146501,-4.257073
2024-02-02,-3.935802,-4.181805
2024-02-05,-4.582950,-4.005680
2024-02-06,-4.624649,-4.546455
2024-02-07,-4.573121,-4.579449
2024-02-08,-4.664861,-4.538598
2024-02-09,-4.686043,-4.610702
2024-02-12,-4.607011,-4.626920
2024-02-13,-3.965830,-4.565561
2024-02-14,-4.400260,-4.030396
2024-02-15,-4.380964,-4.396596
2024-02-16,-4.401627,-4.380407
2024-02-20,-4.414795,-4.397741
2024-02-21,-4.550311,-4.408757
2024-02-22,-4.308932,-4.516671
2024-02-23,-4.369669,-4.316833
2024-02-26,-4.902565,-4.367750
2024-02-27,-4.986557,-4.778922
2024-02-28,-4.872557,-4.831995
2024-02-29,-4.501503,-4.758871
2024-03-01,-4.839406,-4.476981
2024-03-04,-4.738318,-4.736111
2024-03-05,-4.819620,-4.663194
2024-03-06,-4.356738,-4.722240
2024-03-07,-4.575285,-4.356929
2024-03-08,-4.312573,-4.536765
2024-03-11,-4.576984,-4.319890
2024-03-12,-4.416195,-4.538126
2024-03-13,-4.772890,-4.406558
2024-03-14,-4.212693,-4.688685
2024-03-15,-4.363801,-4.235955
2024-03-18,-4.602172,-4.362841
2024-03-19,-4.767350,-4.558214
2024-03-20,-4.541853,-4.684637
2024-03-21,-4.732989,-4.509830
2024-03-22,-4.745011,-4.659219
2024-03-25,-4.635954,-4.667446
2024-03-26,-4.755563,-4.583715
2024-03-27,-4.817043,-4.675304
2024-03-28,-4.684917,-4.720064
2024-04-01,-4.450553,-4.621837
2024-04-02,-4.865445,-4.433814
2024-04-03,-4.568944,-4.753947
2024-04-04,-4.501644,-4.530393
2024-04-05,-4.283385,-4.475790
2024-04-08,-4.833540,-4.294780
2024-04-09,-4.417683,-4.731756
2024-04-10,-4.312792,-4.406631
2024-04-11,-4.633031,-4.319328
2024-04-12,-4.606511,-4.581415
2024-04-15,-4.325816,-4.560434
2024-04-16,-4.291482,-4.330196
2024-04-17,-4.364176,-4.301540
2024-04-18,-4.317021,-4.362173
2024-04-19,-4.136329,-4.322857
2024-04-22,-4.461535,-4.172346
2024-04-23,-4.449049,-4.442868
2024-04-24,-4.395710,-4.432573
2024-04-25,-3.977044,-4.379178
2024-04-26,-4.370219,-4.053168
2024-04-29,-4.132568,-4.359328
2024-04-30,-3.870681,-4.174272
2024-05-01,-3.530220,-3.970344
2024-05-02,-3.983285,-3.705231
2024-05-03,-4.446041,-4.058028
2024-05-06,-4.814161,-4.418370
2024-05-07,-4.744967,-4.705021
2024-05-08,-4.908917,-4.651141
2024-05-09,-4.489622,-4.778806
2024-05-10,-4.778514,-4.452306
2024-05-13,-4.880576,-4.677264
2024-05-14,-4.653070,-4.756738
2024-05-15,-4.048862,-4.579582
2024-05-16,-4.433769,-4.109091
2024-05-17,-4.823446,-4.408814
2024-05-20,-4.916274,-4.712251
2024-05-21,-4.517305,-4.784536
2024-05-22,-4.641670,-4.473863
2024-05-23,-4.434859,-4.570704
2024-05-24,-4.797737,-4.409663
2024-05-28,-4.442723,-4.702181
2024-05-29,-4.687915,-4.427222
2024-05-30,-4.762179,-4.621809
2024-05-31,-4.331854,-4.676779
2024-06-03,-4.354182,-4.335530
2024-06-04,-4.361884,-4.354081
2024-06-05,-4.620056,-4.360473
2024-06-06,-4.670630,-4.569653
2024-06-07,-4.508630,-4.608683
2024-06-10,-4.686821,-4.480967
2024-06-11,-4.463332,-4.620981
2024-06-12,-4.296914,-4.444107
2024-06-13,-4.383769,-4.306449
2024-06-14,-4.762449,-4.378611
2024-06-17,-4.494514,-4.676974
2024-06-18,-4.500619,-4.469521
2024-06-20,-4.241385,-4.474476
2024-06-21,-4.337251,-4.260183
2024-06-24,-4.152931,-4.340016
2024-06-25,-4.577177,-4.186610
