date,actual,arfimax
2024-01-31,-4.634045,-4.895317
2024-02-01,-4.449410,-4.752960
2024-02-02,-4.694612,-4.770038
2024-02-05,-4.928656,-4.810228
2024-02-06,-4.963571,-4.862248
2024-02-07,-4.899920,-4.924900
2024-02-08,-5.160447,-4.920289
2024-02-09,-5.222069,-4.989791
2024-02-12,-4.780028,-4.987336
2024-02-13,-4.562486,-4.790147
2024-02-14,-4.914360,-4.621982
2024-02-15,-4.707906,-4.858228
2024-02-16,-4.762123,-4.787028
2024-02-20,-4.813164,-4.791508
2024-02-21,-4.869439,-4.724569
2024-02-22,-4.889848,-4.771394
2024-02-23,-4.872457,-4.829656
2024-02-26,-5.068484,-4.866923
2024-02-27,-5.111448,-4.909775
2024-02-28,-5.067009,-4.943175
2024-02-29,-5.035077,-4.903310
2024-03-01,-5.044998,-4.950133
2024-03-04,-4.617541,-4.965204
2024-03-05,-4.745950,-4.814501
2024-03-06,-4.311660,-4.793048
2024-03-07,-4.831980,-4.679075
2024-03-08,-4.558517,-4.832674
2024-03-11,-4.916797,-4.709802
2024-03-12,-4.655973,-4.798555
2024-03-13,-5.047014,-4.818104
2024-03-14,-4.506353,-4.909114
2024-03-15,-4.841234,-4.697672
2024-03-18,-5.139065,-4.807888
2024-03-19,-5.116374,-4.893792
2024-03-20,-4.667710,-4.924440
2024-03-21,-4.889679,-4.851138
2024-03-22,-5.026210,-4.940457
2024-03-25,-4.869935,-4.942996
2024-03-26,-5.124500,-4.875994
2024-03-27,-5.081047,-4.958817
2024-03-28,-4.978550,-4.975740
2024-04-01,-4.824813,-4.921162
2024-04-02,-5.071615,-4.833202
2024-04-03,-5.002873,-4.840149
2024-04-04,-4.741095,-4.838211
2024-04-05,-4.687530,-4.637923
2024-04-08,-5.067240,-4.702014
2024-04-09,-4.564140,-4.833887
2024-04-10,-4.513834,-4.683930
2024-04-11,-4.572116,-4.647120
2024-04-12,-3.935005,-4.718007
2024-04-15,-4.197342,-4.379338
2024-04-16,-4.193759,-4.403105
2024-04-17,-4.517758,-4.439180
2024-04-18,-4.459313,-4.524602
2024-04-19,-4.555872,-4.494674
2024-04-22,-4.796920,-4.488395
2024-04-23,-4.928366,-4.668989
2024-04-24,-4.790930,-4.740673
2024-04-25,-4.753699,-4.661167
2024-04-26,-4.928586,-4.699621
2024-04-29,-4.984686,-4.782302
2024-04-30,-4.785194,-4.794014
2024-05-01,-4.410231,-4.666785
2024-05-02,-4.684955,-4.609221
2024-05-03,-4.801033,-4.754799
2024-05-06,-4.973595,-4.848868
2024-05-07,-5.207181,-4.871987
2024-05-08,-4.818302,-4.951440
2024-05-09,-5.135455,-4.839733
2024-05-10,-5.149480,-4.983859
2024-05-13,-5.119162,-4.962438
2024-05-14,-4.961963,-4.872915
2024-05-15,-4.995034,-4.874645
2024-05-16,-4.751100,-4.968115
2024-05-17,-5.090873,-4.877887
2024-05-20,-4.080429,-5.030069
2024-05-21,-4.768692,-4.704384
2024-05-22,-4.642435,-4.993697
2024-05-23,-4.704313,-4.841970
2024-05-24,-5.108312,-4.847208
2024-05-28,-5.149632,-5.033008
