date,actual,enn,jnn
2023-10-11,-4.442461,-4.173458,-4.429259
2023-10-12,-4.105995,-4.171959,-4.472694
2023-10-13,-4.193949,-4.155306,-4.265176
2023-10-16,-4.402850,-4.146858,-4.212582
2023-10-17,-4.236225,-4.158172,-4.303311
2023-10-18,-4.311626,-4.150470,-4.306831
2023-10-19,-3.805716,-4.153401,-4.346327
2023-10-20,-3.987051,-4.131732,-4.007589
2023-10-23,-4.120881,-4.136325,-3.977617
2023-10-24,-4.128972,-4.143148,-4.020268
2023-10-25,-4.095135,-4.144114,-4.071369
2023-10-26,-3.710548,-4.142552,-4.078183
2023-10-27,-3.814550,-4.127865,-3.910661
2023-10-30,-3.849196,-4.129581,-3.898918
2023-10-31,-4.327212,-4.131328,-3.903734
2023-11-01,-4.105115,-4.152524,-4.107707
2023-11-02,-4.269474,-4.144017,-4.099497
2023-11-03,-4.559146,-4.150663,-4.232786
2023-11-06,-4.317795,-4.167110,-4.442224
2023-11-07,-4.330180,-4.155255,-4.446495
2023-11-08,-4.591964,-4.154633,-4.430897
2023-11-09,-4.441652,-4.169129,-4.537061
2023-11-10,-4.506014,-4.161988,-4.537784
2023-11-13,-4.677100,-4.164683,-4.568581
2023-11-14,-4.351803,-4.174642,-4.631730
2023-11-15,-4.195639,-4.444691,-4.522026
2023-11-16,-4.243391,-4.294913,-4.364036
2023-11-17,-4.498041,-4.266159,-4.260387
2023-11-20,-4.848223,-4.431808,-4.415156
2023-11-21,-4.545665,-4.629871,-4.660652
2023-11-22,-4.609390,-4.557621,-4.624089
2023-11-24,-4.906919,-4.564874,-4.631446
2023-11-27,-4.649866,-4.659414,-4.701875
2023-11-28,-4.554459,-4.601441,-4.661678
2023-11-29,-4.527476,-4.550988,-4.623541
2023-11-30,-4.178366,-4.526661,-4.594575
2023-12-01,-4.621653,-4.313262,-4.389678
2023-12-04,-4.383217,-4.508358,-4.539149
2023-12-05,-3.977139,-4.441726,-4.481280
2023-12-06,-4.471092,-4.150959,-4.210933
2023-12-07,-4.448265,-4.365405,-4.333364
2023-12-08,-4.426105,-4.437073,-4.422352
2023-12-11,-4.521921,-4.452384,-4.507851
2023-12-12,-4.631617,-4.499636,-4.548362
2023-12-13,-4.299291,-4.563175,-4.612586
2023-12-14,-4.163908,-4.407655,-4.486455
2023-12-15,-4.419504,-4.258619,-4.315042
2023-12-18,-4.648128,-4.372015,-4.367812
2023-12-19,-4.714779,-4.545886,-4.548308
2023-12-20,-4.453922,-4.609369,-4.627548
2023-12-21,-4.496509,-4.510198,-4.562245
2023-12-22,-5.116287,-4.503189,-4.551730
2023-12-26,-5.429225,-4.693727,-4.684704
2023-12-27,-5.041131,-4.737311,-4.712964
2023-12-28,-5.279516,-4.701203,-4.692925
2023-12-29,-4.755399,-4.725446,-4.707103
2024-01-02,-4.338533,-4.644060,-4.658686
2024-01-03,-4.354323,-4.454434,-4.527554
2024-01-04,-4.286929,-4.402320,-4.464080
2024-01-05,-4.537344,-4.337121,-4.366923
2024-01-08,-4.558145,-4.478136,-4.493042
2024-01-09,-4.558313,-4.530038,-4.554398
2024-01-10,-4.585607,-4.542025,-4.579120
2024-01-11,-4.161725,-4.554673,-4.589448
2024-01-12,-4.418764,-4.313187,-4.390240
2024-01-16,-4.318495,-4.393626,-4.426418
2024-01-17,-4.639846,-4.359124,-4.370188
2024-01-18,-4.538115,-4.539554,-4.557633
2024-01-19,-4.699210,-4.535497,-4.566809
2024-01-22,-4.568307,-4.581076,-4.604109
2024-01-23,-4.797134,-4.543054,-4.580029
2024-01-24,-4.454843,-4.614844,-4.626789
2024-01-25,-4.434495,-4.499672,-4.552711
2024-01-26,-4.707534,-4.456453,-4.518307
2024-01-29,-4.889168,-4.569240,-4.585255
2024-01-30,-4.490004,-4.643244,-4.641007
2024-01-31,-4.235205,-4.522816,-4.572397
2024-02-01,-4.146501,-4.343190,-4.432432
2024-02-02,-3.935802,-4.212516,-4.259668
2024-02-05,-4.582950,-4.037404,-4.046890
2024-02-06,-4.624649,-4.399914,-4.335850
2024-02-07,-4.573121,-4.534053,-4.523975
2024-02-08,-4.664861,-4.539377,-4.577110
2024-02-09,-4.686043,-4.571629,-4.598484
2024-02-12,-4.607011,-4.585527,-4.608119
2024-02-13,-3.965830,-4.559199,-4.593486
2024-02-14,-4.400260,-4.175298,-4.277874
2024-02-15,-4.380964,-4.321941,-4.333161
2024-02-16,-4.401627,-4.368601,-4.343663
2024-02-20,-4.414795,-4.409769,-4.448348
2024-02-21,-4.550311,-4.420617,-4.457752
2024-02-22,-4.308932,-4.467331,-4.485367
2024-02-23,-4.369669,-4.362502,-4.412519
2024-02-26,-4.902565,-4.362512,-4.403713
2024-02-27,-4.986557,-4.582309,-4.559397
2024-02-28,-4.872557,-4.628067,-4.600126
2024-02-29,-4.501503,-4.608401,-4.594492
2024-03-01,-4.839406,-4.491165,-4.528207
2024-03-04,-4.738318,-4.583767,-4.578270
2024-03-05,-4.819620,-4.571718,-4.571496
2024-03-06,-4.356738,-4.590005,-4.584012
2024-03-07,-4.575285,-4.420222,-4.477115
2024-03-08,-4.312573,-4.480748,-4.509581
2024-03-11,-4.576984,-4.366162,-4.412738
2024-03-12,-4.416195,-4.470328,-4.491087
2024-03-13,-4.772890,-4.421234,-4.453946
2024-03-14,-4.212693,-4.555936,-4.555221
2024-03-15,-4.363801,-4.333127,-4.398643
2024-03-18,-4.602172,-4.348323,-4.396032
2024-03-19,-4.767350,-4.475402,-4.471117
2024-03-20,-4.541853,-4.565761,-4.560694
2024-03-21,-4.732989,-4.501624,-4.529811
2024-03-22,-4.745011,-4.555863,-4.562262
2024-03-25,-4.635954,-4.588498,-4.556879
2024-03-26,-4.755563,-4.555478,-4.541141
2024-03-27,-4.817043,-4.587615,-4.557783
2024-03-28,-4.684917,-4.609038,-4.568905
2024-04-01,-4.450553,-4.575110,-4.552607
2024-04-02,-4.865445,-4.474613,-4.492866
2024-04-03,-4.568944,-4.604744,-4.563075
2024-04-04,-4.501644,-4.535711,-4.526342
2024-04-05,-4.283385,-4.489196,-4.500927
2024-04-08,-4.833540,-4.356307,-4.399220
2024-04-09,-4.417683,-4.577584,-4.537358
2024-04-10,-4.312792,-4.464206,-4.474511
2024-04-11,-4.633031,-4.367582,-4.412745
2024-04-12,-4.606511,-4.505785,-4.487274
2024-04-15,-4.325816,-4.531372,-4.514977
2024-04-16,-4.291482,-4.398016,-4.436080
2024-04-17,-4.364176,-4.330546,-4.370311
2024-04-18,-4.317021,-4.353654,-4.360822
2024-04-19,-4.136329,-4.337925,-4.352115
2024-04-22,-4.461535,-4.212350,-4.251766
2024-04-23,-4.449049,-4.376973,-4.360000
2024-04-24,-4.395710,-4.426450,-4.415355
2024-04-25,-3.977044,-4.426219,-4.428003
2024-04-26,-4.370219,-4.133156,-4.200937
2024-04-29,-4.132568,-4.292900,-4.275939
2024-04-30,-3.870681,-4.196515,-4.193521
2024-05-01,-3.530220,-4.000098,-4.062902
2024-05-02,-3.983285,-3.824074,-3.906427
2024-05-03,-4.446041,-3.946198,-3.961369
2024-05-06,-4.814161,-4.290597,-4.196259
2024-05-07,-4.744967,-4.586598,-4.506236
2024-05-08,-4.908917,-4.606537,-4.546916
2024-05-09,-4.489622,-4.642885,-4.567046
2024-05-10,-4.778514,-4.522175,-4.504369
2024-05-13,-4.880576,-4.601057,-4.545341
2024-05-14,-4.653070,-4.637536,-4.562530
2024-05-15,-4.048862,-4.582698,-4.538197
2024-05-16,-4.433769,-4.239227,-4.312251
2024-05-17,-4.823446,-4.370981,-4.367259
