date,actual,rw,ar,har,arfima,fnn,lstm,nar
2023-04-20,-4.848922,-4.846216,-4.651378,-4.677336,-4.683910,-4.742814,-4.721256,-4.729246
2023-04-21,-4.698583,-4.848922,-4.741205,-4.686852,-4.718166,-4.818881,-4.780759,-4.756203
2023-04-24,-5.000556,-4.698583,-4.711689,-4.661977,-4.658715,-4.765785,-4.725564,-4.721113
2023-04-25,-4.721959,-5.000556,-4.864934,-4.848049,-4.811129,-4.869844,-4.835637,-4.784593
2023-04-26,-4.441447,-4.721959,-4.758465,-4.723402,-4.699255,-4.786055,-4.750125,-4.747994
2023-04-27,-4.730653,-4.441447,-4.567239,-4.568512,-4.541825,-4.615780,-4.588314,-4.571602
2023-04-28,-4.666987,-4.730653,-4.690498,-4.698148,-4.657074,-4.677758,-4.650963,-4.704506
2023-05-01,-4.275632,-4.666987,-4.652152,-4.667538,-4.638419,-4.673551,-4.650293,-4.686813
2023-05-02,-4.213557,-4.275632,-4.423060,-4.438170,-4.434026,-4.465289,-4.464386,-4.436377
2023-05-03,-4.576588,-4.213557,-4.355105,-4.375188,-4.358793,-4.307877,-4.334307,-4.355660
2023-05-04,-4.104600,-4.576588,-4.500804,-4.550091,-4.518309,-4.451698,-4.478383,-4.505938
2023-05-05,-4.330812,-4.104600,-4.261826,-4.288681,-4.294030,-4.256956,-4.297134,-4.265199
2023-05-08,-4.583136,-4.330812,-4.321586,-4.369586,-4.369083,-4.316734,-4.348983,-4.323739
2023-05-09,-4.717424,-4.583136,-4.499110,-4.507483,-4.502092,-4.460274,-4.479819,-4.492214
2023-05-10,-4.605617,-4.717424,-4.572273,-4.601170,-4.597865,-4.644321,-4.626263,-4.562452
2023-05-11,-4.479638,-4.605617,-4.580013,-4.550985,-4.566881,-4.651703,-4.623607,-4.572587
2023-05-12,-4.616280,-4.479638,-4.535153,-4.514034,-4.504340,-4.568805,-4.551208,-4.513927
2023-05-15,-4.762251,-4.616280,-4.594752,-4.595680,-4.564937,-4.602012,-4.584700,-4.543301
2023-05-16,-4.651502,-4.762251,-4.671671,-4.674925,-4.651499,-4.698151,-4.671103,-4.663491
2023-05-17,-4.484584,-4.651502,-4.631834,-4.623089,-4.614699,-4.691641,-4.658726,-4.659620
2023-05-18,-4.647724,-4.484584,-4.552444,-4.538656,-4.527669,-4.589135,-4.568059,-4.563892
2023-05-19,-4.420679,-4.647724,-4.620579,-4.624756,-4.596113,-4.628271,-4.607027,-4.607869
2023-05-22,-4.374240,-4.420679,-4.502950,-4.504267,-4.486915,-4.508835,-4.502340,-4.507021
2023-05-23,-4.413673,-4.374240,-4.432646,-4.454672,-4.442709,-4.442965,-4.447412,-4.426028
2023-05-24,-4.582740,-4.413673,-4.449608,-4.455933,-4.447964,-4.418386,-4.432686,-4.448941
2023-05-25,-4.725750,-4.582740,-4.514236,-4.538107,-4.531377,-4.527519,-4.527480,-4.511674
2023-05-26,-4.764391,-4.725750,-4.614161,-4.609747,-4.620441,-4.661150,-4.639468,-4.622684
2023-05-30,-4.499998,-4.764391,-4.674663,-4.651769,-4.662979,-4.738472,-4.703574,-4.688217
2023-05-31,-4.404323,-4.499998,-4.572264,-4.535426,-4.541253,-4.618898,-4.594346,-4.566916
2023-06-01,-4.433777,-4.404323,-4.498941,-4.488826,-4.473120,-4.501822,-4.494221,-4.463181
2023-06-02,-4.652958,-4.433777,-4.484149,-4.493440,-4.469880,-4.452561,-4.459465,-4.459410
2023-06-05,-4.671153,-4.652958,-4.565660,-4.593729,-4.576454,-4.579189,-4.571908,-4.572789
2023-06-06,-4.915228,-4.671153,-4.601491,-4.597021,-4.605549,-4.652369,-4.627845,-4.637783
2023-06-07,-4.655587,-4.915228,-4.751809,-4.742869,-4.743900,-4.803800,-4.771679,-4.765372
2023-06-08,-5.151167,-4.655587,-4.683206,-4.639728,-4.643947,-4.729985,-4.694376,-4.690909
2023-06-09,-4.715828,-5.151167,-4.919275,-4.920134,-4.889512,-4.908289,-4.889655,-4.861825
2023-06-12,-4.662059,-4.715828,-4.784656,-4.721377,-4.717900,-4.790690,-4.767049,-4.783455
2023-06-13,-4.740325,-4.662059,-4.687527,-4.696028,-4.670064,-4.747076,-4.710920,-4.696228
2023-06-14,-4.537738,-4.740325,-4.748328,-4.722865,-4.696577,-4.727249,-4.694111,-4.741820
2023-06-15,-4.842920,-4.537738,-4.599423,-4.620581,-4.595072,-4.625138,-4.605487,-4.629443
2023-06-16,-5.012285,-4.842920,-4.724543,-4.742690,-4.730145,-4.751803,-4.719841,-4.746711
2023-06-20,-4.881365,-5.012285,-4.858676,-4.842781,-4.841013,-4.857635,-4.832134,-4.892446
2023-06-21,-4.663333,-4.881365,-4.816461,-4.798913,-4.804610,-4.864043,-4.835950,-4.845840
2023-06-22,-4.709885,-4.663333,-4.727933,-4.692686,-4.695188,-4.760519,-4.730418,-4.734732
2023-06-23,-4.861315,-4.709885,-4.727289,-4.727459,-4.697847,-4.732458,-4.696629,-4.726142
2023-06-26,-4.807169,-4.861315,-4.783077,-4.801995,-4.771110,-4.787757,-4.754178,-4.789866
2023-06-27,-5.010924,-4.807169,-4.757185,-4.765807,-4.757971,-4.797164,-4.762766,-4.810019
2023-06-28,-4.900019,-5.010924,-4.872100,-4.871299,-4.864128,-4.884809,-4.856080,-4.902596
2023-06-29,-4.342076,-4.900019,-4.861078,-4.836454,-4.831656,-4.868210,-4.840239,-4.879790
2023-06-30,-4.747399,-4.342076,-4.556885,-4.550986,-4.546026,-4.581522,-4.577210,-4.575148
2023-07-03,-4.985746,-4.747399,-4.694772,-4.733330,-4.693016,-4.679309,-4.650294,-4.680770
2023-07-05,-4.954682,-4.985746,-4.834061,-4.858818,-4.829964,-4.805381,-4.784905,-4.840824
2023-07-06,-4.672252,-4.954682,-4.820918,-4.844339,-4.846688,-4.880339,-4.853266,-4.880383
2023-07-07,-5.065536,-4.672252,-4.732328,-4.697997,-4.715143,-4.773080,-4.745742,-4.776077
2023-07-10,-4.938303,-5.065536,-4.917700,-4.929967,-4.893244,-4.889681,-4.862374,-4.897351
2023-07-11,-4.782543,-4.938303,-4.892069,-4.883441,-4.862141,-4.877980,-4.852583,-4.866774
2023-07-12,-4.428398,-4.782543,-4.784665,-4.798640,-4.785670,-4.831063,-4.800897,-4.824870
2023-07-13,-4.884270,-4.428398,-4.610166,-4.595499,-4.589151,-4.600692,-4.586120,-4.624081
2023-07-14,-4.065681,-4.884270,-4.764235,-4.822072,-4.776433,-4.756622,-4.704931,-4.790362
2023-07-17,-4.559783,-4.065681,-4.369860,-4.374136,-4.385873,-4.341215,-4.390389,-4.370626
2023-07-18,-4.930049,-4.559783,-4.479090,-4.577038,-4.555614,-4.506472,-4.469354,-4.528509
2023-07-19,-4.732601,-4.930049,-4.749244,-4.760201,-4.758506,-4.704413,-4.707829,-4.771012
2023-07-20,-5.071799,-4.732601,-4.649165,-4.687958,-4.704044,-4.757184,-4.730508,-4.687807
2023-07-21,-4.848460,-5.071799,-4.878743,-4.857434,-4.876467,-4.903988,-4.859953,-4.804371
2023-07-24,-4.757714,-4.848460,-4.847555,-4.804643,-4.803291,-4.848533,-4.821337,-4.843407
2023-07-25,-4.724183,-4.757714,-4.764921,-4.775771,-4.753092,-4.808661,-4.762852,-4.712201
2023-07-26,-4.831513,-4.724183,-4.754514,-4.747083,-4.726025,-4.756003,-4.711776,-4.724107
2023-07-27,-4.705059,-4.831513,-4.772431,-4.802909,-4.772745,-4.792009,-4.745714,-4.795723
2023-07-28,-5.231680,-4.705059,-4.712109,-4.719820,-4.716931,-4.744915,-4.709775,-4.725455
2023-07-31,-4.889621,-5.231680,-4.969191,-4.989414,-4.974636,-4.935181,-4.908510,-4.986575
2023-08-01,-5.194043,-4.889621,-4.882403,-4.839444,-4.856553,-4.880041,-4.865247,-4.871544
2023-08-02,-4.761773,-5.194043,-5.008902,-5.014968,-5.000592,-4.981611,-4.957865,-4.973754
2023-08-03,-4.933614,-4.761773,-4.869457,-4.811282,-4.814457,-4.833909,-4.819173,-4.823736
2023-08-04,-4.793869,-4.933614,-4.868672,-4.906254,-4.869558,-4.883470,-4.828558,-4.874027
2023-08-07,-4.950713,-4.793869,-4.828769,-4.813532,-4.804785,-4.808791,-4.773193,-4.795549
2023-08-08,-4.483647,-4.950713,-4.849154,-4.890635,-4.870411,-4.871616,-4.823838,-4.897714
2023-08-09,-4.775107,-4.483647,-4.643082,-4.626288,-4.652792,-4.645831,-4.638104,-4.657888
2023-08-10,-4.742257,-4.775107,-4.709560,-4.759811,-4.744720,-4.740358,-4.680389,-4.759020
2023-08-11,-4.966407,-4.742257,-4.726997,-4.731731,-4.738806,-4.725311,-4.697080,-4.730968
2023-08-14,-5.043877,-4.966407,-4.803847,-4.848947,-4.848085,-4.852016,-4.815898,-4.862689
2023-08-15,-4.649863,-5.043877,-4.914174,-4.891400,-4.913455,-4.909881,-4.885090,-4.907078
2023-08-16,-4.824596,-4.649863,-4.734534,-4.725398,-4.741009,-4.776034,-4.744905,-4.760386
2023-08-17,-4.633602,-4.824596,-4.790119,-4.811173,-4.790808,-4.807718,-4.758015,-4.757373
2023-08-18,-4.732842,-4.633602,-4.701979,-4.714288,-4.702010,-4.698690,-4.667246,-4.708586
2023-08-21,-4.817127,-4.732842,-4.686651,-4.744658,-4.728875,-4.734580,-4.693500,-4.718972
2023-08-22,-4.645823,-4.817127,-4.754658,-4.766484,-4.771273,-4.771416,-4.735535,-4.795617
2023-08-23,-4.813068,-4.645823,-4.664234,-4.686415,-4.696378,-4.714264,-4.679313,-4.710058
2023-08-24,-4.585962,-4.813068,-4.739411,-4.762474,-4.761914,-4.774979,-4.732853,-4.752104
2023-08-25,-4.489311,-4.585962,-4.647849,-4.654818,-4.662406,-4.669119,-4.641354,-4.671226
2023-08-28,-4.939350,-4.489311,-4.550184,-4.592738,-4.591531,-4.584646,-4.562815,-4.551223
2023-08-29,-4.898524,-4.939350,-4.771174,-4.808407,-4.789820,-4.762094,-4.741506,-4.792739
2023-08-30,-4.863022,-4.898524,-4.794138,-4.804321,-4.812764,-4.827834,-4.797521,-4.830748
2023-08-31,-4.942042,-4.863022,-4.789405,-4.791379,-4.809661,-4.853574,-4.813042,-4.807007
2023-09-01,-4.984647,-4.942042,-4.873730,-4.849353,-4.853261,-4.875396,-4.837490,-4.860374
2023-09-05,-4.542175,-4.984647,-4.902241,-4.902615,-4.887911,-4.898140,-4.866483,-4.887131
2023-09-06,-4.950109,-4.542175,-4.682670,-4.671279,-4.683195,-4.707981,-4.680511,-4.671759
2023-09-07,-5.043717,-4.950109,-4.827525,-4.861853,-4.836208,-4.831735,-4.788480,-4.850571
2023-09-08,-5.061355,-5.043717,-4.920708,-4.917516,-4.911103,-4.888034,-4.865915,-4.919945
2023-09-11,-4.855879,-5.061355,-4.923831,-4.937012,-4.944131,-4.941108,-4.922106,-4.956299
2023-09-12,-4.733636,-4.855879,-4.874891,-4.835073,-4.858287,-4.878955,-4.847690,-4.872128
2023-09-13,-4.763624,-4.733636,-4.788942,-4.791801,-4.782202,-4.801287,-4.757324,-4.799367
2023-09-14,-4.730257,-4.763624,-4.770478,-4.792177,-4.775709,-4.767257,-4.732059,-4.763009
2023-09-15,-4.839644,-4.730257,-4.725988,-4.754362,-4.752628,-4.742279,-4.709658,-4.765833
2023-09-18,-5.119803,-4.839644,-4.764277,-4.791413,-4.797668,-4.792912,-4.757066,-4.821609
2023-09-19,-4.961515,-5.119803,-4.929419,-4.939021,-4.943913,-4.912056,-4.892064,-4.960789
2023-09-20,-4.773701,-4.961515,-4.899948,-4.883569,-4.904486,-4.903504,-4.888444,-4.910964
2023-09-21,-4.513244,-4.773701,-4.808965,-4.798245,-4.811523,-4.828018,-4.807556,-4.805072
2023-09-22,-4.550704,-4.513244,-4.662428,-4.662439,-4.662479,-4.645054,-4.630236,-4.654636
2023-09-25,-4.597827,-4.550704,-4.604396,-4.659433,-4.639377,-4.596224,-4.577138,-4.609588
2023-09-26,-4.671582,-4.597827,-4.594671,-4.645390,-4.645725,-4.598598,-4.582366,-4.632428
2023-09-27,-4.524136,-4.671582,-4.614126,-4.660959,-4.676502,-4.656376,-4.631698,-4.682704
2023-09-28,-4.571494,-4.524136,-4.558092,-4.576689,-4.608458,-4.590718,-4.576826,-4.603668
2023-09-29,-4.640681,-4.571494,-4.567586,-4.599935,-4.613675,-4.597945,-4.579576,-4.589067
2023-10-02,-4.545035,-4.640681,-4.609225,-4.636348,-4.643476,-4.629696,-4.608855,-4.617286
2023-10-03,-4.624396,-4.545035,-4.558227,-4.586555,-4.601610,-4.593885,-4.578716,-4.569868
2023-10-04,-4.663163,-4.624396,-4.593249,-4.618410,-4.629998,-4.629808,-4.607134,-4.610651
2023-10-05,-4.407676,-4.663163,-4.627993,-4.643141,-4.653116,-4.656615,-4.631996,-4.650211
2023-10-06,-4.437592,-4.407676,-4.497471,-4.513469,-4.533413,-4.518270,-4.518231,-4.493373
2023-10-09,-4.726368,-4.437592,-4.480445,-4.510823,-4.518528,-4.485888,-4.486738,-4.477509
2023-10-10,-4.716536,-4.726368,-4.620827,-4.654229,-4.649032,-4.629661,-4.615692,-4.646224
2023-10-11,-4.673473,-4.716536,-4.638823,-4.653845,-4.672759,-4.693181,-4.666450,-4.667999
2023-10-12,-4.642399,-4.673473,-4.639572,-4.633557,-4.662880,-4.702713,-4.672792,-4.662690
2023-10-13,-3.716556,-4.642399,-4.648328,-4.633859,-4.648542,-4.676089,-4.648376,-4.655696
2023-10-16,-4.331904,-3.716556,-4.158067,-4.152014,-4.189833,-4.129190,-4.199162,-4.081995
2023-10-17,-4.500339,-4.331904,-4.311250,-4.409105,-4.376883,-4.246789,-4.247716,-4.309336
2023-10-18,-4.416535,-4.500339,-4.432051,-4.470722,-4.477387,-4.369116,-4.431187,-4.494221
2023-10-19,-4.342321,-4.416535,-4.357863,-4.411266,-4.459131,-4.442649,-4.467953,-4.413571
2023-10-20,-4.303984,-4.342321,-4.387597,-4.353873,-4.421231,-4.396849,-4.422767,-4.428499
2023-10-23,-4.556210,-4.303984,-4.367949,-4.371625,-4.392017,-4.340847,-4.379682,-4.373136
2023-10-24,-4.745828,-4.556210,-4.477018,-4.502450,-4.505016,-4.485722,-4.487544,-4.436884
2023-10-25,-4.878774,-4.745828,-4.607101,-4.607647,-4.623346,-4.651338,-4.633195,-4.616294
2023-10-26,-4.529273,-4.878774,-4.722966,-4.701017,-4.723755,-4.789038,-4.747097,-4.734984
2023-10-27,-4.368143,-4.529273,-4.605837,-4.550382,-4.586501,-4.646011,-4.636370,-4.594385
2023-10-30,-4.582109,-4.368143,-4.494354,-4.478947,-4.483009,-4.492826,-4.489854,-4.454398
2023-10-31,-4.783922,-4.582109,-4.568827,-4.579494,-4.558866,-4.544895,-4.526951,-4.546534
2023-11-01,-4.570422,-4.783922,-4.657667,-4.676132,-4.670304,-4.685880,-4.659558,-4.676519
2023-11-02,-4.616792,-4.570422,-4.576410,-4.557661,-4.595243,-4.636130,-4.622514,-4.613201
2023-11-03,-4.693017,-4.616792,-4.604666,-4.584918,-4.606648,-4.646753,-4.607912,-4.635288
2023-11-06,-4.864376,-4.693017,-4.660177,-4.641334,-4.645630,-4.672726,-4.639071,-4.653882
2023-11-07,-5.031573,-4.864376,-4.740727,-4.741539,-4.740124,-4.779785,-4.733340,-4.736177
2023-11-08,-4.763367,-5.031573,-4.867434,-4.838584,-4.849542,-4.883747,-4.841556,-4.847203
2023-11-09,-4.702770,-4.763367,-4.775825,-4.727120,-4.752947,-4.809042,-4.779347,-4.781295
2023-11-10,-5.047102,-4.702770,-4.731758,-4.704422,-4.709515,-4.757519,-4.707744,-4.709787
2023-11-13,-4.945960,-5.047102,-4.901433,-4.889082,-4.867046,-4.869909,-4.818415,-4.860402
2023-11-14,-4.738962,-4.945960,-4.869833,-4.849192,-4.856003,-4.877852,-4.845255,-4.861065
2023-11-15,-4.898074,-4.738962,-4.763716,-4.740402,-4.761140,-4.800528,-4.767879,-4.791183
2023-11-16,-4.879413,-4.898074,-4.845304,-4.825689,-4.819715,-4.836324,-4.792628,-4.857950
2023-11-17,-5.077389,-4.879413,-4.833931,-4.830961,-4.822267,-4.831440,-4.796878,-4.834877
2023-11-20,-4.895341,-5.077389,-4.922906,-4.928355,-4.923815,-4.917187,-4.891183,-4.927426
2023-11-21,-5.024264,-4.895341,-4.877717,-4.844871,-4.861007,-4.872484,-4.848145,-4.892229
2023-11-22,-5.202669,-5.024264,-4.927366,-4.927128,-4.916874,-4.916801,-4.887095,-4.937522
2023-11-24,-5.558822,-5.202669,-5.051731,-5.034280,-5.019492,-4.969649,-4.964851,-4.986937
2023-11-27,-5.261510,-5.558822,-5.256466,-5.250147,-5.226830,-5.058923,-5.120170,-5.164219
2023-11-28,-5.100163,-5.261510,-5.187510,-5.126226,-5.139823,-5.035279,-5.094562,-5.079406
2023-11-29,-4.856438,-5.100163,-5.100457,-5.067750,-5.057249,-4.996692,-5.019655,-5.044800
2023-11-30,-4.956418,-4.856438,-4.965675,-4.945314,-4.920060,-4.885564,-4.868145,-4.908991
2023-12-01,-4.928064,-4.956418,-4.931682,-4.977621,-4.935257,-4.889795,-4.853174,-4.938541
2023-12-04,-4.766515,-4.928064,-4.896506,-4.923771,-4.916274,-4.870348,-4.838812,-4.921664
2023-12-05,-4.809864,-4.766515,-4.786344,-4.816705,-4.828555,-4.804118,-4.769466,-4.859112
2023-12-06,-4.884886,-4.809864,-4.791583,-4.818767,-4.826499,-4.799965,-4.756272,-4.843203
2023-12-07,-4.958998,-4.884886,-4.822614,-4.857802,-4.856464,-4.823531,-4.785299,-4.857414
2023-12-08,-5.039291,-4.958998,-4.858540,-4.892973,-4.897617,-4.868785,-4.835336,-4.882317
2023-12-11,-5.099700,-5.039291,-4.922919,-4.937207,-4.947270,-4.913749,-4.888703,-4.933396
2023-12-12,-4.976084,-5.099700,-4.982174,-4.990028,-4.991835,-4.947608,-4.933250,-4.970168
2023-12-13,-4.812809,-4.976084,-4.941278,-4.944120,-4.944835,-4.918211,-4.900337,-4.918824
2023-12-14,-4.503892,-4.812809,-4.849200,-4.861373,-4.857316,-4.843652,-4.812072,-4.844553
2023-12-15,-4.608864,-4.503892,-4.657769,-4.684184,-4.681387,-4.644414,-4.621216,-4.665614
2023-12-18,-4.928934,-4.608864,-4.637230,-4.703600,-4.686204,-4.636954,-4.613677,-4.666706
2023-12-19,-5.027016,-4.928934,-4.780902,-4.843583,-4.833090,-4.772788,-4.748733,-4.831920
2023-12-20,-4.769325,-5.027016,-4.857029,-4.894021,-4.910923,-4.876133,-4.855899,-4.919130
2023-12-21,-4.931621,-4.769325,-4.772639,-4.768278,-4.806284,-4.812966,-4.797604,-4.814365
2023-12-22,-5.251427,-4.931621,-4.861038,-4.872603,-4.869239,-4.860896,-4.835650,-4.856649
2023-12-26,-5.530211,-5.251427,-5.047844,-5.066075,-5.040985,-4.956756,-4.960131,-4.973537
2023-12-27,-5.332298,-5.530211,-5.229338,-5.238532,-5.225590,-5.051407,-5.114777,-5.120177
2023-12-28,-5.370128,-5.332298,-5.210748,-5.163740,-5.183088,-5.049983,-5.126215,-5.097647
2023-12-29,-5.685389,-5.370128,-5.257742,-5.221178,-5.210563,-5.059252,-5.134992,-5.128737
2024-01-02,-5.014219,-5.685389,-5.449293,-5.424597,-5.383086,-5.094417,-5.207735,-5.201950
2024-01-03,-4.862742,-5.014219,-5.122604,-5.092518,-5.094260,-4.974762,-5.047997,-5.056918
2024-01-04,-5.038724,-4.862742,-4.964520,-4.975254,-4.965236,-4.907795,-4.917598,-4.952931
2024-01-05,-4.854554,-5.038724,-5.020464,-5.040676,-5.012511,-4.910155,-4.894782,-4.994174
2024-01-08,-4.666176,-4.854554,-4.861064,-4.920679,-4.919886,-4.847219,-4.829873,-4.894071
2024-01-09,-5.121918,-4.666176,-4.727149,-4.765056,-4.800854,-4.751438,-4.732240,-4.802620
2024-01-10,-4.987074,-5.121918,-4.945836,-4.988527,-4.993981,-4.891586,-4.876835,-5.014885
2024-01-11,-4.847276,-4.987074,-4.912012,-4.932976,-4.960624,-4.891064,-4.877633,-4.925931
2024-01-12,-4.089543,-4.847276,-4.827739,-4.853421,-4.889104,-4.861170,-4.847871,-4.857527
2024-01-16,-4.380017,-4.089543,-4.445404,-4.441048,-4.491851,-4.400171,-4.435596,-4.461072
2024-01-17,-4.678233,-4.380017,-4.455024,-4.555320,-4.538415,-4.412031,-4.423856,-4.443067
2024-01-18,-4.846248,-4.678233,-4.590992,-4.668063,-4.671112,-4.544246,-4.551961,-4.605990
2024-01-19,-4.942414,-4.846248,-4.656421,-4.740963,-4.776006,-4.734956,-4.710336,-4.752323
2024-01-22,-4.964053,-4.942414,-4.789354,-4.794599,-4.850249,-4.836126,-4.810751,-4.827990
2024-01-23,-5.119310,-4.964053,-4.862717,-4.860832,-4.884458,-4.874925,-4.850770,-4.873219
2024-01-24,-5.000860,-5.119310,-4.975134,-4.983092,-4.978153,-4.938417,-4.925014,-4.871613
2024-01-25,-5.025508,-5.000860,-4.948818,-4.947728,-4.945056,-4.917906,-4.908049,-4.883244
2024-01-26,-5.304895,-5.025508,-4.956810,-4.971289,-4.959220,-4.927367,-4.908782,-4.926927
2024-01-29,-5.125683,-5.304895,-5.121042,-5.128527,-5.106981,-4.997134,-5.008789,-5.050997
2024-01-30,-4.870328,-5.125683,-5.057338,-5.051058,-5.052625,-4.977734,-4.994222,-5.025526
2024-01-31,-4.634045,-4.870328,-4.914585,-4.911220,-4.922366,-4.893090,-4.882771,-4.909883
2024-02-01,-4.449410,-4.634045,-4.768177,-4.769614,-4.775064,-4.739936,-4.711227,-4.778229
2024-02-02,-4.694612,-4.449410,-4.593467,-4.637360,-4.640810,-4.568676,-4.552116,-4.595196
2024-02-05,-4.928656,-4.694612,-4.650386,-4.715638,-4.722923,-4.645342,-4.616463,-4.689155
2024-02-06,-4.963571,-4.928656,-4.773144,-4.817224,-4.845235,-4.777973,-4.760422,-4.840147
2024-02-07,-4.899920,-4.963571,-4.822873,-4.839390,-4.888099,-4.857792,-4.836428,-4.881647
2024-02-08,-5.160447,-4.899920,-4.838697,-4.825404,-4.871391,-4.859945,-4.834025,-4.851280
2024-02-09,-5.222069,-5.160447,-4.999681,-4.997471,-5.004591,-4.944091,-4.930603,-4.950551
2024-02-12,-4.780028,-5.222069,-5.073040,-5.059799,-5.067554,-4.983763,-4.994975,-4.984551
2024-02-13,-4.562486,-4.780028,-4.855354,-4.835718,-4.867653,-4.848419,-4.849492,-4.843382
2024-02-14,-4.914360,-4.562486,-4.705230,-4.703944,-4.720672,-4.698558,-4.666008,-4.706348
2024-02-15,-4.707906,-4.914360,-4.838268,-4.879135,-4.856920,-4.788433,-4.750445,-4.843989
2024-02-16,-4.762123,-4.707906,-4.713408,-4.754812,-4.770703,-4.724492,-4.710724,-4.731833
2024-02-20,-4.813164,-4.762123,-4.710399,-4.753165,-4.781118,-4.762071,-4.720966,-4.776986
2024-02-21,-4.869439,-4.813164,-4.772640,-4.779446,-4.803870,-4.771143,-4.739794,-4.823444
2024-02-22,-4.889848,-4.869439,-4.790137,-4.826321,-4.835563,-4.642453,-4.806092,-4.809834
2024-02-23,-4.872457,-4.889848,-4.819769,-4.833701,-4.853189,-4.641023,-4.830822,-4.797169
2024-02-26,-5.068484,-4.872457,-4.823529,-4.834761,-4.850363,-4.641472,-4.831924,-4.841963
2024-02-27,-5.111448,-5.068484,-4.934605,-4.946605,-4.950416,-4.628290,-4.915730,-4.907935
2024-02-28,-5.067009,-5.111448,-4.988806,-4.986774,-4.996208,-4.629028,-4.967939,-4.953412
2024-02-29,-5.035077,-5.067009,-4.982969,-4.977728,-4.991511,-4.629105,-4.976182,-4.958924
2024-03-01,-5.044998,-5.035077,-4.984780,-4.971917,-4.980960,-4.629728,-4.958964,-4.950354
2024-03-04,-4.617541,-5.044998,-4.987728,-4.989335,-4.986712,-4.629374,-4.952952,-4.962370
2024-03-05,-4.745950,-4.617541,-4.750152,-4.760459,-4.773254,-4.656546,-4.756595,-4.755348
2024-03-06,-4.311660,-4.745950,-4.751765,-4.796782,-4.790687,-4.643502,-4.732721,-4.778654
2024-03-07,-4.831980,-4.311660,-4.506754,-4.541902,-4.561540,-4.681353,-4.500600,-4.541637
2024-03-08,-4.558517,-4.831980,-4.681631,-4.769502,-4.767064,-4.638284,-4.686712,-4.738494
2024-03-11,-4.916797,-4.558517,-4.599039,-4.607703,-4.658638,-4.671369,-4.622712,-4.656018
2024-03-12,-4.655973,-4.916797,-4.733354,-4.794268,-4.818165,-4.634467,-4.783052,-4.800003
2024-03-13,-5.047014,-4.655973,-4.691972,-4.664448,-4.717679,-4.661433,-4.707282,-4.693317
2024-03-14,-4.506353,-5.047014,-4.852543,-4.893847,-4.897257,-4.625865,-4.867063,-4.875799
2024-03-15,-4.841234,-4.506353,-4.653937,-4.620512,-4.664551,-4.670310,-4.665956,-4.619164
2024-03-18,-5.139065,-4.841234,-4.739708,-4.795198,-4.786690,-4.635466,-4.755358,-4.769251
2024-03-19,-5.116374,-5.139065,-4.960681,-4.948028,-4.955501,-4.629682,-4.906273,-4.873493
2024-03-20,-4.667710,-5.116374,-4.952316,-4.971099,-4.986708,-4.630382,-4.979569,-4.971967
2024-03-21,-4.889679,-4.667710,-4.774860,-4.738669,-4.781033,-4.652202,-4.805211,-4.747796
2024-03-22,-5.026210,-4.889679,-4.858174,-4.866850,-4.851351,-4.633399,-4.817354,-4.866474
2024-03-25,-4.869935,-5.026210,-4.929200,-4.943485,-4.928080,-4.636287,-4.880770,-4.885467
2024-03-26,-5.124500,-4.869935,-4.827228,-4.853829,-4.868621,-4.644181,-4.867035,-4.866501
2024-03-27,-5.081047,-5.124500,-4.974546,-4.972121,-4.987903,-4.623595,-4.952891,-4.984224
2024-03-28,-4.978550,-5.081047,-4.997458,-4.980381,-4.993306,-4.632737,-4.971262,-4.995154
2024-04-01,-4.824813,-4.978550,-4.936274,-4.938573,-4.950609,-4.634065,-4.950811,-4.930574
2024-04-02,-5.071615,-4.824813,-4.868658,-4.852463,-4.867482,-4.643253,-4.859126,-4.866501
2024-04-03,-5.002873,-5.071615,-4.961455,-4.980810,-4.972095,-4.627045,-4.917877,-4.979495
2024-04-04,-4.741095,-5.002873,-4.939064,-4.941296,-4.957100,-4.637588,-4.924861,-4.936709
2024-04-05,-4.687530,-4.741095,-4.789755,-4.798510,-4.826603,-4.649001,-4.825826,-4.840378
2024-04-08,-5.067240,-4.687530,-4.747680,-4.753678,-4.770116,-4.651095,-4.734688,-4.780453
2024-04-09,-4.564140,-5.067240,-4.910470,-4.948436,-4.939975,-4.629199,-4.863262,-4.932636
2024-04-10,-4.513834,-4.564140,-4.668047,-4.681763,-4.721103,-4.667725,-4.711251,-4.690844
2024-04-11,-4.572116,-4.513834,-4.585369,-4.624921,-4.650551,-4.660062,-4.616491,-4.633098
2024-04-12,-3.935005,-4.572116,-4.618966,-4.638350,-4.651711,-4.664054,-4.583027,-4.652525
2024-04-15,-4.197342,-3.935005,-4.226884,-4.290277,-4.320688,-4.708155,-4.257729,-4.203399
2024-04-16,-4.193759,-4.197342,-4.263582,-4.345755,-4.369841,-4.682066,-4.261606,-4.277276
2024-04-17,-4.517758,-4.193759,-4.260906,-4.316484,-4.354814,-4.695962,-4.264305,-4.329568
2024-04-18,-4.459313,-4.517758,-4.370222,-4.465396,-4.502591,-4.669881,-4.459961,-4.399397
2024-04-19,-4.555872,-4.459313,-4.422410,-4.427248,-4.501039,-4.678305,-4.494512,-4.449167
2024-04-22,-4.796920,-4.555872,-4.487466,-4.511405,-4.552446,-4.665327,-4.559041,-4.504168
2024-04-23,-4.928366,-4.796920,-4.664882,-4.664564,-4.685541,-4.650648,-4.692405,-4.609484
