date,actual,lstar
2024-06-13,-4.121991,-3.914602
2024-06-14,-4.285418,-4.208949
2024-06-17,-4.123458,-4.330193
2024-06-18,-4.130674,-4.210038
2024-06-20,-4.138365,-4.215391
2024-06-21,-4.171661,-4.221097
2024-06-24,-4.055467,-4.245799
2024-06-25,-4.626315,-4.159597
2024-06-26,-4.333211,-4.583099
2024-06-27,-4.471078,-4.365650
2024-06-28,-4.253159,-4.468029
2024-07-01,-4.205147,-4.305939
2024-07-02,-4.434701,-4.270227
2024-07-03,-4.767712,-4.440971
2024-07-05,-4.717684,-4.746382
2024-07-08,-4.316839,-4.654060
2024-07-09,-4.640904,-4.353305
2024-07-10,-4.577443,-4.594346
2024-07-11,-4.010659,-4.547144
2024-07-12,-4.492156,-4.125565
2024-07-15,-4.377779,-4.483706
2024-07-16,-4.561966,-4.398632
2024-07-17,-4.285811,-4.535631
2024-07-18,-3.830298,-4.330226
2024-07-19,-4.129524,-3.991412
2024-07-22,-4.441402,-4.213978
2024-07-23,-4.670671,-4.445955
2024-07-24,-4.268438,-4.616501
2024-07-25,-4.083364,-4.317304
2024-07-26,-4.233706,-4.179644
2024-07-29,-4.531410,-4.291469
2024-07-30,-4.373846,-4.512903
2024-07-31,-4.285963,-4.394448
2024-08-01,-4.117231,-4.329628
2024-08-02,-3.678567,-4.205177
2024-08-05,-3.088816,-3.881631
2024-08-06,-3.695441,-3.446649
2024-08-07,-3.959724,-3.894077
2024-08-08,-4.128122,-4.089004
2024-08-09,-4.320860,-4.213209
2024-08-12,-4.286683,-4.355367
2024-08-13,-4.726564,-4.330159
2024-08-14,-4.487581,-4.661969
2024-08-15,-4.824345,-4.478335
2024-08-16,-4.951983,-4.773389
2024-08-19,-4.606283,-4.819770
2024-08-20,-4.819649,-4.565886
2024-08-21,-4.555878,-4.771679
2024-08-22,-4.522364,-4.528709
2024-08-23,-4.520431,-4.503990
2024-08-26,-4.578525,-4.502564
2024-08-27,-4.828650,-4.545412
2024-08-28,-4.509893,-4.774956
2024-08-29,-4.349948,-4.494792
2024-08-30,-4.792865,-4.376621
2024-09-03,-4.437262,-4.758831
2024-09-04,-4.344566,-4.441305
2024-09-05,-4.395767,-4.372634
2024-09-06,-4.175097,-4.410565
2024-09-09,-3.901699,-4.247088
2024-09-10,-4.280274,-4.044550
2024-09-11,-4.331984,-4.325005
2024-09-12,-4.450708,-4.363313
2024-09-13,-4.763815,-4.451266
2024-09-16,-4.385428,-4.740327
2024-09-17,-4.625543,-4.402905
2024-09-18,-4.175750,-4.580787
2024-09-19,-4.644130,-4.247572
2024-09-20,-3.933803,-4.594557
2024-09-23,-4.480039,-4.068333
2024-09-24,-4.771255,-4.472995
2024-09-25,-4.696997,-4.747618
2024-09-26,-4.678436,-4.633993
2024-09-27,-4.788952,-4.620005
2024-09-30,-4.761836,-4.757226
2024-10-01,-4.661235,-4.737720
2024-10-02,-4.517095,-4.612391
2024-10-03,-4.589601,-4.504841
2024-10-04,-4.562781,-4.558941
2024-10-07,-4.753519,-4.538930
2024-10-08,-4.794709,-4.681249
2024-10-09,-4.695302,-4.711983
2024-10-10,-4.961464,-4.637810
2024-10-11,-4.863524,-4.836407
2024-10-14,-4.875987,-4.763329
2024-10-15,-4.401023,-4.772628
2024-10-16,-4.889968,-4.418234
2024-10-17,-4.720330,-4.783060
2024-10-18,-4.795289,-4.656485
2024-10-21,-4.937796,-4.712415
2024-10-22,-4.970027,-4.818747
2024-10-23,-4.237475,-4.842795
2024-10-24,-4.712896,-4.296203
2024-10-25,-4.816084,-4.650938
2024-10-28,-4.827303,-4.727931
2024-10-29,-4.733473,-4.736302
2024-10-30,-4.805364,-4.666292
2024-10-31,-4.399324,-4.719933
2024-11-01,-4.320860,-4.416618
2024-11-04,-4.630318,-4.358180
2024-11-05,-4.698644,-4.588657
2024-11-06,-4.546918,-4.639544
2024-11-07,-4.691340,-4.526542
2024-11-08,-4.901009,-4.634104
2024-11-11,-4.825595,-4.790260
2024-11-12,-4.759540,-4.734094
2024-11-13,-4.596290,-4.684898
2024-11-14,-4.509338,-4.563313
2024-11-15,-4.841121,-4.498554
2024-11-18,-4.739142,-4.745657
2024-11-19,-4.928719,-4.669706
2024-11-20,-4.639054,-4.810898
2024-11-21,-4.326014,-4.595163
2024-11-22,-4.726290,-4.362019
2024-11-25,-4.292822,-4.660134
2024-11-26,-4.873840,-4.337298
2024-11-27,-4.898628,-4.770026
2024-11-29,-4.991161,-4.788487
2024-12-02,-4.867009,-4.857383
2024-12-03,-4.911836,-4.764938
2024-12-04,-5.033621,-4.791962
2024-12-05,-5.053662,-4.849725
2024-12-06,-4.851790,-4.854293
2024-12-09,-4.723371,-4.752439
2024-12-10,-4.866431,-4.660121
2024-12-11,-4.945268,-4.762422
2024-12-12,-4.834968,-4.811735
2024-12-13,-4.898587,-4.740765
2024-12-16,-4.867313,-4.783608
2024-12-17,-4.595877,-4.763018
2024-12-18,-4.322640,-4.565373
2024-12-19,-4.259048,-4.360917
2024-12-20,-4.465648,-4.313297
2024-12-23,-4.864093,-4.467986
2024-12-24,-5.287089,-4.760841
2024-12-26,-4.926397,-4.887390
2024-12-27,-4.742647,-4.800827
2024-12-30,-4.617425,-4.674300
2024-12-31,-5.037952,-4.581454
