date,RW_MSE,AR_MSE,HAR_MSE,ARFIMA_MSE,FNN_MSE,LSTM_MSE,NAR_MSE,RW_QLIKE,AR_QLIKE,HAR_QLIKE,ARFIMA_QLIKE,FNN_QLIKE,LSTM_QLIKE,NAR_QLIKE
2022-08-22,0.076829,0.017940,0.012549,0.003454,0.033919,0.018756,0.018689,0.186466,0.039311,0.027082,0.007186,0.076994,0.041185,0.041032
2022-08-23,0.106985,0.138311,0.092582,0.085476,0.173365,0.164863,0.128601,0.269377,0.360120,0.229211,0.209772,0.466874,0.440491,0.331510
2022-08-24,0.143553,0.031070,0.053822,0.066696,0.043323,0.037566,0.060081,0.226479,0.055438,0.092760,0.113109,0.075776,0.066297,0.102716
2022-08-25,0.000202,0.001642,0.003119,0.016719,0.007475,0.010084,0.002952,0.000400,0.003196,0.006013,0.030732,0.014125,0.018883,0.005696
2022-08-26,0.663513,0.620946,0.591882,0.517536,0.608603,0.604225,0.617486,2.470290,2.259582,2.119750,1.776834,2.199799,2.178735,2.242768
2022-08-29,0.144834,0.000534,0.002331,0.002154,0.000012,0.000011,0.009520,0.228275,0.001051,0.004515,0.004178,0.000023,0.000023,0.017860
2022-08-30,0.001475,0.014521,0.018568,0.007218,0.002277,0.002402,0.005392,0.003027,0.031522,0.040752,0.015289,0.004703,0.004965,0.011332
2022-08-31,0.006576,0.000785,0.001156,0.000166,0.005417,0.003043,0.000106,0.012469,0.001600,0.002364,0.000328,0.010321,0.005869,0.000213
2022-09-01,0.022029,0.018836,0.038315,0.027791,0.022222,0.028194,0.007950,0.048761,0.041368,0.087689,0.062311,0.049210,0.063269,0.016888
2022-09-02,0.035324,0.094473,0.078445,0.081610,0.069459,0.080971,0.070389,0.080399,0.234427,0.190793,0.199304,0.166914,0.197582,0.169366
2022-09-06,0.108170,0.020328,0.017507,0.023627,0.028893,0.030295,0.042281,0.175782,0.037053,0.032119,0.042762,0.051759,0.054131,0.074071
2022-09-07,0.049055,0.051688,0.040753,0.061298,0.068930,0.068562,0.072131,0.085096,0.089338,0.071560,0.104637,0.116592,0.116020,0.121559
2022-09-08,0.129112,0.072962,0.077172,0.058946,0.069719,0.078814,0.056691,0.333005,0.176170,0.187385,0.139534,0.167598,0.191782,0.133744
2022-09-09,0.282644,0.166946,0.182220,0.184017,0.165420,0.142687,0.218066,0.408605,0.258855,0.279562,0.281977,0.256769,0.225264,0.326948
2022-09-12,0.001305,0.010656,0.013019,0.025412,0.007227,0.009197,0.011215,0.002674,0.019918,0.024166,0.045827,0.013669,0.017273,0.020926
2022-09-13,0.010346,0.005258,0.000297,0.000431,0.003981,0.005049,0.004236,0.022170,0.011043,0.000600,0.000850,0.008307,0.010593,0.008852
2022-09-14,0.038721,0.041617,0.034715,0.021958,0.066703,0.066026,0.032015,0.088684,0.095810,0.078921,0.048596,0.159677,0.157907,0.072403
2022-09-15,0.017344,0.078853,0.047067,0.034148,0.053293,0.062385,0.061808,0.037945,0.191888,0.109365,0.077548,0.125072,0.148423,0.146928
2022-09-16,0.000483,0.021225,0.018622,0.005948,0.005089,0.008853,0.003474,0.000951,0.046891,0.040878,0.012532,0.010679,0.018870,0.007228
2022-09-19,0.091764,0.038097,0.035355,0.057846,0.071917,0.061968,0.069039,0.151460,0.067176,0.062621,0.099174,0.121228,0.105693,0.116762
2022-09-20,0.000916,0.001539,0.000790,0.005207,0.003475,0.002526,0.005481,0.001870,0.002998,0.001550,0.009932,0.006685,0.004887,0.010440
2022-09-21,0.727626,0.697275,0.653134,0.635485,0.702536,0.731134,0.656550,2.800980,2.642427,2.418266,2.330761,2.669649,2.819541,2.435345
2022-09-22,0.162955,0.000134,0.001117,0.000192,0.002956,0.000239,0.001574,0.253391,0.000269,0.002185,0.000381,0.006132,0.000482,0.003067
2022-09-23,0.036162,0.006519,0.003201,0.011273,0.016570,0.024683,0.011106,0.063965,0.012364,0.006167,0.021032,0.030470,0.044577,0.020731
2022-09-26,0.014961,0.020585,0.022959,0.012243,0.006265,0.006019,0.013425,0.032519,0.045408,0.050931,0.026397,0.013217,0.012686,0.029050
2022-09-27,0.001154,0.000007,0.000957,0.001075,0.000920,0.001336,0.000363,0.002256,0.000014,0.001955,0.002197,0.001879,0.002738,0.000716
