date,RW_MSE,AR_MSE,HAR_MSE,ARFIMA_MSE,FNN_MSE,LSTM_MSE,NAR_MSE,RW_QLIKE,AR_QLIKE,HAR_QLIKE,ARFIMA_QLIKE,FNN_QLIKE,LSTM_QLIKE,NAR_QLIKE
2022-09-07,0.095316,0.043741,0.033133,0.032280,0.068995,0.044030,0.057674,0.156775,0.076461,0.058907,0.057475,0.116693,0.076933,0.098902
2022-09-08,0.088001,0.050118,0.070089,0.067709,0.037627,0.039032,0.041386,0.216650,0.117032,0.168573,0.162313,0.086007,0.089446,0.095240
2022-09-09,0.184631,0.097965,0.096777,0.095163,0.120654,0.074740,0.111324,0.282801,0.160720,0.158953,0.156547,0.193927,0.125587,0.180394
2022-09-12,0.000103,0.018591,0.011243,0.012348,0.015058,0.020193,0.025979,0.000204,0.034020,0.020978,0.022964,0.027796,0.036817,0.046797
2022-09-13,0.055438,0.034532,0.025720,0.021484,0.034401,0.037698,0.031026,0.130537,0.078477,0.057412,0.047493,0.078160,0.086181,0.070029
2022-09-14,0.028598,0.059974,0.056246,0.045823,0.079888,0.102225,0.041709,0.064228,0.142185,0.132605,0.106254,0.194667,0.255992,0.096036
2022-09-15,0.000487,0.033704,0.026091,0.021105,0.019227,0.038557,0.019185,0.000987,0.076475,0.058285,0.046614,0.042270,0.088284,0.042173
2022-09-16,0.003072,0.004453,0.008603,0.003798,0.000123,0.001450,0.000064,0.005923,0.009316,0.018322,0.007918,0.000244,0.002974,0.000128
2022-09-19,0.056739,0.034831,0.021588,0.026400,0.061548,0.044299,0.049254,0.097415,0.061746,0.039240,0.047517,0.105031,0.077372,0.085417
2022-09-20,0.001295,0.012134,0.007454,0.006936,0.017109,0.014532,0.012213,0.002529,0.022580,0.014085,0.013134,0.031419,0.026863,0.022722
2022-09-21,0.599531,0.528869,0.504533,0.519515,0.544604,0.573926,0.535808,2.156234,1.827737,1.719035,1.785687,1.899227,2.034982,1.859145
2022-09-22,0.087757,0.004572,0.000774,0.002056,0.008292,0.029732,0.002703,0.145432,0.009570,0.001577,0.004240,0.017638,0.066932,0.005597
2022-09-23,0.056782,0.016112,0.008589,0.007294,0.036890,0.040622,0.025828,0.097483,0.029662,0.016164,0.013792,0.065174,0.071345,0.046540
2022-09-26,0.068232,0.058306,0.075675,0.075785,0.023018,0.018198,0.058176,0.163687,0.137888,0.183385,0.183680,0.051068,0.039902,0.137555
2022-09-27,0.014369,0.000594,0.000003,0.000954,0.000413,0.000324,0.000304,0.026573,0.001169,0.000006,0.001948,0.000815,0.000655,0.000614
2022-09-28,0.000422,0.004211,0.002211,0.009441,0.001127,0.004378,0.004984,0.000855,0.008798,0.004563,0.020167,0.002306,0.009155,0.010455
2022-09-29,0.001478,0.001369,0.000643,0.001952,0.000632,0.000210,0.000008,0.002881,0.002806,0.001309,0.004022,0.001243,0.000424,0.000017
2022-09-30,0.014035,0.006665,0.005139,0.003501,0.012963,0.005126,0.012550,0.025979,0.012634,0.009804,0.006735,0.024066,0.009780,0.023326
2022-10-03,0.000119,0.000214,0.000918,0.000121,0.003325,0.000027,0.002288,0.000237,0.000423,0.001800,0.000239,0.006401,0.000054,0.004433
